FEWSNET_admin_code,partition_id
0,01
1,101
2,10011
3,11
4,11
5,11
6,11
7,11
8,01
9,11
10,101
11,01
12,11
13,101
14,01
15,11
16,01
17,11
18,11
19,0000
20,11
21,11
22,01
23,11
24,01
25,11
26,11
27,11
28,11
29,11
30,101
31,01
32,11
33,101
34,11
35,101
36,01
37,11
38,101
39,11
40,11
41,01
42,11
43,01
44,01
45,01
46,01
47,01
48,01
49,01
50,101
51,01
52,11
53,101
54,01
55,11
56,11
57,01
58,01
59,01
60,01
61,01
62,01
63,01
64,01
65,01
66,01
67,01
68,11
69,0000
70,001
71,101
72,10011
73,01
74,01
75,01
76,01
77,01
78,01
79,001
80,001
81,001
82,001
83,001
84,001
85,001
86,001
87,001
88,001
89,001
90,001
91,001
92,001
93,001
94,001
95,001
96,001
97,01
98,001
99,001
100,001
101,001
102,001
103,001
104,01
105,01
106,001
107,01
108,01
109,01
110,01
111,01
112,01
113,01
114,01
115,01
116,01
117,01
118,01
119,01
120,01
121,01
122,01
123,01
124,01
125,01
126,01
127,01
128,01
129,01
130,01
131,01
132,01
133,01
134,01
135,01
136,01
137,01
138,01
139,01
140,01
141,01
142,01
143,01
144,01
145,01
146,01
147,01
148,01
149,01
150,01
151,01
152,01
153,01
154,01
155,01
156,01
157,01
158,01
159,01
160,01
161,01
162,01
163,01
164,01
165,01
166,01
167,11
168,01
169,01
170,01
171,01
172,01
173,01
174,01
175,01
176,01
177,01
178,01
179,01
180,01
181,01
182,01
183,01
184,0000
185,01
186,0000
187,01
188,01
189,01
190,01
191,01
192,001
193,01
194,001
195,01
196,001
197,01
198,001
199,01
200,01
201,01
202,01
203,01
204,01
205,01
206,01
207,01
208,01
209,01
210,01
211,01
212,01
213,01
214,01
215,01
217,01
218,01
219,01
220,01
221,01
222,01
223,01
224,01
225,01
226,01
227,01
228,01
229,01
230,01
231,01
232,01
233,01
234,01
235,01
236,01
237,01
238,01
239,01
240,01
241,101
242,10011
243,10011
244,101
245,101
246,01
247,01
248,01
249,01
250,01
251,01
252,01
253,01
254,01
255,01
256,01
257,01
258,01
259,01
260,11
261,11
262,101
263,101
264,101
265,101
266,0000
267,101
268,0000
269,10011
270,101
271,101
272,0000
273,101
274,101
275,101
276,101
277,101
278,10011
279,101
280,0000
281,101
282,10011
283,10011
284,10011
285,10011
286,10011
287,10011
288,101
289,10011
290,10011
291,10011
292,10011
293,10011
294,10011
295,10011
296,10011
297,101
298,10011
299,101
300,10011
301,10011
302,0000
303,10011
304,10001
305,10011
306,0000
307,10001
308,0000
309,10011
310,10011
311,10011
312,10011
313,10010
314,10011
315,10011
316,10010
317,10010
318,10011
319,10011
320,10011
321,10011
322,10011
323,10011
324,10011
325,10011
326,101
327,10011
328,10011
329,101
330,10011
331,101
332,10011
333,10011
334,10011
335,101
336,10011
337,101
338,101
339,10011
340,101
341,10011
342,10011
343,10011
344,10011
345,10011
346,10011
347,101
348,101
349,101
350,101
351,101
352,101
353,101
354,101
355,101
356,101
357,101
