partition_id,training_rows,classes_present,local_model_fitted,reason
0,5960,2,True,
1,1158,2,True,
2,1140,1,False,single_class
3,5653,2,True,
4,3290,2,True,
5,1600,2,True,
6,4710,2,True,
7,1200,2,True,
8,2860,2,True,
9,620,2,True,
10,2550,2,True,
11,2147,2,True,
12,2000,2,True,
13,827,2,True,
14,2630,2,True,
15,1100,2,True,
