FEWSNET_admin_code,target_month,target_label,partition_id
0,2015-07,1,10
0,2015-10,0,10
0,2016-02,0,10
0,2016-06,1,10
0,2016-10,0,10
0,2017-02,1,10
0,2017-06,0,10
0,2017-10,0,10
0,2018-02,1,10
1,2015-07,0,10
1,2015-10,0,10
1,2016-02,0,10
1,2016-06,0,10
1,2016-10,0,10
1,2017-02,0,10
1,2017-06,0,10
1,2017-10,0,10
1,2018-02,0,10
2,2015-07,0,1
2,2015-10,0,1
2,2016-02,0,1
2,2016-06,0,1
2,2016-10,0,1
2,2017-02,0,1
2,2017-06,1,1
2,2017-10,1,1
2,2018-02,1,1
3,2015-07,0,1
3,2015-10,0,1
3,2016-02,0,1
3,2016-06,1,1
3,2016-10,1,1
3,2017-02,1,1
3,2017-06,1,1
3,2017-10,1,1
3,2018-02,1,1
4,2015-07,0,10
4,2015-10,0,10
4,2016-02,0,10
4,2016-06,1,10
4,2016-10,1,10
4,2017-02,1,10
4,2017-06,1,10
4,2017-10,1,10
4,2018-02,1,10
5,2015-07,0,10
5,2015-10,0,10
5,2016-02,0,10
5,2016-06,1,10
5,2016-10,1,10
5,2017-02,1,10
5,2017-06,1,10
5,2017-10,1,10
5,2018-02,1,10
6,2015-07,1,10
6,2015-10,0,10
6,2016-02,0,10
6,2016-06,1,10
6,2016-10,1,10
6,2017-02,1,10
6,2017-06,1,10
6,2017-10,1,10
6,2018-02,1,10
7,2015-07,1,10
7,2015-10,0,10
7,2016-02,0,10
7,2016-06,1,10
7,2016-10,1,10
7,2017-02,1,10
7,2017-06,1,10
7,2017-10,1,10
7,2018-02,1,10
8,2015-07,0,1
8,2015-10,0,1
8,2016-02,0,1
8,2016-06,0,1
8,2016-10,0,1
8,2017-02,0,1
8,2017-06,0,1
8,2017-10,1,1
8,2018-02,1,1
9,2015-07,1,1
9,2015-10,1,1
9,2016-02,1,1
9,2016-06,1,1
9,2016-10,1,1
9,2017-02,1,1
9,2017-06,1,1
9,2017-10,1,1
9,2018-02,1,1
10,2015-07,1,10
10,2015-10,1,10
10,2016-02,1,10
10,2016-06,1,10
10,2016-10,1,10
10,2017-02,1,10
10,2017-06,1,10
10,2017-10,1,10
10,2018-02,1,10
11,2015-07,0,1
11,2015-10,0,1
11,2016-02,0,1
11,2016-06,0,1
11,2016-10,1,1
11,2017-02,0,1
11,2017-06,1,1
11,2017-10,0,1
11,2018-02,1,1
12,2015-07,0,1
12,2015-10,0,1
12,2016-02,0,1
12,2016-06,1,1
12,2016-10,0,1
12,2017-02,1,1
12,2017-06,1,1
12,2017-10,0,1
12,2018-02,1,1
13,2015-07,1,10
13,2015-10,1,10
13,2016-02,1,10
13,2016-06,1,10
13,2016-10,1,10
13,2017-02,1,10
13,2017-06,1,10
13,2017-10,1,10
13,2018-02,1,10
14,2015-07,1,1
14,2015-10,0,1
14,2016-02,0,1
14,2016-06,1,1
14,2016-10,0,1
14,2017-02,1,1
14,2017-06,1,1
14,2017-10,1,1
14,2018-02,1,1
15,2015-07,1,1
15,2015-10,1,1
15,2016-02,1,1
15,2016-06,1,1
15,2016-10,1,1
15,2017-02,1,1
15,2017-06,1,1
15,2017-10,1,1
15,2018-02,1,1
16,2015-07,0,1
16,2015-10,0,1
16,2016-02,0,1
16,2016-06,0,1
16,2016-10,0,1
16,2017-02,0,1
16,2017-06,1,1
16,2017-10,0,1
16,2018-02,1,1
17,2015-07,1,10
17,2015-10,1,10
17,2016-02,1,10
17,2016-06,1,10
17,2016-10,1,10
17,2017-02,1,10
17,2017-06,1,10
17,2017-10,1,10
17,2018-02,1,10
18,2015-07,1,10
18,2015-10,1,10
18,2016-02,1,10
18,2016-06,1,10
18,2016-10,1,10
18,2017-02,1,10
18,2017-06,1,10
18,2017-10,1,10
18,2018-02,1,10
19,2015-07,1,1
