FEWSNET_admin_code,rows,effective_missing_cells,effective_missing_cell_rate,target_non_null_rows,target_missing_rate
1112,180,1542,0.09734848484848485,50,0.7222222222222222
1113,180,1542,0.09734848484848485,50,0.7222222222222222
1114,180,1544,0.09747474747474748,50,0.7222222222222222
1115,180,1565,0.09880050505050506,50,0.7222222222222222
1116,180,1542,0.09734848484848485,50,0.7222222222222222
1117,180,1546,0.0976010101010101,50,0.7222222222222222
1118,180,1544,0.09747474747474748,50,0.7222222222222222
1119,180,1544,0.09747474747474748,50,0.7222222222222222
1120,180,1546,0.0976010101010101,50,0.7222222222222222
1121,180,1542,0.09734848484848485,50,0.7222222222222222
1122,180,1542,0.09734848484848485,50,0.7222222222222222
1123,180,1546,0.0976010101010101,50,0.7222222222222222
1124,180,1542,0.09734848484848485,50,0.7222222222222222
1125,180,1542,0.09734848484848485,50,0.7222222222222222
1126,180,1542,0.09734848484848485,50,0.7222222222222222
1127,180,1565,0.09880050505050506,50,0.7222222222222222
1128,180,1544,0.09747474747474748,50,0.7222222222222222
1129,180,1542,0.09734848484848485,50,0.7222222222222222
1130,180,1546,0.0976010101010101,50,0.7222222222222222
1131,180,1542,0.09734848484848485,50,0.7222222222222222
1132,180,1542,0.09734848484848485,50,0.7222222222222222
1133,180,1542,0.09734848484848485,50,0.7222222222222222
1134,180,1546,0.0976010101010101,50,0.7222222222222222
1135,180,1542,0.09734848484848485,50,0.7222222222222222
1136,180,1542,0.09734848484848485,50,0.7222222222222222
1137,180,1544,0.09747474747474748,50,0.7222222222222222
1138,180,1671,0.10549242424242425,31,0.8277777777777777
1139,180,1914,0.12083333333333333,50,0.7222222222222222
1140,180,1544,0.09747474747474748,50,0.7222222222222222
1141,180,1544,0.09747474747474748,50,0.7222222222222222
1142,180,1544,0.09747474747474748,50,0.7222222222222222
1143,180,1542,0.09734848484848485,50,0.7222222222222222
1144,180,1902,0.12007575757575757,50,0.7222222222222222
1145,180,1548,0.09772727272727273,50,0.7222222222222222
1146,180,1546,0.0976010101010101,50,0.7222222222222222
1147,180,1544,0.09747474747474748,50,0.7222222222222222
1148,180,1546,0.0976010101010101,50,0.7222222222222222
1149,180,1550,0.09785353535353536,50,0.7222222222222222
1150,180,1550,0.09785353535353536,50,0.7222222222222222
1151,180,1548,0.09772727272727273,50,0.7222222222222222
1152,180,1544,0.09747474747474748,50,0.7222222222222222
1153,180,1542,0.09734848484848485,50,0.7222222222222222
1154,180,1542,0.09734848484848485,50,0.7222222222222222
1155,180,1542,0.09734848484848485,50,0.7222222222222222
1156,180,1542,0.09734848484848485,50,0.7222222222222222
1157,180,1544,0.09747474747474748,50,0.7222222222222222
1158,180,1550,0.09785353535353536,50,0.7222222222222222
1159,180,1542,0.09734848484848485,50,0.7222222222222222
1160,180,1542,0.09734848484848485,50,0.7222222222222222
1161,180,1548,0.09772727272727273,50,0.7222222222222222
1162,180,1542,0.09734848484848485,50,0.7222222222222222
1163,180,1548,0.09772727272727273,48,0.7333333333333333
1164,180,1542,0.09734848484848485,50,0.7222222222222222
1165,180,1543,0.09741161616161616,50,0.7222222222222222
1166,180,1542,0.09734848484848485,50,0.7222222222222222
1167,180,1542,0.09734848484848485,50,0.7222222222222222
1168,180,1542,0.09734848484848485,50,0.7222222222222222
1169,180,1542,0.09734848484848485,50,0.7222222222222222
1170,180,1546,0.0976010101010101,50,0.7222222222222222
1171,180,1546,0.0976010101010101,50,0.7222222222222222
1172,180,1546,0.0976010101010101,50,0.7222222222222222
1173,180,1544,0.09747474747474748,50,0.7222222222222222
1174,180,1544,0.09747474747474748,50,0.7222222222222222
1175,180,1546,0.0976010101010101,50,0.7222222222222222
1176,180,1550,0.09785353535353536,50,0.7222222222222222
1177,180,1550,0.09785353535353536,50,0.7222222222222222
1178,180,1544,0.09747474747474748,50,0.7222222222222222
1179,180,1544,0.09747474747474748,50,0.7222222222222222
1180,180,1544,0.09747474747474748,50,0.7222222222222222
1181,180,1546,0.0976010101010101,50,0.7222222222222222
1182,180,1546,0.0976010101010101,50,0.7222222222222222
1183,180,1542,0.09734848484848485,50,0.7222222222222222
1184,180,1542,0.09734848484848485,50,0.7222222222222222
1185,180,1565,0.09880050505050506,50,0.7222222222222222
1186,180,1544,0.09747474747474748,50,0.7222222222222222
1187,180,1546,0.0976010101010101,50,0.7222222222222222
1188,180,1546,0.0976010101010101,50,0.7222222222222222
1189,180,1542,0.09734848484848485,50,0.7222222222222222
1190,180,1542,0.09734848484848485,50,0.7222222222222222
1191,180,1544,0.09747474747474748,50,0.7222222222222222
1192,180,1542,0.09734848484848485,50,0.7222222222222222
1193,180,1546,0.0976010101010101,50,0.7222222222222222
1194,180,1542,0.09734848484848485,50,0.7222222222222222
1195,180,1542,0.09734848484848485,50,0.7222222222222222
1196,180,1544,0.09747474747474748,50,0.7222222222222222
1197,180,1542,0.09734848484848485,50,0.7222222222222222
1198,180,1542,0.09734848484848485,50,0.7222222222222222
1199,180,1671,0.10549242424242425,31,0.8277777777777777
1200,180,1542,0.09734848484848485,50,0.7222222222222222
1201,180,1546,0.0976010101010101,50,0.7222222222222222
1202,180,1546,0.0976010101010101,50,0.7222222222222222
1203,180,1546,0.0976010101010101,50,0.7222222222222222
1204,180,1546,0.0976010101010101,50,0.7222222222222222
1205,180,1550,0.09785353535353536,50,0.7222222222222222
1206,180,1542,0.09734848484848485,50,0.7222222222222222
1207,180,1542,0.09734848484848485,50,0.7222222222222222
1208,180,1546,0.0976010101010101,50,0.7222222222222222
1209,180,1546,0.0976010101010101,50,0.7222222222222222
1210,180,1546,0.0976010101010101,50,0.7222222222222222
1211,180,1542,0.09734848484848485,50,0.7222222222222222
1212,180,1542,0.09734848484848485,50,0.7222222222222222
1213,180,1542,0.09734848484848485,50,0.7222222222222222
1214,180,1542,0.09734848484848485,50,0.7222222222222222
1215,180,1542,0.09734848484848485,50,0.7222222222222222
1216,180,1542,0.09734848484848485,50,0.7222222222222222
1217,180,1544,0.09747474747474748,50,0.7222222222222222
1218,180,1542,0.09734848484848485,50,0.7222222222222222
1219,180,1544,0.09747474747474748,50,0.7222222222222222
1220,180,1542,0.09734848484848485,50,0.7222222222222222
1221,180,1546,0.0976010101010101,50,0.7222222222222222
1222,180,1542,0.09734848484848485,50,0.7222222222222222
1223,180,1542,0.09734848484848485,50,0.7222222222222222
1224,180,1542,0.09734848484848485,50,0.7222222222222222
1225,180,1542,0.09734848484848485,50,0.7222222222222222
1226,180,1542,0.09734848484848485,50,0.7222222222222222
1227,180,1542,0.09734848484848485,50,0.7222222222222222
1228,180,1542,0.09734848484848485,50,0.7222222222222222
1229,180,1542,0.09734848484848485,50,0.7222222222222222
1230,180,1542,0.09734848484848485,50,0.7222222222222222
1231,180,1544,0.09747474747474748,50,0.7222222222222222
1232,180,1544,0.09747474747474748,50,0.7222222222222222
1233,180,1544,0.09747474747474748,50,0.7222222222222222
1234,180,1544,0.09747474747474748,50,0.7222222222222222
1235,180,1542,0.09734848484848485,50,0.7222222222222222
1236,180,1544,0.09747474747474748,50,0.7222222222222222
1237,180,1542,0.09734848484848485,50,0.7222222222222222
1238,180,1542,0.09734848484848485,50,0.7222222222222222
1239,180,1542,0.09734848484848485,50,0.7222222222222222
1240,180,1542,0.09734848484848485,50,0.7222222222222222
1241,180,1544,0.09747474747474748,50,0.7222222222222222
1242,180,1544,0.09747474747474748,50,0.7222222222222222
1243,180,1544,0.09747474747474748,50,0.7222222222222222
1244,180,1544,0.09747474747474748,50,0.7222222222222222
1245,180,1544,0.09747474747474748,50,0.7222222222222222
1246,180,1544,0.09747474747474748,50,0.7222222222222222
1247,180,1544,0.09747474747474748,50,0.7222222222222222
1248,180,1542,0.09734848484848485,50,0.7222222222222222
1249,180,1542,0.09734848484848485,50,0.7222222222222222
1250,180,1544,0.09747474747474748,50,0.7222222222222222
1251,180,1542,0.09734848484848485,50,0.7222222222222222
1252,180,1542,0.09734848484848485,50,0.7222222222222222
1253,180,1542,0.09734848484848485,50,0.7222222222222222
1254,180,1546,0.0976010101010101,50,0.7222222222222222
1255,180,1542,0.09734848484848485,50,0.7222222222222222
1256,180,1544,0.09747474747474748,50,0.7222222222222222
1257,180,1546,0.0976010101010101,50,0.7222222222222222
1258,180,1544,0.09747474747474748,50,0.7222222222222222
1259,180,1542,0.09734848484848485,50,0.7222222222222222
1260,180,1542,0.09734848484848485,50,0.7222222222222222
1261,180,1542,0.09734848484848485,50,0.7222222222222222
1262,180,1546,0.0976010101010101,50,0.7222222222222222
1263,180,1542,0.09734848484848485,50,0.7222222222222222
1264,180,1542,0.09734848484848485,50,0.7222222222222222
1265,180,1546,0.0976010101010101,50,0.7222222222222222
1266,180,1542,0.09734848484848485,50,0.7222222222222222
1267,180,1542,0.09734848484848485,50,0.7222222222222222
1268,180,1542,0.09734848484848485,50,0.7222222222222222
1269,180,1542,0.09734848484848485,50,0.7222222222222222
1270,180,1542,0.09734848484848485,50,0.7222222222222222
1271,180,1542,0.09734848484848485,50,0.7222222222222222
1272,180,1542,0.09734848484848485,50,0.7222222222222222
1273,180,1544,0.09747474747474748,50,0.7222222222222222
1274,180,1542,0.09734848484848485,50,0.7222222222222222
1275,180,1544,0.09747474747474748,50,0.7222222222222222
1276,180,1546,0.0976010101010101,50,0.7222222222222222
1277,180,1542,0.09734848484848485,50,0.7222222222222222
1278,180,1544,0.09747474747474748,50,0.7222222222222222
1279,180,1544,0.09747474747474748,50,0.7222222222222222
1280,180,1550,0.09785353535353536,50,0.7222222222222222
1281,180,1546,0.0976010101010101,50,0.7222222222222222
1282,180,1542,0.09734848484848485,50,0.7222222222222222
1283,180,1542,0.09734848484848485,50,0.7222222222222222
1284,180,1554,0.0981060606060606,50,0.7222222222222222
1285,180,1542,0.09734848484848485,50,0.7222222222222222
1286,180,1547,0.09766414141414141,50,0.7222222222222222
1287,180,1546,0.0976010101010101,50,0.7222222222222222
1288,180,1544,0.09747474747474748,50,0.7222222222222222
