tau,class1_f1
0.0,0.2935618545374643
0.002886002886002886,0.30179695028626496
0.009569377990430622,0.31249633151376416
0.012751677852348993,0.3482010510712842
0.014925373134328358,0.3716147719044171
0.018404907975460124,0.37429471678757237
0.019784172661870502,0.3838948481643753
0.01990049751243781,0.38584422533058166
0.02040816326530612,0.3925729442970822
0.020942408376963352,0.39472437213710315
0.03508771929824561,0.4022942079327894
0.0436046511627907,0.40748406325026904
0.04423592493297587,0.4167239010989011
0.05844155844155844,0.4254459186363237
0.06164383561643835,0.4272120942641174
0.06792452830188679,0.4323447218966916
0.06912442396313365,0.43556042351223073
0.07534246575342465,0.4384068015895019
0.0891089108910891,0.44433926542976143
0.09004739336492891,0.4488029997115662
0.0963302752293578,0.45742238195068385
0.09643916913946587,0.478311591897338
0.10646387832699619,0.4886277070410273
0.1519434628975265,0.49615855695356864
0.16487455197132617,0.5032508269647542
0.1665080875356803,0.5182028491416047
0.19292604501607716,0.5290581162324649
0.19436997319034852,0.5537992235163616
0.20930232558139536,0.5566116857701985
0.2127659574468085,0.556494787264018
0.2222222222222222,0.5580274904350291
0.2303473491773309,0.5598845598845599
0.24603174603174602,0.5612659698025552
0.2680412371134021,0.5619089189582424
0.27129337539432175,0.5596960397486482
0.27408328154133,0.5895953757225434
0.3333333333333333,0.5893624050214734
0.35714285714285715,0.589129357343466
0.41509433962264153,0.5869853917662683
0.5,0.5869853917662683
0.6197478991596623,0.5869853917662683
0.6388888888888882,0.5869853917662683
0.6666666666666666,0.5865161076054467
0.7692307692307693,0.5865161076054467
0.7777777777777778,0.5865161076054467
0.8333333333333334,0.5865161076054467
0.8823529411764706,0.5865336658354114
0.8988035892323031,0.5869239727166861
0.9090909090909091,0.5869239727166861
0.9152542372881356,0.5869420386409061
0.92,0.5869420386409061
0.9365079365079365,0.5869420386409061
0.96,0.5869420386409061
1.0,0.5857642940490082
