period,horizon_months,cohort,reference_arm,baseline_arm,n_observations,f1_reference,f1_baseline,delta_f1,delta_f1_reason,precision_reference,precision_baseline,delta_precision,delta_precision_reason,recall_reference,recall_baseline,delta_recall,delta_recall_reason
partial_2026,1,E_all,partitioned_rf,pooled_rf,3955,0.6553341148886284,0.6685746994848312,-0.013240584596202809,,0.7049180327868853,0.7002398081534772,0.004678224633408057,,0.6122672508214677,0.6396495071193866,-0.027382256297918905,
partial_2026,1,E_all,partitioned_rf,xgb,3955,0.6553341148886284,0.717207526588492,-0.0618734116998636,,0.7049180327868853,0.7142857142857143,-0.00936768149882905,,0.6122672508214677,0.7201533406352684,-0.10788608981380066,
partial_2026,1,E_persist,partitioned_rf,pooled_rf,3952,0.6547269524368761,0.6680045871559633,-0.013277634719087272,,0.704358812381554,0.6996996996996997,0.0046591126818542605,,0.6116291826659352,0.6390565002742732,-0.027427317608337942,
partial_2026,1,E_persist,partitioned_rf,xgb,3952,0.6547269524368761,0.7167440590002732,-0.062017106563397095,,0.704358812381554,0.7138193688792165,-0.009460556497662531,,0.6116291826659352,0.7196928140427866,-0.10806363137685138,
partial_2026,1,E_persist,partitioned_rf,persistence,3952,0.6547269524368761,0.5970915312232677,0.05763542121360832,,0.704358812381554,0.6217339667458432,0.08262484563571071,,0.6116291826659352,0.5743280307185957,0.03730115194733952,
partial_2026,3,E_all,partitioned_rf,pooled_rf,3955,0.5757009345794393,0.5805045157271878,-0.004803581147748481,,0.6676300578034682,0.6729241877256318,-0.005294129922163604,,0.5060240963855421,0.5104052573932092,-0.004381161007667056,
partial_2026,3,E_all,partitioned_rf,xgb,3955,0.5757009345794393,0.684589800443459,-0.10888886586401969,,0.6676300578034682,0.6930415263748597,-0.025411468571391538,,0.5060240963855421,0.676341730558598,-0.1703176341730559,
partial_2026,3,E_persist,partitioned_rf,pooled_rf,3952,0.5749063670411985,0.5801621958827199,-0.005255828841521426,,0.666908037653874,0.6724511930585684,-0.005543155404694411,,0.5052111903455841,0.510148107515085,-0.004936917169500843,
partial_2026,3,E_persist,partitioned_rf,xgb,3952,0.5749063670411985,0.6844296419650291,-0.10952327492383063,,0.666908037653874,0.6926966292134832,-0.02578859155960922,,0.5052111903455841,0.6763576522216127,-0.17114646187602855,
partial_2026,3,E_persist,partitioned_rf,persistence,3952,0.5749063670411985,0.6031656302996043,-0.028259263258405887,,0.666908037653874,0.6221574344023324,0.044750603251541565,,0.5052111903455841,0.5852989577619309,-0.08008776741634671,
partial_2026,6,E_all,partitioned_rf,pooled_rf,3955,0.606473594548552,0.679726221383054,-0.07325262683450207,,0.6297169811320755,0.5972625466611364,0.0324544344709391,,0.5848849945235487,0.7886089813800657,-0.20372398685651705,
partial_2026,6,E_all,partitioned_rf,xgb,3955,0.606473594548552,0.7203721841332027,-0.11389858958465071,,0.6297169811320755,0.6514614703277236,-0.021744489195648087,,0.5848849945235487,0.8055859802847755,-0.22070098576122676,
partial_2026,6,E_persist,partitioned_rf,pooled_rf,3952,0.6069906223358909,0.6792720397069251,-0.07228141737103422,,0.6297169811320755,0.5967607973421927,0.032956183789882854,,0.5858475041140977,0.7882611080636314,-0.20241360394953367,
partial_2026,6,E_persist,partitioned_rf,xgb,3952,0.6069906223358909,0.719960765080922,-0.11297014274503114,,0.6297169811320755,0.6509977827050998,-0.021280801573024255,,0.5858475041140977,0.8052660449808009,-0.2194185408667032,
partial_2026,6,E_persist,partitioned_rf,persistence,3952,0.6069906223358909,0.6393847843998901,-0.032394162063999254,,0.6297169811320755,0.6402640264026402,-0.010547045270564714,,0.5858475041140977,0.6385079539221065,-0.05266044980800877,
partial_2026,12,E_all,partitioned_rf,pooled_rf,3955,0.7002450313095562,0.6968733439321675,0.003371687377388688,,0.6962642122360585,0.6750513347022588,0.021212877533799745,,0.7042716319824753,0.7201533406352684,-0.015881708652793036,
partial_2026,12,E_all,partitioned_rf,xgb,3955,0.7002450313095562,0.6868173736347473,0.013427657674808913,,0.6962642122360585,0.640454760776883,0.055809451459175485,,0.7042716319824753,0.7404162102957283,-0.03614457831325302,
partial_2026,12,E_persist,partitioned_rf,pooled_rf,3903,0.7003275109170306,0.697476759628154,0.002850751288876574,,0.6957700650759219,0.675064267352185,0.02070579772373682,,0.704945054945055,0.7214285714285714,-0.016483516483516425,
partial_2026,12,E_persist,partitioned_rf,xgb,3903,0.7003275109170306,0.6896551724137931,0.010672338503237455,,0.6957700650759219,0.6443914081145584,0.051378656961363456,,0.704945054945055,0.7417582417582418,-0.03681318681318679,
partial_2026,12,E_persist,partitioned_rf,persistence,3903,0.7003275109170306,0.7019758507135017,-0.0016483397964710544,,0.6957700650759219,0.7012061403508771,-0.0054360752749552654,,0.704945054945055,0.7027472527472527,0.002197802197802301,
