period,horizon_months,cohort,n_observations,n_areas,n_countries,n_positive_truth,prevalence,n_target_months_present,n_scheduled_target_months,n_scheduled_target_months_present,n_scheduled_target_months_absent,n_e_all_reference,n_persistence_available,persistence_coverage,n_persistence_missing,assignment_learned,assignment_nearest_donor,assignment_unresolved,route_partition:0,route_pooled_rf
partial_2026,1,E_all,3955,3605,30,1826,0.46169405815423514,4,,,,3955,3952,0.9992414664981036,3,1696,1873,386,3569,386
partial_2026,1,E_persist,3952,3602,30,1823,0.46128542510121456,4,,,,3955,3952,0.9992414664981036,0,1696,1870,386,3566,386
partial_2026,3,E_all,3955,3605,30,1826,0.46169405815423514,4,,,,3955,3952,0.9992414664981036,3,1696,1873,386,3569,386
partial_2026,3,E_persist,3952,3602,30,1823,0.46128542510121456,4,,,,3955,3952,0.9992414664981036,0,1696,1870,386,3566,386
partial_2026,6,E_all,3955,3605,30,1826,0.46169405815423514,4,,,,3955,3952,0.9992414664981036,3,1696,1873,386,3569,386
partial_2026,6,E_persist,3952,3602,30,1823,0.46128542510121456,4,,,,3955,3952,0.9992414664981036,0,1696,1870,386,3566,386
partial_2026,12,E_all,3955,3605,30,1826,0.46169405815423514,4,,,,3955,3903,0.9868520859671303,52,1696,1873,386,3569,386
partial_2026,12,E_persist,3903,3555,29,1820,0.466307968229567,4,,,,3955,3903,0.9868520859671303,0,1696,1832,375,3528,375
