period,horizon_months,cohort,dimension,assignment_source,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,12,E_persist,assignment_provenance,learned,xgb,1696,1507,25,952,0.5613207547169812,1029,719,310,233,434,0.7258960121150934,0.6987366375121478,0.7552521008403361,,,
partial_2026,12,E_persist,assignment_provenance,learned,persistence,1696,1507,25,952,0.5613207547169812,952,720,232,232,512,0.7563025210084033,0.7563025210084033,0.7563025210084033,,,
partial_2026,12,E_persist,assignment_provenance,nearest_donor,partitioned_rf,1832,1681,27,756,0.4126637554585153,740,501,239,255,837,0.6697860962566845,0.677027027027027,0.6626984126984127,,,
partial_2026,12,E_persist,assignment_provenance,nearest_donor,pooled_rf,1832,1681,27,756,0.4126637554585153,778,502,276,254,800,0.6544980443285529,0.6452442159383034,0.6640211640211641,,,
partial_2026,12,E_persist,assignment_provenance,nearest_donor,xgb,1832,1681,27,756,0.4126637554585153,879,525,354,231,722,0.6422018348623854,0.5972696245733788,0.6944444444444444,,,
partial_2026,12,E_persist,assignment_provenance,nearest_donor,persistence,1832,1681,27,756,0.4126637554585153,736,477,259,279,817,0.6394101876675603,0.6480978260869565,0.6309523809523809,,,
partial_2026,12,E_persist,assignment_provenance,unresolved,partitioned_rf,375,367,13,112,0.2986666666666667,169,105,64,7,199,0.7473309608540926,0.621301775147929,0.9375,,,
partial_2026,12,E_persist,assignment_provenance,unresolved,pooled_rf,375,367,13,112,0.2986666666666667,169,105,64,7,199,0.7473309608540926,0.621301775147929,0.9375,,,
partial_2026,12,E_persist,assignment_provenance,unresolved,xgb,375,367,13,112,0.2986666666666667,187,106,81,6,182,0.7090301003344481,0.5668449197860963,0.9464285714285714,,,
partial_2026,12,E_persist,assignment_provenance,unresolved,persistence,375,367,13,112,0.2986666666666667,136,82,54,30,209,0.6612903225806451,0.6029411764705882,0.7321428571428571,,,
