partition_id,training_rows,classes_present,local_model_fitted,reason
0,2293,2,True,
1,1152,2,True,
2,8040,2,True,
3,992,2,True,
4,1171,2,True,
5,766,2,True,
6,920,1,False,single_class
7,824,2,True,
8,752,2,True,
9,1232,2,True,
10,1864,2,True,
11,3904,2,True,
12,648,2,True,
13,1440,2,True,
14,2888,2,True,
15,1856,2,True,
16,1272,2,True,
17,936,2,True,
18,5792,2,True,
