period,horizon_months,cohort,reference_arm,baseline_arm,n_observations,f1_reference,f1_baseline,delta_f1,delta_f1_reason,precision_reference,precision_baseline,delta_precision,delta_precision_reason,recall_reference,recall_baseline,delta_recall,delta_recall_reason
partial_2026,1,E_all,partitioned_rf,pooled_rf,137,0.7647058823529411,0.72,0.04470588235294115,,0.7289719626168224,0.6990291262135923,0.029942836403230144,,0.8041237113402062,0.7422680412371134,0.061855670103092786,
partial_2026,1,E_all,partitioned_rf,xgb,137,0.7647058823529411,0.6451612903225806,0.1195445920303605,,0.7289719626168224,0.6741573033707865,0.0548146592460359,,0.8041237113402062,0.6185567010309279,0.18556701030927836,
partial_2026,1,E_persist,partitioned_rf,pooled_rf,137,0.7647058823529411,0.72,0.04470588235294115,,0.7289719626168224,0.6990291262135923,0.029942836403230144,,0.8041237113402062,0.7422680412371134,0.061855670103092786,
partial_2026,1,E_persist,partitioned_rf,xgb,137,0.7647058823529411,0.6451612903225806,0.1195445920303605,,0.7289719626168224,0.6741573033707865,0.0548146592460359,,0.8041237113402062,0.6185567010309279,0.18556701030927836,
partial_2026,1,E_persist,partitioned_rf,persistence,137,0.7647058823529411,0.5555555555555556,0.20915032679738554,,0.7289719626168224,0.6923076923076923,0.03666427030913011,,0.8041237113402062,0.4639175257731959,0.3402061855670103,
partial_2026,3,E_all,partitioned_rf,pooled_rf,137,0.6358381502890174,0.6910994764397905,-0.05526132615077317,,0.7236842105263158,0.7021276595744681,0.02155655095184772,,0.5670103092783505,0.6804123711340206,-0.11340206185567014,
partial_2026,3,E_all,partitioned_rf,xgb,137,0.6358381502890174,0.6067415730337079,0.029096577255309453,,0.7236842105263158,0.6666666666666666,0.05701754385964919,,0.5670103092783505,0.5567010309278351,0.010309278350515427,
partial_2026,3,E_persist,partitioned_rf,pooled_rf,137,0.6358381502890174,0.6910994764397905,-0.05526132615077317,,0.7236842105263158,0.7021276595744681,0.02155655095184772,,0.5670103092783505,0.6804123711340206,-0.11340206185567014,
partial_2026,3,E_persist,partitioned_rf,xgb,137,0.6358381502890174,0.6067415730337079,0.029096577255309453,,0.7236842105263158,0.6666666666666666,0.05701754385964919,,0.5670103092783505,0.5567010309278351,0.010309278350515427,
partial_2026,3,E_persist,partitioned_rf,persistence,137,0.6358381502890174,0.546583850931677,0.0892542993573403,,0.7236842105263158,0.6875,0.03618421052631582,,0.5670103092783505,0.4536082474226804,0.11340206185567009,
partial_2026,6,E_all,partitioned_rf,pooled_rf,137,0.7677725118483413,0.7867298578199052,-0.018957345971563955,,0.7105263157894737,0.7280701754385965,-0.01754385964912286,,0.8350515463917526,0.8556701030927835,-0.020618556701030855,
partial_2026,6,E_all,partitioned_rf,xgb,137,0.7677725118483413,0.40816326530612246,0.3596092465422188,,0.7105263157894737,0.6,0.1105263157894737,,0.8350515463917526,0.30927835051546393,0.5257731958762887,
partial_2026,6,E_persist,partitioned_rf,pooled_rf,137,0.7677725118483413,0.7867298578199052,-0.018957345971563955,,0.7105263157894737,0.7280701754385965,-0.01754385964912286,,0.8350515463917526,0.8556701030927835,-0.020618556701030855,
partial_2026,6,E_persist,partitioned_rf,xgb,137,0.7677725118483413,0.40816326530612246,0.3596092465422188,,0.7105263157894737,0.6,0.1105263157894737,,0.8350515463917526,0.30927835051546393,0.5257731958762887,
partial_2026,6,E_persist,partitioned_rf,persistence,137,0.7677725118483413,0.6594594594594595,0.10831305238888178,,0.7105263157894737,0.6931818181818182,0.01734449760765544,,0.8350515463917526,0.6288659793814433,0.20618556701030932,
partial_2026,12,E_all,partitioned_rf,pooled_rf,137,0.8148148148148148,0.8210526315789474,-0.006237816764132598,,0.8369565217391305,0.8387096774193549,-0.001753155680224383,,0.7938144329896907,0.8041237113402062,-0.010309278350515538,
partial_2026,12,E_all,partitioned_rf,xgb,137,0.8148148148148148,0.72,0.0948148148148148,,0.8369565217391305,0.8076923076923077,0.02926421404682278,,0.7938144329896907,0.6494845360824743,0.14432989690721643,
partial_2026,12,E_persist,partitioned_rf,pooled_rf,137,0.8148148148148148,0.8210526315789474,-0.006237816764132598,,0.8369565217391305,0.8387096774193549,-0.001753155680224383,,0.7938144329896907,0.8041237113402062,-0.010309278350515538,
partial_2026,12,E_persist,partitioned_rf,xgb,137,0.8148148148148148,0.72,0.0948148148148148,,0.8369565217391305,0.8076923076923077,0.02926421404682278,,0.7938144329896907,0.6494845360824743,0.14432989690721643,
partial_2026,12,E_persist,partitioned_rf,persistence,137,0.8148148148148148,0.8571428571428571,-0.042328042328042326,,0.8369565217391305,0.8484848484848485,-0.01152832674571802,,0.7938144329896907,0.865979381443299,-0.07216494845360832,
