FEWSNET_admin_code,n,f1_pooled,f1_partitioned,f1_diff,precision_pooled,precision_partitioned,recall_pooled,recall_partitioned,pct_err_all_pooled,pct_err_all_partitioned,pct_err_class1_pooled,pct_err_class1_partitioned
1239,11,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.36363636363636365,0.2727272727272727,0.6666666666666666,0.0
1240,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.2727272727272727,0.0,0.0
1241,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1242,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1243,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1244,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1245,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1246,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1247,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1248,11,0.625,0.7058823529411764,0.0808823529411764,1.0,1.0,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.45454545454545453
1249,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1250,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1251,11,1.0,0.0,-1.0,,0.0,,,0.0,0.2727272727272727,0.0,0.0
1252,11,0.2857142857142857,0.6000000000000001,0.3142857142857144,0.3333333333333333,0.5,0.25,0.75,0.45454545454545453,0.36363636363636365,0.75,0.25
1253,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1254,11,0.4,0.0,-0.4,0.3333333333333333,0.0,0.5,0.0,0.2727272727272727,0.36363636363636365,0.5,1.0
1255,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1256,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1257,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1258,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1259,11,0.36363636363636365,0.6,0.23636363636363633,0.3333333333333333,0.6,0.4,0.6,0.6363636363636364,0.36363636363636365,0.6,0.4
1260,11,0.2222222222222222,0.5,0.2777777777777778,0.2,0.5,0.25,0.5,0.6363636363636364,0.36363636363636365,0.75,0.5
1261,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1262,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1263,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1264,11,0.2,0.2857142857142857,0.08571428571428569,0.2,0.5,0.2,0.2,0.7272727272727273,0.45454545454545453,0.8,0.8
1265,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,1.0,1.0
1266,11,0.8421052631578947,0.8421052631578947,0.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
1267,11,0.6000000000000001,0.5714285714285714,-0.028571428571428692,0.75,0.5,0.5,0.6666666666666666,0.36363636363636365,0.5454545454545454,0.5,0.3333333333333333
1268,11,0.6666666666666666,0.2857142857142857,-0.38095238095238093,1.0,0.2,0.5,0.5,0.09090909090909091,0.45454545454545453,0.5,0.5
1269,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1270,11,0.7777777777777779,0.8421052631578947,0.06432748538011679,1.0,1.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2727272727272727
1271,11,1.0,0.0,-1.0,,0.0,,,0.0,0.2727272727272727,0.0,0.0
1272,11,0.0,0.2857142857142857,0.2857142857142857,0.0,0.3333333333333333,0.0,0.25,0.5454545454545454,0.45454545454545453,1.0,0.75
1273,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1274,11,0.7142857142857143,0.823529411764706,0.10924369747899165,1.0,0.875,0.5555555555555556,0.7777777777777778,0.36363636363636365,0.2727272727272727,0.4444444444444444,0.2222222222222222
1275,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1276,11,0.2857142857142857,0.0,-0.2857142857142857,0.3333333333333333,0.0,0.25,0.0,0.45454545454545453,0.6363636363636364,0.75,1.0
1277,11,0.625,0.7777777777777779,0.1527777777777779,1.0,1.0,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.36363636363636365
1278,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1279,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1280,11,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.36363636363636365,0.36363636363636365,0.5,0.5
1281,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1282,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1283,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1284,11,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5,0.0,0.2,0.6363636363636364,0.45454545454545453,1.0,0.8
1285,11,0.5333333333333333,0.5333333333333333,0.0,0.8,0.8,0.4,0.4,0.6363636363636364,0.6363636363636364,0.6,0.6
1286,11,0.7058823529411764,0.625,-0.0808823529411764,1.0,1.0,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.5454545454545454
1287,11,0.0,0.0,0.0,,0.0,0.0,0.0,0.09090909090909091,0.36363636363636365,1.0,1.0
1288,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1289,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.2727272727272727,0.0,0.0
1290,11,0.46153846153846145,0.6153846153846154,0.15384615384615397,0.42857142857142855,0.5714285714285714,0.5,0.6666666666666666,0.6363636363636364,0.45454545454545453,0.5,0.3333333333333333
1291,11,0.7058823529411764,0.625,-0.0808823529411764,1.0,1.0,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.5454545454545454
1292,11,0.4,0.2222222222222222,-0.1777777777777778,0.3333333333333333,0.14285714285714285,0.5,0.5,0.2727272727272727,0.6363636363636364,0.5,0.5
1293,11,0.7058823529411764,0.7058823529411764,0.0,0.8571428571428571,0.8571428571428571,0.6,0.6,0.45454545454545453,0.45454545454545453,0.4,0.4
1294,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1295,11,0.5,0.2857142857142857,-0.2142857142857143,0.5,0.2,0.5,0.5,0.18181818181818182,0.45454545454545453,0.5,0.5
1296,11,0.5,0.3333333333333333,-0.16666666666666669,0.5,0.25,0.5,0.5,0.18181818181818182,0.36363636363636365,0.5,0.5
1297,11,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.25,0.25,0.36363636363636365,0.36363636363636365,0.75,0.75
1298,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1299,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1300,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.36363636363636365,1.0,1.0
1301,11,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,1.0,0.2727272727272727,0.36363636363636365,1.0,0.0
1302,11,0.625,0.7058823529411764,0.0808823529411764,0.8333333333333334,0.8571428571428571,0.5,0.6,0.5454545454545454,0.45454545454545453,0.5,0.4
1303,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1304,11,0.6666666666666666,0.5,-0.16666666666666663,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.36363636363636365,0.3333333333333333,0.3333333333333333
1305,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1306,11,0.0,0.4,0.4,0.0,0.25,0.0,1.0,0.18181818181818182,0.2727272727272727,1.0,0.0
1307,11,0.2857142857142857,0.0,-0.2857142857142857,0.3333333333333333,0.0,0.25,0.0,0.45454545454545453,0.7272727272727273,0.75,1.0
1308,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,1.0,1.0
1309,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1310,11,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.25,0.75,0.2,0.6,0.6363636363636364,0.2727272727272727,0.8,0.4
1311,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1312,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.2727272727272727,0.0,0.0
1313,11,0.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,0.36363636363636365,0.0,0.0
1314,11,0.5,0.5,0.0,0.4,0.4,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.3333333333333333
1315,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,1.0,1.0
1316,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1317,11,0.0,1.0,1.0,0.0,,,,0.18181818181818182,0.0,0.0,0.0
1318,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1319,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1320,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1321,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1322,11,0.7142857142857143,0.2222222222222222,-0.4920634920634921,0.7142857142857143,0.5,0.7142857142857143,0.14285714285714285,0.36363636363636365,0.6363636363636364,0.2857142857142857,0.8571428571428571
1323,11,0.7058823529411764,0.7777777777777779,0.0718954248366015,1.0,1.0,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.36363636363636365
1324,11,0.5714285714285714,0.6666666666666666,0.09523809523809523,0.5714285714285714,0.625,0.5714285714285714,0.7142857142857143,0.5454545454545454,0.45454545454545453,0.42857142857142855,0.2857142857142857
1325,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.09090909090909091,0.0,0.0
1326,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.2727272727272727,0.0,0.0
1327,11,0.0,0.4,0.4,,0.3333333333333333,0.0,0.5,0.18181818181818182,0.2727272727272727,1.0,0.5
1328,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1329,11,0.7777777777777779,0.7777777777777779,0.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
1330,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1331,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.18181818181818182,0.0,0.0
1332,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1333,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1334,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1335,11,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.5,0.45454545454545453,0.09090909090909091,1.0,0.5
1336,11,0.42857142857142855,0.5333333333333333,0.10476190476190478,0.75,0.8,0.3,0.4,0.7272727272727273,0.6363636363636364,0.7,0.6
1337,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1338,11,0.6153846153846154,0.5454545454545455,-0.0699300699300699,0.8,1.0,0.5,0.375,0.45454545454545453,0.45454545454545453,0.5,0.625
1339,11,0.5333333333333333,0.7058823529411764,0.17254901960784308,0.8,0.8571428571428571,0.4,0.6,0.6363636363636364,0.45454545454545453,0.6,0.4
1340,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1341,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1342,11,0.3333333333333333,0.46153846153846156,0.12820512820512825,0.2857142857142857,0.375,0.4,0.6,0.7272727272727273,0.6363636363636364,0.6,0.4
1343,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,1.0,1.0
1344,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1345,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.36363636363636365,0.0,0.0
1346,11,0.36363636363636365,0.6,0.23636363636363633,0.3333333333333333,0.6,0.4,0.6,0.6363636363636364,0.36363636363636365,0.6,0.4
1347,11,0.0,0.4,0.4,0.0,0.25,0.0,1.0,0.36363636363636365,0.2727272727272727,1.0,0.0
1348,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1349,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1350,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1351,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.2727272727272727,0.0,0.0
1352,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,1.0,1.0
1353,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1354,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1355,11,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1.0,0.25,0.5,0.5,0.09090909090909091,0.36363636363636365,0.5,0.5
1356,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.36363636363636365,1.0,1.0
1357,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1358,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1359,11,0.4,0.6666666666666666,0.2666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2727272727272727,0.18181818181818182,0.6666666666666666,0.3333333333333333
1360,11,0.0,1.0,1.0,0.0,,,,0.18181818181818182,0.0,0.0,0.0
1361,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,1.0,1.0
1362,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1363,11,0.0,0.25,0.25,0.0,0.2,0.0,0.3333333333333333,0.5454545454545454,0.5454545454545454,1.0,0.6666666666666666
1364,11,0.8421052631578947,0.8421052631578947,0.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
1365,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.09090909090909091,0.0,0.0
1366,11,0.5,0.0,-0.5,0.3333333333333333,0.0,1.0,0.0,0.18181818181818182,0.2727272727272727,0.0,1.0
1367,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.6363636363636364,1.0,1.0
1368,11,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.5,0.5,0.36363636363636365,0.36363636363636365,0.5,0.5
1369,11,0.4,0.0,-0.4,0.3333333333333333,0.0,0.5,0.0,0.2727272727272727,0.2727272727272727,0.5,1.0
1370,11,0.2857142857142857,0.3333333333333333,0.047619047619047616,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.36363636363636365,0.6666666666666666,0.6666666666666666
1371,11,0.7777777777777779,0.7058823529411764,-0.0718954248366015,1.0,1.0,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.45454545454545453
1372,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1373,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1374,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1375,11,0.7777777777777779,0.7777777777777779,0.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
1376,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1377,11,0.3333333333333333,0.2222222222222222,-0.1111111111111111,1.0,0.25,0.2,0.2,0.36363636363636365,0.6363636363636364,0.8,0.8
1378,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,1.0,1.0
1379,11,0.0,0.0,0.0,0.0,0.0,,,0.2727272727272727,0.2727272727272727,0.0,0.0
1380,11,0.0,0.5,0.5,0.0,0.4,0.0,0.6666666666666666,0.45454545454545453,0.36363636363636365,1.0,0.3333333333333333
1381,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,1.0,1.0
1382,11,0.8421052631578947,0.8421052631578947,0.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
1383,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1384,11,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.5714285714285714,0.4,0.8,0.7272727272727273,0.36363636363636365,0.6,0.2
1385,11,0.7058823529411764,0.7777777777777779,0.0718954248366015,1.0,1.0,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.36363636363636365
1386,11,0.4285714285714286,0.6666666666666666,0.23809523809523803,0.5,0.7142857142857143,0.375,0.625,0.7272727272727273,0.45454545454545453,0.625,0.375
1387,11,0.6666666666666666,0.2857142857142857,-0.38095238095238093,0.6666666666666666,0.25,0.6666666666666666,0.3333333333333333,0.18181818181818182,0.45454545454545453,0.3333333333333333,0.6666666666666666
1388,11,0.625,0.7499999999999999,0.12499999999999989,0.7142857142857143,0.8571428571428571,0.5555555555555556,0.6666666666666666,0.5454545454545454,0.36363636363636365,0.4444444444444444,0.3333333333333333
1389,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1390,11,0.2222222222222222,0.7692307692307692,0.547008547008547,0.25,0.625,0.2,1.0,0.6363636363636364,0.2727272727272727,0.8,0.0
1391,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1392,11,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.36363636363636365,0.18181818181818182,1.0,0.3333333333333333
1393,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1394,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,1.0,1.0
1395,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1396,11,0.7058823529411764,0.7777777777777779,0.0718954248366015,0.8571428571428571,0.875,0.6,0.7,0.45454545454545453,0.36363636363636365,0.4,0.3
1397,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.18181818181818182,0.0,0.0
1398,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1399,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1400,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1401,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1402,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1403,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1404,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1405,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,1.0,1.0
1406,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1407,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.36363636363636365,0.0,0.0
1408,11,0.3333333333333333,0.5454545454545454,0.2121212121212121,0.2857142857142857,0.5,0.4,0.6,0.7272727272727273,0.45454545454545453,0.6,0.4
1409,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.36363636363636365,0.0,0.0
1410,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1411,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1412,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1413,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1414,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.18181818181818182,0.0,0.0
1415,11,0.7777777777777779,0.7058823529411764,-0.0718954248366015,1.0,1.0,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.45454545454545453
1416,11,0.5333333333333333,0.7777777777777779,0.24444444444444458,1.0,1.0,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.6363636363636364,0.36363636363636365
1417,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1418,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.18181818181818182,0.0,0.0
1419,11,0.625,0.625,0.0,0.8333333333333334,0.8333333333333334,0.5,0.5,0.5454545454545454,0.5454545454545454,0.5,0.5
1420,11,0.7142857142857143,0.7692307692307692,0.05494505494505486,0.8333333333333334,1.0,0.625,0.625,0.36363636363636365,0.2727272727272727,0.375,0.375
1421,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.18181818181818182,0.0,0.0
1422,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1423,11,0.7058823529411764,0.8235294117647058,0.11764705882352944,0.8571428571428571,1.0,0.6,0.7,0.45454545454545453,0.2727272727272727,0.4,0.3
1424,11,0.5454545454545454,0.6153846153846154,0.06993006993007,0.75,0.6666666666666666,0.42857142857142855,0.5714285714285714,0.45454545454545453,0.45454545454545453,0.5714285714285714,0.42857142857142855
1425,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1426,11,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2,0.0,0.5,0.5454545454545454,0.45454545454545453,1.0,0.5
1427,11,1.0,0.0,-1.0,,0.0,,,0.0,0.45454545454545453,0.0,0.0
1428,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1429,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1430,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1431,11,1.0,0.0,-1.0,,0.0,,,0.0,0.09090909090909091,0.0,0.0
1432,11,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0
1433,11,0.0,0.0,0.0,0.0,0.0,,,0.2727272727272727,0.2727272727272727,0.0,0.0
1434,11,0.5,0.6000000000000001,0.10000000000000009,1.0,0.75,0.3333333333333333,0.5,0.36363636363636365,0.36363636363636365,0.6666666666666666,0.5
1435,11,0.0,0.2857142857142857,0.2857142857142857,0.0,0.25,0.0,0.3333333333333333,0.36363636363636365,0.45454545454545453,1.0,0.6666666666666666
1436,11,0.25,0.6000000000000001,0.3500000000000001,0.5,0.75,0.16666666666666666,0.5,0.5454545454545454,0.36363636363636365,0.8333333333333334,0.5
1437,11,0.5714285714285714,0.6666666666666666,0.09523809523809523,1.0,0.75,0.4,0.6,0.2727272727272727,0.2727272727272727,0.6,0.4
1438,11,0.2857142857142857,0.4444444444444444,0.15873015873015872,0.3333333333333333,0.4,0.25,0.5,0.45454545454545453,0.45454545454545453,0.75,0.5
1439,11,0.7777777777777779,0.8235294117647058,0.04575163398692794,0.875,1.0,0.7,0.7,0.36363636363636365,0.2727272727272727,0.3,0.3
1440,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.09090909090909091,0.0,0.0
1441,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1442,11,0.7777777777777779,0.7058823529411764,-0.0718954248366015,1.0,1.0,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.45454545454545453
1443,11,0.7058823529411764,0.8421052631578947,0.13622291021671828,0.8571428571428571,0.8888888888888888,0.6,0.8,0.45454545454545453,0.2727272727272727,0.4,0.2
1444,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1445,11,1.0,0.0,-1.0,,0.0,,,0.0,0.18181818181818182,0.0,0.0
1446,11,0.3333333333333333,0.5714285714285714,0.23809523809523808,0.25,0.4,0.5,1.0,0.36363636363636365,0.2727272727272727,0.5,0.0
1447,11,0.7058823529411764,0.8888888888888888,0.18300653594771243,0.8571428571428571,1.0,0.6,0.8,0.45454545454545453,0.18181818181818182,0.4,0.2
1448,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1449,11,0.7777777777777779,0.625,-0.1527777777777779,1.0,1.0,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.5454545454545454
1450,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1451,11,0.625,0.7777777777777779,0.1527777777777779,1.0,1.0,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.36363636363636365
1452,11,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.6363636363636364,0.36363636363636365,1.0,0.5
1453,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,1.0,1.0
1454,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1455,11,0.46153846153846145,0.6153846153846154,0.15384615384615397,0.42857142857142855,0.5714285714285714,0.5,0.6666666666666666,0.6363636363636364,0.45454545454545453,0.5,0.3333333333333333
1456,11,0.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,0.09090909090909091,0.0,0.0
1457,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1458,11,0.25,0.5,0.25,0.3333333333333333,0.6666666666666666,0.2,0.4,0.5454545454545454,0.36363636363636365,0.8,0.6
1459,11,0.7777777777777779,0.8421052631578947,0.06432748538011679,1.0,1.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2727272727272727
1460,11,0.7777777777777779,0.7777777777777779,0.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
1461,11,0.0,1.0,1.0,0.0,,,,0.09090909090909091,0.0,0.0,0.0
1462,11,0.0,0.0,0.0,0.0,0.0,,,0.18181818181818182,0.2727272727272727,0.0,0.0
1463,11,0.5333333333333333,0.5333333333333333,0.0,0.8,0.8,0.4,0.4,0.6363636363636364,0.6363636363636364,0.6,0.6
1464,11,0.36363636363636365,0.3333333333333333,-0.03030303030303033,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.6666666666666666
1465,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,1.0,1.0
