test_month,model,precision,recall,f1,n,tp,fp,fn,tn,pct_err_all,pct_err_class1
2021-02,pooled,0.41867785939139557,0.33002481389578164,0.36910268270120256,5425,399,554,810,3662,0.25142857142857145,0.6699751861042184
2021-02,partitioned,0.43733509234828494,0.5483870967741935,0.4866055045871559,5425,663,853,546,3363,0.2578801843317972,0.45161290322580644
2021-06,pooled,0.44651162790697674,0.39263803680981596,0.41784548422198037,4385,384,476,594,2931,0.24401368301026224,0.6073619631901841
2021-06,partitioned,0.4010152284263959,0.6462167689161554,0.4949099451840251,4385,632,944,346,2463,0.29418472063854045,0.3537832310838446
2021-10,pooled,0.4202037351443124,0.4520547945205479,0.4355477342718873,4974,495,683,600,3196,0.25794129473260957,0.547945205479452
2021-10,partitioned,0.45574250182882226,0.5689497716894977,0.5060926076360682,4974,623,744,472,3135,0.2444712505026136,0.43105022831050227
2022-02,pooled,0.4919043947571318,0.43020903573836816,0.4589928057553957,4974,638,659,845,2832,0.30237233614796943,0.5697909642616318
2022-02,partitioned,0.5364511691884457,0.5259608900876601,0.5311542390194076,4974,780,674,703,2817,0.27683956574185764,0.47403910991233983
2022-06,pooled,0.6544554455445545,0.40676923076923077,0.501707779886148,4864,661,349,964,2890,0.2699424342105263,0.5932307692307692
2022-06,partitioned,0.6238881829733164,0.6043076923076923,0.6139418568302595,4864,982,592,643,2647,0.25390625,0.3956923076923077
2022-10,pooled,0.5467730239303843,0.468032278088144,0.5043478260869565,5012,754,625,857,2776,0.2956903431763767,0.531967721911856
2022-10,partitioned,0.6230661040787623,0.5499689633767846,0.5842400263765248,5012,886,536,725,2865,0.25159616919393457,0.4500310366232154
2023-02,pooled,0.6171328671328671,0.5559055118110237,0.5849212924606463,4860,706,438,564,3152,0.20617283950617285,0.4440944881889764
2023-02,partitioned,0.6113636363636363,0.6354330708661418,0.6231660231660232,4860,807,513,463,3077,0.2008230452674897,0.36456692913385824
2023-06,pooled,0.7026286966046003,0.6576114812916453,0.6793751654752449,5555,1283,543,668,3061,0.218001800180018,0.3423885187083547
2023-06,partitioned,0.646594274432379,0.6714505381855459,0.6587880311792808,5555,1310,716,641,2888,0.2442844284428443,0.3285494618144541
2023-10,pooled,0.5954314720812183,0.6973840665873959,0.6423877327491785,5410,1173,797,509,2931,0.24140480591497226,0.30261593341260407
2023-10,partitioned,0.5884092253104671,0.5915576694411415,0.5899792469611621,5410,995,696,687,3032,0.255637707948244,0.4084423305588585
2024-02,pooled,0.5716234652114598,0.6499482936918304,0.6082748608758771,5697,1257,942,677,2821,0.2841846585922415,0.3500517063081696
2024-02,partitioned,0.6225619399051133,0.610651499482937,0.6165492038632211,5697,1181,716,753,3047,0.2578550114095138,0.3893485005170631
2024-06,pooled,0.6270207852193995,0.554364471669219,0.5884584123543755,5697,1086,646,873,3092,0.266631560470423,0.445635528330781
2024-06,partitioned,0.5844642021525503,0.6375701888718734,0.60986328125,5697,1249,888,710,2850,0.28049850798665965,0.3624298111281266
2024-10,pooled,0.449642267473858,0.5916002896451846,0.5109443402126329,5336,817,1000,564,2955,0.29310344827586204,0.40839971035481537
2024-10,partitioned,0.3994053518334985,0.5836350470673425,0.4742571344513091,5336,806,1212,575,2743,0.3348950524737631,0.4163649529326575
