period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,country,Afghanistan,Afghanistan,partitioned_rf,371,140,1,219,0.5902964959568733,305,194,111,25,41,0.7404580152671756,0.6360655737704918,0.8858447488584474,,,
main,1,E_all,country,Afghanistan,Afghanistan,pooled_rf,371,140,1,219,0.5902964959568733,306,196,110,23,42,0.7466666666666667,0.6405228758169934,0.8949771689497716,,,
main,1,E_all,country,Afghanistan,Afghanistan,xgb,371,140,1,219,0.5902964959568733,276,186,90,33,62,0.7515151515151515,0.6739130434782609,0.8493150684931506,,,
main,1,E_all,country,Angola,Angola,partitioned_rf,14,14,1,9,0.6428571428571429,13,8,5,1,0,0.7272727272727273,0.6153846153846154,0.8888888888888888,,,
main,1,E_all,country,Angola,Angola,pooled_rf,14,14,1,9,0.6428571428571429,13,8,5,1,0,0.7272727272727273,0.6153846153846154,0.8888888888888888,,,
main,1,E_all,country,Angola,Angola,xgb,14,14,1,9,0.6428571428571429,14,9,5,0,0,0.782608695652174,0.6428571428571429,1.0,,,
main,1,E_all,country,Bangladesh,Bangladesh,partitioned_rf,94,44,1,50,0.5319148936170213,65,42,23,8,21,0.7304347826086957,0.6461538461538462,0.84,,,
main,1,E_all,country,Bangladesh,Bangladesh,pooled_rf,94,44,1,50,0.5319148936170213,65,42,23,8,21,0.7304347826086957,0.6461538461538462,0.84,,,
main,1,E_all,country,Bangladesh,Bangladesh,xgb,94,44,1,50,0.5319148936170213,60,35,25,15,19,0.6363636363636364,0.5833333333333334,0.7,,,
main,1,E_all,country,Burundi,Burundi,partitioned_rf,65,27,1,3,0.046153846153846156,3,2,1,1,61,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
main,1,E_all,country,Burundi,Burundi,pooled_rf,65,27,1,3,0.046153846153846156,0,0,0,3,62,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Burundi,Burundi,xgb,65,27,1,3,0.046153846153846156,1,1,0,2,62,0.5,1.0,0.3333333333333333,,,
main,1,E_all,country,Central African Republic,Central African Republic,partitioned_rf,765,226,1,517,0.6758169934640523,643,482,161,35,87,0.8310344827586207,0.749611197511664,0.9323017408123792,,,
main,1,E_all,country,Central African Republic,Central African Republic,pooled_rf,765,226,1,517,0.6758169934640523,639,495,144,22,104,0.856401384083045,0.7746478873239436,0.9574468085106383,,,
main,1,E_all,country,Central African Republic,Central African Republic,xgb,765,226,1,517,0.6758169934640523,649,511,138,6,110,0.8765008576329331,0.7873651771956857,0.988394584139265,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",partitioned_rf,953,406,1,416,0.43651626442812175,507,304,203,112,334,0.6587215601300108,0.5996055226824457,0.7307692307692307,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",pooled_rf,953,406,1,416,0.43651626442812175,485,293,192,123,345,0.6503884572697003,0.6041237113402061,0.7043269230769231,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",xgb,953,406,1,416,0.43651626442812175,515,308,207,108,330,0.6616541353383458,0.5980582524271845,0.7403846153846154,,,
main,1,E_all,country,Djibouti,Djibouti,partitioned_rf,87,16,1,42,0.4827586206896552,47,24,23,18,22,0.5393258426966292,0.5106382978723404,0.5714285714285714,,,
main,1,E_all,country,Djibouti,Djibouti,pooled_rf,87,16,1,42,0.4827586206896552,54,29,25,13,20,0.6041666666666666,0.5370370370370371,0.6904761904761905,,,
main,1,E_all,country,Djibouti,Djibouti,xgb,87,16,1,42,0.4827586206896552,49,23,26,19,19,0.5054945054945055,0.46938775510204084,0.5476190476190477,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,partitioned_rf,87,32,1,26,0.2988505747126437,31,6,25,20,36,0.21052631578947367,0.1935483870967742,0.23076923076923078,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,pooled_rf,87,32,1,26,0.2988505747126437,26,1,25,25,36,0.038461538461538464,0.038461538461538464,0.038461538461538464,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,xgb,87,32,1,26,0.2988505747126437,28,1,27,25,34,0.037037037037037035,0.03571428571428571,0.038461538461538464,,,
main,1,E_all,country,Ecuador,Ecuador,partitioned_rf,24,24,1,2,0.08333333333333333,6,1,5,1,17,0.25,0.16666666666666666,0.5,,,
main,1,E_all,country,Ecuador,Ecuador,pooled_rf,24,24,1,2,0.08333333333333333,6,1,5,1,17,0.25,0.16666666666666666,0.5,,,
main,1,E_all,country,Ecuador,Ecuador,xgb,24,24,1,2,0.08333333333333333,16,1,15,1,7,0.1111111111111111,0.0625,0.5,,,
main,1,E_all,country,El Salvador,El Salvador,partitioned_rf,58,19,1,12,0.20689655172413793,10,1,9,11,37,0.09090909090909091,0.1,0.08333333333333333,,,
main,1,E_all,country,El Salvador,El Salvador,pooled_rf,58,19,1,12,0.20689655172413793,20,3,17,9,29,0.1875,0.15,0.25,,,
main,1,E_all,country,El Salvador,El Salvador,xgb,58,19,1,12,0.20689655172413793,16,2,14,10,32,0.14285714285714285,0.125,0.16666666666666666,,,
main,1,E_all,country,Eswatini,Eswatini,partitioned_rf,43,21,1,17,0.3953488372093023,17,12,5,5,21,0.7058823529411765,0.7058823529411765,0.7058823529411765,,,
main,1,E_all,country,Eswatini,Eswatini,pooled_rf,43,21,1,17,0.3953488372093023,22,12,10,5,16,0.6153846153846154,0.5454545454545454,0.7058823529411765,,,
main,1,E_all,country,Eswatini,Eswatini,xgb,43,21,1,17,0.3953488372093023,21,12,9,5,17,0.631578947368421,0.5714285714285714,0.7058823529411765,,,
main,1,E_all,country,Ethiopia,Ethiopia,partitioned_rf,76,38,1,46,0.6052631578947368,65,39,26,7,4,0.7027027027027027,0.6,0.8478260869565217,,,
main,1,E_all,country,Ethiopia,Ethiopia,pooled_rf,76,38,1,46,0.6052631578947368,65,39,26,7,4,0.7027027027027027,0.6,0.8478260869565217,,,
main,1,E_all,country,Ethiopia,Ethiopia,xgb,76,38,1,46,0.6052631578947368,66,43,23,3,7,0.7678571428571429,0.6515151515151515,0.9347826086956522,,,
main,1,E_all,country,Guatemala,Guatemala,partitioned_rf,284,100,1,41,0.1443661971830986,88,29,59,12,184,0.4496124031007752,0.32954545454545453,0.7073170731707317,,,
main,1,E_all,country,Guatemala,Guatemala,pooled_rf,284,100,1,41,0.1443661971830986,77,22,55,19,188,0.3728813559322034,0.2857142857142857,0.5365853658536586,,,
main,1,E_all,country,Guatemala,Guatemala,xgb,284,100,1,41,0.1443661971830986,49,20,29,21,214,0.4444444444444444,0.40816326530612246,0.4878048780487805,,,
main,1,E_all,country,Haiti,Haiti,partitioned_rf,302,127,1,194,0.6423841059602649,297,189,108,5,0,0.769857433808554,0.6363636363636364,0.9742268041237113,,,
main,1,E_all,country,Haiti,Haiti,pooled_rf,302,127,1,194,0.6423841059602649,295,187,108,7,0,0.7648261758691206,0.6338983050847458,0.9639175257731959,,,
main,1,E_all,country,Haiti,Haiti,xgb,302,127,1,194,0.6423841059602649,294,186,108,8,0,0.7622950819672131,0.6326530612244898,0.9587628865979382,,,
main,1,E_all,country,Honduras,Honduras,partitioned_rf,157,63,1,37,0.2356687898089172,62,20,42,17,78,0.40404040404040403,0.3225806451612903,0.5405405405405406,,,
main,1,E_all,country,Honduras,Honduras,pooled_rf,157,63,1,37,0.2356687898089172,85,17,68,20,52,0.2786885245901639,0.2,0.4594594594594595,,,
main,1,E_all,country,Honduras,Honduras,xgb,157,63,1,37,0.2356687898089172,56,14,42,23,78,0.3010752688172043,0.25,0.3783783783783784,,,
main,1,E_all,country,Kenya,Kenya,partitioned_rf,292,77,1,62,0.21232876712328766,100,52,48,10,182,0.6419753086419753,0.52,0.8387096774193549,,,
main,1,E_all,country,Kenya,Kenya,pooled_rf,292,77,1,62,0.21232876712328766,87,49,38,13,192,0.6577181208053692,0.5632183908045977,0.7903225806451613,,,
main,1,E_all,country,Kenya,Kenya,xgb,292,77,1,62,0.21232876712328766,107,52,55,10,175,0.6153846153846154,0.48598130841121495,0.8387096774193549,,,
