period,horizon_months,cohort,reference_arm,baseline_arm,n_observations,f1_reference,f1_baseline,delta_f1,delta_f1_reason,precision_reference,precision_baseline,delta_precision,delta_precision_reason,recall_reference,recall_baseline,delta_recall,delta_recall_reason
main,1,E_all,partitioned_rf,pooled_rf,11520,0.6897224306076519,0.6935956152864329,-0.00387318467878095,,0.6148187775845928,0.6186713099383874,-0.003852532353794569,,0.7854091918674184,0.7891679480608235,-0.003758756193405044,
main,1,E_all,partitioned_rf,xgb,11520,0.6897224306076519,0.6960158150851582,-0.00629338447750627,,0.6148187775845928,0.6270722016714618,-0.012253424086869025,,0.7854091918674184,0.7819921407825047,0.003417051084913747,
main,1,E_persist,partitioned_rf,pooled_rf,10201,0.6798985748010842,0.6834934497816594,-0.0035948749805752023,,0.6046656298600311,0.6073257799161881,-0.0026601500561569402,,0.7765128819652487,0.7815058917515478,-0.00499300978629913,
main,1,E_persist,partitioned_rf,xgb,10201,0.6798985748010842,0.6864534420129352,-0.0065548672118510565,,0.6046656298600311,0.6168789808917198,-0.012213351031688635,,0.7765128819652487,0.7737167964849211,0.0027960854803276147,
main,1,E_persist,partitioned_rf,persistence,10201,0.6798985748010842,0.6965212377474534,-0.01662266294636927,,0.6046656298600311,0.6712354139655492,-0.06656978410551806,,0.7765128819652487,0.7237866986219293,0.052726183343319355,
main,3,E_all,partitioned_rf,pooled_rf,11117,0.6352788375679844,0.6610793451868098,-0.025800507618825352,,0.5817722271781148,0.5882352941176471,-0.006463066939532247,,0.6996245306633292,0.7545145717861613,-0.054890041122832134,
main,3,E_all,partitioned_rf,xgb,11117,0.6352788375679844,0.6983328090594526,-0.06305397149146819,,0.5817722271781148,0.6233328653657166,-0.041560638187601806,,0.6996245306633292,0.7938494546754872,-0.09422492401215798,
main,3,E_persist,partitioned_rf,pooled_rf,10106,0.6231817765986644,0.6505324298160697,-0.027350653217405374,,0.569374791039786,0.5762394761459307,-0.006864685106144686,,0.6882198423924025,0.7468175388967468,-0.05859769650434432,
main,3,E_persist,partitioned_rf,xgb,10106,0.6231817765986644,0.6919129357635817,-0.06873115916491734,,0.569374791039786,0.6154572642845899,-0.04608247324480386,,0.6882198423924025,0.7900585976965043,-0.1018387553041018,
main,3,E_persist,partitioned_rf,persistence,10106,0.6231817765986644,0.6912006181783058,-0.06801884157964144,,0.569374791039786,0.6621021465581051,-0.09272735551831901,,0.6882198423924025,0.7229743382501516,-0.034754495857749035,
main,6,E_all,partitioned_rf,pooled_rf,10611,0.6765982804120201,0.6810820124052378,-0.004483731993217721,,0.6098833640270105,0.619883957973969,-0.010000593946958514,,0.7597017778627414,0.7556872490919518,0.0040145287707895605,
main,6,E_all,partitioned_rf,xgb,10611,0.6765982804120201,0.6803139412573833,-0.0037156608453632334,,0.6098833640270105,0.5897867564534232,0.020096607573587333,,0.7597017778627414,0.8036704263047219,-0.04396864844198045,
main,6,E_persist,partitioned_rf,pooled_rf,9160,0.6756564939673527,0.6819490131578947,-0.0062925191905419675,,0.6140803538518246,0.626913626913627,-0.012833273061802375,,0.7509578544061303,0.7475771917962587,0.0033806626098715764,
main,6,E_persist,partitioned_rf,xgb,9160,0.6756564939673527,0.6806714628297362,-0.0050149688623835065,,0.6140803538518246,0.5925183700734803,0.021561983778344285,,0.7509578544061303,0.7996393959882804,-0.0486815415821501,
main,6,E_persist,partitioned_rf,persistence,9160,0.6756564939673527,0.6831258050665522,-0.0074693110991994605,,0.6140803538518246,0.6521828243492519,-0.03810247049742732,,0.7509578544061303,0.717151228307415,0.03380662609871532,
main,12,E_all,partitioned_rf,pooled_rf,9477,0.6640413056795309,0.6642863363232605,-0.0002450306437296046,,0.5577771243751838,0.5561388159813356,0.0016383083938481535,,0.8203243243243243,0.8246486486486486,-0.00432432432432428,
main,12,E_all,partitioned_rf,xgb,9477,0.6640413056795309,0.6729967166563138,-0.008955410976782874,,0.5577771243751838,0.5707405177603853,-0.012963393385201472,,0.8203243243243243,0.8198918918918919,0.0004324324324324058,
main,12,E_persist,partitioned_rf,pooled_rf,7796,0.6726514908624559,0.6731935724167287,-0.0005420815542728219,,0.5650924762075776,0.563915136387948,0.0011773398196296414,,0.8307814149947201,0.8350052798310454,-0.004223864836325308,
main,12,E_persist,partitioned_rf,xgb,7796,0.6726514908624559,0.6812113318137415,-0.008559840951285591,,0.5650924762075776,0.5784331797235023,-0.013340703515924646,,0.8307814149947201,0.8284054910242872,0.0023759239704329582,
main,12,E_persist,partitioned_rf,persistence,7796,0.6726514908624559,0.6881380651434127,-0.015486574280956789,,0.5650924762075776,0.6376126126126126,-0.07252013640503496,,0.8307814149947201,0.7473600844772967,0.0834213305174234,
