period,horizon_months,cohort,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,partitioned_rf,5802,1304,19,939,0.16184074457083764,586,413,173,526,4690,0.5416393442622951,0.7047781569965871,0.4398296059637913,,,
main,1,E_all,pooled_rf,5802,1304,19,939,0.16184074457083764,854,476,378,463,4485,0.5309537088678193,0.5573770491803278,0.5069222577209798,,,
main,1,E_all,xgb,5802,1304,19,939,0.16184074457083764,957,502,455,437,4408,0.5295358649789029,0.5245559038662487,0.5346112886048988,,,
main,1,E_persist,partitioned_rf,5801,1304,19,938,0.16169625926564385,586,413,173,525,4690,0.541994750656168,0.7047781569965871,0.44029850746268656,,,
main,1,E_persist,pooled_rf,5801,1304,19,938,0.16169625926564385,854,476,378,462,4485,0.53125,0.5573770491803278,0.5074626865671642,,,
main,1,E_persist,xgb,5801,1304,19,938,0.16169625926564385,957,502,455,436,4408,0.5298153034300792,0.5245559038662487,0.535181236673774,,,
main,1,E_persist,persistence,5801,1304,19,938,0.16169625926564385,925,556,369,382,4494,0.596886741814278,0.601081081081081,0.5927505330490405,,,
main,3,E_all,partitioned_rf,5802,1304,19,939,0.16184074457083764,652,429,223,510,4640,0.5392834695160277,0.6579754601226994,0.45686900958466453,,,
main,3,E_all,pooled_rf,5802,1304,19,939,0.16184074457083764,826,455,371,484,4492,0.5155807365439093,0.5508474576271186,0.4845580404685836,,,
main,3,E_all,xgb,5802,1304,19,939,0.16184074457083764,893,536,357,403,4506,0.5851528384279476,0.6002239641657335,0.5708200212992546,,,
main,3,E_persist,partitioned_rf,5801,1304,19,938,0.16169625926564385,652,429,223,509,4640,0.539622641509434,0.6579754601226994,0.4573560767590618,,,
main,3,E_persist,pooled_rf,5801,1304,19,938,0.16169625926564385,826,455,371,483,4492,0.5158730158730159,0.5508474576271186,0.48507462686567165,,,
main,3,E_persist,xgb,5801,1304,19,938,0.16169625926564385,893,536,357,402,4506,0.5854724194429274,0.6002239641657335,0.5714285714285714,,,
main,3,E_persist,persistence,5801,1304,19,938,0.16169625926564385,925,556,369,382,4494,0.596886741814278,0.601081081081081,0.5927505330490405,,,
main,6,E_all,partitioned_rf,5802,1304,19,939,0.16184074457083764,548,408,140,531,4723,0.5487558843308675,0.7445255474452555,0.43450479233226835,,,
main,6,E_all,pooled_rf,5802,1304,19,939,0.16184074457083764,651,462,189,477,4674,0.5811320754716981,0.7096774193548387,0.49201277955271566,,,
main,6,E_all,xgb,5802,1304,19,939,0.16184074457083764,764,521,243,418,4620,0.6118614210217264,0.6819371727748691,0.5548455804046858,,,
main,6,E_persist,partitioned_rf,5800,1303,19,937,0.16155172413793104,548,408,140,529,4723,0.5494949494949495,0.7445255474452555,0.43543223052294555,,,
main,6,E_persist,pooled_rf,5800,1303,19,937,0.16155172413793104,651,462,189,475,4674,0.5818639798488665,0.7096774193548387,0.49306296691568835,,,
main,6,E_persist,xgb,5800,1303,19,937,0.16155172413793104,764,521,243,416,4620,0.612580834803057,0.6819371727748691,0.5560298826040555,,,
main,6,E_persist,persistence,5800,1303,19,937,0.16155172413793104,913,569,344,368,4519,0.6151351351351352,0.6232201533406353,0.6072572038420491,,,
main,12,E_all,partitioned_rf,4610,1304,19,794,0.172234273318872,464,331,133,463,3683,0.5262321144674086,0.7133620689655172,0.4168765743073048,,,
main,12,E_all,pooled_rf,4610,1304,19,794,0.172234273318872,506,360,146,434,3670,0.5538461538461539,0.7114624505928854,0.4534005037783375,,,
main,12,E_all,xgb,4610,1304,19,794,0.172234273318872,562,388,174,406,3642,0.5722713864306784,0.6903914590747331,0.48866498740554154,,,
main,12,E_persist,partitioned_rf,4608,1303,19,792,0.171875,464,331,133,461,3683,0.5270700636942676,0.7133620689655172,0.41792929292929293,,,
main,12,E_persist,pooled_rf,4608,1303,19,792,0.171875,506,360,146,432,3670,0.5546995377503852,0.7114624505928854,0.45454545454545453,,,
main,12,E_persist,xgb,4608,1303,19,792,0.171875,562,388,174,404,3642,0.5731166912850812,0.6903914590747331,0.4898989898989899,,,
main,12,E_persist,persistence,4608,1303,19,792,0.171875,709,457,252,335,3564,0.608927381745503,0.6445698166431594,0.577020202020202,,,
