period,horizon_months,cohort,dimension,target_month,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,112,93,19,52,1028,0.7237354085603113,0.8303571428571429,0.6413793103448275,,,
main,1,E_all,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,112,94,18,51,1029,0.7315175097276264,0.8392857142857143,0.6482758620689655,,,
main,1,E_all,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,127,102,25,43,1022,0.75,0.8031496062992126,0.7034482758620689,,,
main,1,E_all,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,116,97,19,104,868,0.61198738170347,0.8362068965517241,0.48258706467661694,,,
main,1,E_all,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,120,97,23,104,864,0.6043613707165109,0.8083333333333333,0.48258706467661694,,,
main,1,E_all,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,142,110,32,91,855,0.641399416909621,0.7746478873239436,0.5472636815920398,,,
main,1,E_all,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,91,70,21,90,881,0.5577689243027888,0.7692307692307693,0.4375,,,
main,1,E_all,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,127,88,39,72,863,0.6132404181184669,0.6929133858267716,0.55,,,
main,1,E_all,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,153,97,56,63,846,0.6198083067092651,0.6339869281045751,0.60625,,,
main,1,E_all,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,99,42,57,109,933,0.336,0.42424242424242425,0.2781456953642384,,,
main,1,E_all,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,120,52,68,99,922,0.3837638376383764,0.43333333333333335,0.3443708609271523,,,
main,1,E_all,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,122,49,73,102,917,0.358974358974359,0.4016393442622951,0.32450331125827814,,,
main,1,E_all,target_month,2025-04,partitioned_rf,97,97,3,90,0.9278350515463918,6,6,0,84,7,0.125,1.0,0.06666666666666667,,,
main,1,E_all,target_month,2025-04,pooled_rf,97,97,3,90,0.9278350515463918,4,4,0,86,7,0.0851063829787234,1.0,0.044444444444444446,,,
main,1,E_all,target_month,2025-04,xgb,97,97,3,90,0.9278350515463918,14,14,0,76,7,0.2692307692307692,1.0,0.15555555555555556,,,
main,1,E_all,target_month,2025-09,partitioned_rf,1222,1222,18,192,0.15711947626841244,162,105,57,87,973,0.5932203389830508,0.6481481481481481,0.546875,,,
main,1,E_all,target_month,2025-09,pooled_rf,1222,1222,18,192,0.15711947626841244,371,141,230,51,800,0.5008880994671403,0.38005390835579517,0.734375,,,
main,1,E_all,target_month,2025-09,xgb,1222,1222,18,192,0.15711947626841244,399,130,269,62,761,0.43993231810490696,0.3258145363408521,0.6770833333333334,,,
main,1,E_persist,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,112,93,19,52,1028,0.7237354085603113,0.8303571428571429,0.6413793103448275,,,
main,1,E_persist,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,112,94,18,51,1029,0.7315175097276264,0.8392857142857143,0.6482758620689655,,,
main,1,E_persist,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,127,102,25,43,1022,0.75,0.8031496062992126,0.7034482758620689,,,
main,1,E_persist,target_month,2023-09,persistence,1192,1192,18,145,0.12164429530201343,159,118,41,27,1006,0.7763157894736842,0.7421383647798742,0.8137931034482758,,,
main,1,E_persist,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,116,97,19,104,868,0.61198738170347,0.8362068965517241,0.48258706467661694,,,
main,1,E_persist,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,120,97,23,104,864,0.6043613707165109,0.8083333333333333,0.48258706467661694,,,
main,1,E_persist,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,142,110,32,91,855,0.641399416909621,0.7746478873239436,0.5472636815920398,,,
main,1,E_persist,target_month,2024-01,persistence,1088,1088,16,201,0.18474264705882354,145,118,27,83,860,0.6820809248554913,0.8137931034482758,0.5870646766169154,,,
main,1,E_persist,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,91,70,21,90,881,0.5577689243027888,0.7692307692307693,0.4375,,,
main,1,E_persist,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,127,88,39,72,863,0.6132404181184669,0.6929133858267716,0.55,,,
main,1,E_persist,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,153,97,56,63,846,0.6198083067092651,0.6339869281045751,0.60625,,,
main,1,E_persist,target_month,2024-09,persistence,1062,1062,16,160,0.15065913370998116,180,107,73,53,829,0.6294117647058823,0.5944444444444444,0.66875,,,
main,1,E_persist,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,99,42,57,109,933,0.336,0.42424242424242425,0.2781456953642384,,,
main,1,E_persist,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,120,52,68,99,922,0.3837638376383764,0.43333333333333335,0.3443708609271523,,,
main,1,E_persist,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,122,49,73,102,917,0.358974358974359,0.4016393442622951,0.32450331125827814,,,
main,1,E_persist,target_month,2025-01,persistence,1141,1141,18,151,0.13234005258545137,164,60,104,91,886,0.38095238095238093,0.36585365853658536,0.3973509933774834,,,
main,1,E_persist,target_month,2025-04,partitioned_rf,96,96,3,89,0.9270833333333334,6,6,0,83,7,0.12631578947368421,1.0,0.06741573033707865,,,
main,1,E_persist,target_month,2025-04,pooled_rf,96,96,3,89,0.9270833333333334,4,4,0,85,7,0.08602150537634409,1.0,0.0449438202247191,,,
main,1,E_persist,target_month,2025-04,xgb,96,96,3,89,0.9270833333333334,14,14,0,75,7,0.27184466019417475,1.0,0.15730337078651685,,,
main,1,E_persist,target_month,2025-04,persistence,96,96,3,89,0.9270833333333334,29,29,0,60,7,0.4915254237288136,1.0,0.3258426966292135,,,
main,1,E_persist,target_month,2025-09,partitioned_rf,1222,1222,18,192,0.15711947626841244,162,105,57,87,973,0.5932203389830508,0.6481481481481481,0.546875,,,
main,1,E_persist,target_month,2025-09,pooled_rf,1222,1222,18,192,0.15711947626841244,371,141,230,51,800,0.5008880994671403,0.38005390835579517,0.734375,,,
main,1,E_persist,target_month,2025-09,xgb,1222,1222,18,192,0.15711947626841244,399,130,269,62,761,0.43993231810490696,0.3258145363408521,0.6770833333333334,,,
main,1,E_persist,target_month,2025-09,persistence,1222,1222,18,192,0.15711947626841244,248,124,124,68,906,0.5636363636363636,0.5,0.6458333333333334,,,
main,3,E_all,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,110,92,18,53,1029,0.7215686274509804,0.8363636363636363,0.6344827586206897,,,
main,3,E_all,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,111,94,17,51,1030,0.734375,0.8468468468468469,0.6482758620689655,,,
main,3,E_all,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,112,91,21,54,1026,0.708171206225681,0.8125,0.6275862068965518,,,
main,3,E_all,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,119,100,19,101,868,0.625,0.8403361344537815,0.4975124378109453,,,
main,3,E_all,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,121,101,20,100,867,0.6273291925465838,0.8347107438016529,0.5024875621890548,,,
main,3,E_all,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,152,121,31,80,856,0.6855524079320113,0.7960526315789473,0.6019900497512438,,,
main,3,E_all,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,108,77,31,83,871,0.5746268656716418,0.7129629629629629,0.48125,,,
main,3,E_all,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,125,79,46,81,856,0.5543859649122806,0.632,0.49375,,,
main,3,E_all,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,150,98,52,62,850,0.632258064516129,0.6533333333333333,0.6125,,,
main,3,E_all,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,130,55,75,96,915,0.3914590747330961,0.4230769230769231,0.36423841059602646,,,
main,3,E_all,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,146,61,85,90,905,0.4107744107744108,0.4178082191780822,0.40397350993377484,,,
main,3,E_all,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,166,67,99,84,891,0.4227129337539432,0.4036144578313253,0.44370860927152317,,,
main,3,E_all,target_month,2025-04,partitioned_rf,97,97,3,90,0.9278350515463918,6,6,0,84,7,0.125,1.0,0.06666666666666667,,,
main,3,E_all,target_month,2025-04,pooled_rf,97,97,3,90,0.9278350515463918,20,20,0,70,7,0.36363636363636365,1.0,0.2222222222222222,,,
main,3,E_all,target_month,2025-04,xgb,97,97,3,90,0.9278350515463918,40,40,0,50,7,0.6153846153846154,1.0,0.4444444444444444,,,
main,3,E_all,target_month,2025-09,partitioned_rf,1222,1222,18,192,0.15711947626841244,179,99,80,93,950,0.5336927223719676,0.553072625698324,0.515625,,,
main,3,E_all,target_month,2025-09,pooled_rf,1222,1222,18,192,0.15711947626841244,303,100,203,92,827,0.40404040404040403,0.33003300330033003,0.5208333333333334,,,
main,3,E_all,target_month,2025-09,xgb,1222,1222,18,192,0.15711947626841244,273,119,154,73,876,0.5118279569892473,0.4358974358974359,0.6197916666666666,,,
main,3,E_persist,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,110,92,18,53,1029,0.7215686274509804,0.8363636363636363,0.6344827586206897,,,
main,3,E_persist,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,111,94,17,51,1030,0.734375,0.8468468468468469,0.6482758620689655,,,
main,3,E_persist,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,112,91,21,54,1026,0.708171206225681,0.8125,0.6275862068965518,,,
main,3,E_persist,target_month,2023-09,persistence,1192,1192,18,145,0.12164429530201343,159,118,41,27,1006,0.7763157894736842,0.7421383647798742,0.8137931034482758,,,
main,3,E_persist,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,119,100,19,101,868,0.625,0.8403361344537815,0.4975124378109453,,,
main,3,E_persist,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,121,101,20,100,867,0.6273291925465838,0.8347107438016529,0.5024875621890548,,,
main,3,E_persist,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,152,121,31,80,856,0.6855524079320113,0.7960526315789473,0.6019900497512438,,,
main,3,E_persist,target_month,2024-01,persistence,1088,1088,16,201,0.18474264705882354,145,118,27,83,860,0.6820809248554913,0.8137931034482758,0.5870646766169154,,,
main,3,E_persist,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,108,77,31,83,871,0.5746268656716418,0.7129629629629629,0.48125,,,
main,3,E_persist,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,125,79,46,81,856,0.5543859649122806,0.632,0.49375,,,
main,3,E_persist,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,150,98,52,62,850,0.632258064516129,0.6533333333333333,0.6125,,,
main,3,E_persist,target_month,2024-09,persistence,1062,1062,16,160,0.15065913370998116,180,107,73,53,829,0.6294117647058823,0.5944444444444444,0.66875,,,
main,3,E_persist,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,130,55,75,96,915,0.3914590747330961,0.4230769230769231,0.36423841059602646,,,
main,3,E_persist,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,146,61,85,90,905,0.4107744107744108,0.4178082191780822,0.40397350993377484,,,
main,3,E_persist,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,166,67,99,84,891,0.4227129337539432,0.4036144578313253,0.44370860927152317,,,
main,3,E_persist,target_month,2025-01,persistence,1141,1141,18,151,0.13234005258545137,164,60,104,91,886,0.38095238095238093,0.36585365853658536,0.3973509933774834,,,
main,3,E_persist,target_month,2025-04,partitioned_rf,96,96,3,89,0.9270833333333334,6,6,0,83,7,0.12631578947368421,1.0,0.06741573033707865,,,
main,3,E_persist,target_month,2025-04,pooled_rf,96,96,3,89,0.9270833333333334,20,20,0,69,7,0.3669724770642202,1.0,0.2247191011235955,,,
main,3,E_persist,target_month,2025-04,xgb,96,96,3,89,0.9270833333333334,40,40,0,49,7,0.6201550387596899,1.0,0.449438202247191,,,
main,3,E_persist,target_month,2025-04,persistence,96,96,3,89,0.9270833333333334,29,29,0,60,7,0.4915254237288136,1.0,0.3258426966292135,,,
main,3,E_persist,target_month,2025-09,partitioned_rf,1222,1222,18,192,0.15711947626841244,179,99,80,93,950,0.5336927223719676,0.553072625698324,0.515625,,,
main,3,E_persist,target_month,2025-09,pooled_rf,1222,1222,18,192,0.15711947626841244,303,100,203,92,827,0.40404040404040403,0.33003300330033003,0.5208333333333334,,,
main,3,E_persist,target_month,2025-09,xgb,1222,1222,18,192,0.15711947626841244,273,119,154,73,876,0.5118279569892473,0.4358974358974359,0.6197916666666666,,,
main,3,E_persist,target_month,2025-09,persistence,1222,1222,18,192,0.15711947626841244,248,124,124,68,906,0.5636363636363636,0.5,0.6458333333333334,,,
main,6,E_all,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,118,98,20,47,1027,0.7452471482889734,0.8305084745762712,0.6758620689655173,,,
main,6,E_all,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,122,100,22,45,1025,0.7490636704119851,0.819672131147541,0.6896551724137931,,,
main,6,E_all,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,120,99,21,46,1026,0.7471698113207547,0.825,0.6827586206896552,,,
main,6,E_all,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,116,96,20,105,867,0.6056782334384858,0.8275862068965517,0.47761194029850745,,,
main,6,E_all,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,108,92,16,109,871,0.5954692556634305,0.8518518518518519,0.4577114427860697,,,
main,6,E_all,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,117,96,21,105,866,0.6037735849056604,0.8205128205128205,0.47761194029850745,,,
main,6,E_all,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,76,53,23,107,879,0.4491525423728814,0.6973684210526315,0.33125,,,
main,6,E_all,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,132,91,41,69,861,0.6232876712328768,0.6893939393939394,0.56875,,,
main,6,E_all,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,151,98,53,62,849,0.6302250803858521,0.6490066225165563,0.6125,,,
main,6,E_all,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,106,48,58,103,932,0.3735408560311284,0.4528301886792453,0.31788079470198677,,,
main,6,E_all,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,137,60,77,91,913,0.4166666666666667,0.43795620437956206,0.3973509933774834,,,
main,6,E_all,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,150,63,87,88,903,0.4186046511627907,0.42,0.41721854304635764,,,
main,6,E_all,target_month,2025-04,partitioned_rf,97,97,3,90,0.9278350515463918,58,58,0,32,7,0.7837837837837838,1.0,0.6444444444444445,,,
main,6,E_all,target_month,2025-04,pooled_rf,97,97,3,90,0.9278350515463918,58,58,0,32,7,0.7837837837837838,1.0,0.6444444444444445,,,
main,6,E_all,target_month,2025-04,xgb,97,97,3,90,0.9278350515463918,58,58,0,32,7,0.7837837837837838,1.0,0.6444444444444445,,,
main,6,E_all,target_month,2025-09,partitioned_rf,1222,1222,18,192,0.15711947626841244,74,55,19,137,1011,0.41353383458646614,0.7432432432432432,0.2864583333333333,,,
main,6,E_all,target_month,2025-09,pooled_rf,1222,1222,18,192,0.15711947626841244,94,61,33,131,997,0.42657342657342656,0.648936170212766,0.3177083333333333,,,
main,6,E_all,target_month,2025-09,xgb,1222,1222,18,192,0.15711947626841244,168,107,61,85,969,0.5944444444444444,0.6369047619047619,0.5572916666666666,,,
main,6,E_persist,target_month,2023-09,partitioned_rf,1192,1192,18,145,0.12164429530201343,118,98,20,47,1027,0.7452471482889734,0.8305084745762712,0.6758620689655173,,,
main,6,E_persist,target_month,2023-09,pooled_rf,1192,1192,18,145,0.12164429530201343,122,100,22,45,1025,0.7490636704119851,0.819672131147541,0.6896551724137931,,,
main,6,E_persist,target_month,2023-09,xgb,1192,1192,18,145,0.12164429530201343,120,99,21,46,1026,0.7471698113207547,0.825,0.6827586206896552,,,
main,6,E_persist,target_month,2023-09,persistence,1192,1192,18,145,0.12164429530201343,159,118,41,27,1006,0.7763157894736842,0.7421383647798742,0.8137931034482758,,,
main,6,E_persist,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,116,96,20,105,867,0.6056782334384858,0.8275862068965517,0.47761194029850745,,,
main,6,E_persist,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,108,92,16,109,871,0.5954692556634305,0.8518518518518519,0.4577114427860697,,,
main,6,E_persist,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,117,96,21,105,866,0.6037735849056604,0.8205128205128205,0.47761194029850745,,,
main,6,E_persist,target_month,2024-01,persistence,1088,1088,16,201,0.18474264705882354,152,121,31,80,856,0.6855524079320113,0.7960526315789473,0.6019900497512438,,,
main,6,E_persist,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,76,53,23,107,879,0.4491525423728814,0.6973684210526315,0.33125,,,
main,6,E_persist,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,132,91,41,69,861,0.6232876712328768,0.6893939393939394,0.56875,,,
main,6,E_persist,target_month,2024-09,xgb,1062,1062,16,160,0.15065913370998116,151,98,53,62,849,0.6302250803858521,0.6490066225165563,0.6125,,,
main,6,E_persist,target_month,2024-09,persistence,1062,1062,16,160,0.15065913370998116,180,107,73,53,829,0.6294117647058823,0.5944444444444444,0.66875,,,
main,6,E_persist,target_month,2025-01,partitioned_rf,1141,1141,18,151,0.13234005258545137,106,48,58,103,932,0.3735408560311284,0.4528301886792453,0.31788079470198677,,,
main,6,E_persist,target_month,2025-01,pooled_rf,1141,1141,18,151,0.13234005258545137,137,60,77,91,913,0.4166666666666667,0.43795620437956206,0.3973509933774834,,,
main,6,E_persist,target_month,2025-01,xgb,1141,1141,18,151,0.13234005258545137,150,63,87,88,903,0.4186046511627907,0.42,0.41721854304635764,,,
main,6,E_persist,target_month,2025-01,persistence,1141,1141,18,151,0.13234005258545137,175,73,102,78,888,0.44785276073619634,0.41714285714285715,0.48344370860927155,,,
main,6,E_persist,target_month,2025-04,partitioned_rf,96,96,3,89,0.9270833333333334,58,58,0,31,7,0.7891156462585034,1.0,0.651685393258427,,,
main,6,E_persist,target_month,2025-04,pooled_rf,96,96,3,89,0.9270833333333334,58,58,0,31,7,0.7891156462585034,1.0,0.651685393258427,,,
main,6,E_persist,target_month,2025-04,xgb,96,96,3,89,0.9270833333333334,58,58,0,31,7,0.7891156462585034,1.0,0.651685393258427,,,
main,6,E_persist,target_month,2025-04,persistence,96,96,3,89,0.9270833333333334,59,59,0,30,7,0.7972972972972973,1.0,0.6629213483146067,,,
main,6,E_persist,target_month,2025-09,partitioned_rf,1221,1221,18,191,0.15642915642915642,74,55,19,136,1011,0.41509433962264153,0.7432432432432432,0.2879581151832461,,,
main,6,E_persist,target_month,2025-09,pooled_rf,1221,1221,18,191,0.15642915642915642,94,61,33,130,997,0.4280701754385965,0.648936170212766,0.3193717277486911,,,
main,6,E_persist,target_month,2025-09,xgb,1221,1221,18,191,0.15642915642915642,168,107,61,84,969,0.596100278551532,0.6369047619047619,0.5602094240837696,,,
main,6,E_persist,target_month,2025-09,persistence,1221,1221,18,191,0.15642915642915642,188,91,97,100,933,0.48021108179419525,0.48404255319148937,0.47643979057591623,,,
main,12,E_all,target_month,2024-01,partitioned_rf,1088,1088,16,201,0.18474264705882354,116,94,22,107,865,0.5930599369085173,0.8103448275862069,0.46766169154228854,,,
main,12,E_all,target_month,2024-01,pooled_rf,1088,1088,16,201,0.18474264705882354,114,94,20,107,867,0.5968253968253968,0.8245614035087719,0.46766169154228854,,,
main,12,E_all,target_month,2024-01,xgb,1088,1088,16,201,0.18474264705882354,139,111,28,90,859,0.6529411764705882,0.7985611510791367,0.5522388059701493,,,
main,12,E_all,target_month,2024-09,partitioned_rf,1062,1062,16,160,0.15065913370998116,97,71,26,89,876,0.5525291828793775,0.7319587628865979,0.44375,,,
main,12,E_all,target_month,2024-09,pooled_rf,1062,1062,16,160,0.15065913370998116,97,72,25,88,877,0.5603112840466926,0.7422680412371134,0.45,,,
