FEWSNET_admin_code,target_month,target_label,partition_id
0,2018-10,1,0
0,2019-02,1,0
0,2019-06,1,0
0,2019-10,1,0
0,2020-02,1,0
0,2020-06,1,0
1,2018-10,0,0
1,2019-02,0,0
1,2019-06,1,0
1,2019-10,1,0
1,2020-02,1,0
1,2020-06,1,0
2,2018-10,1,0
2,2019-02,1,0
2,2019-06,1,0
2,2019-10,1,0
2,2020-02,1,0
2,2020-06,1,0
3,2018-10,0,0
3,2019-02,1,0
3,2019-06,1,0
3,2019-10,1,0
3,2020-02,1,0
3,2020-06,1,0
4,2018-10,1,0
4,2019-02,1,0
4,2019-06,1,0
4,2019-10,1,0
4,2020-02,1,0
4,2020-06,1,0
5,2018-10,1,0
5,2019-02,1,0
5,2019-06,1,0
5,2019-10,1,0
5,2020-02,1,0
5,2020-06,1,0
6,2018-10,0,0
6,2019-02,1,0
6,2019-06,1,0
6,2019-10,1,0
6,2020-02,1,0
6,2020-06,1,0
7,2018-10,1,0
7,2019-02,1,0
7,2019-06,1,0
7,2019-10,1,0
7,2020-02,1,0
7,2020-06,1,0
8,2018-10,1,0
8,2019-02,1,0
8,2019-06,1,0
8,2019-10,1,0
8,2020-02,1,0
8,2020-06,1,0
9,2018-10,1,0
9,2019-02,1,0
9,2019-06,1,0
9,2019-10,1,0
9,2020-02,1,0
9,2020-06,1,0
10,2018-10,1,0
10,2019-02,1,0
10,2019-06,1,0
10,2019-10,1,0
10,2020-02,1,0
10,2020-06,1,0
11,2018-10,1,0
11,2019-02,1,0
11,2019-06,1,0
11,2019-10,1,0
11,2020-02,1,0
11,2020-06,1,0
12,2018-10,1,0
12,2019-02,1,0
12,2019-06,1,0
12,2019-10,1,0
12,2020-02,1,0
12,2020-06,1,0
13,2018-10,1,0
13,2019-02,1,0
13,2019-06,1,0
13,2019-10,1,0
13,2020-02,1,0
13,2020-06,1,0
14,2018-10,1,0
14,2019-02,1,0
14,2019-06,1,0
14,2019-10,1,0
14,2020-02,1,0
14,2020-06,1,0
15,2018-10,1,0
15,2019-02,1,0
15,2019-06,1,0
15,2019-10,1,0
15,2020-02,1,0
15,2020-06,1,0
16,2018-10,0,0
16,2019-02,1,0
16,2019-06,1,0
16,2019-10,0,0
16,2020-02,1,0
16,2020-06,0,0
17,2018-10,1,0
17,2019-02,1,0
17,2019-06,1,0
17,2019-10,1,0
17,2020-02,1,0
17,2020-06,1,0
18,2018-10,1,0
18,2019-02,1,0
18,2019-06,1,0
18,2019-10,1,0
18,2020-02,1,0
18,2020-06,1,0
19,2018-10,0,0
19,2019-02,1,0
19,2019-06,1,0
19,2019-10,0,0
19,2020-02,1,0
19,2020-06,1,0
20,2018-10,0,0
20,2019-02,1,0
20,2019-06,1,0
20,2019-10,1,0
20,2020-02,1,0
20,2020-06,1,0
21,2018-10,1,0
21,2019-02,1,0
21,2019-06,1,0
21,2019-10,1,0
21,2020-02,1,0
21,2020-06,1,0
22,2018-10,0,0
22,2019-02,0,0
22,2019-06,0,0
22,2019-10,0,0
22,2020-02,0,0
22,2020-06,0,0
23,2018-10,1,0
23,2019-02,1,0
23,2019-06,1,0
23,2019-10,0,0
23,2020-02,1,0
23,2020-06,1,0
24,2018-10,1,0
24,2019-02,1,0
24,2019-06,1,0
24,2019-10,1,0
24,2020-02,1,0
24,2020-06,1,0
25,2018-10,0,0
25,2019-02,1,0
25,2019-06,1,0
25,2019-10,1,0
25,2020-02,0,0
25,2020-06,1,0
26,2018-10,1,0
26,2019-02,1,0
26,2019-06,1,0
26,2019-10,0,0
26,2020-02,1,0
26,2020-06,1,0
27,2018-10,1,0
27,2019-02,1,0
27,2019-06,1,0
27,2019-10,1,0
27,2020-02,1,0
27,2020-06,1,0
28,2018-10,1,0
28,2019-02,1,0
28,2019-06,1,0
28,2019-10,1,0
28,2020-02,1,0
28,2020-06,1,0
29,2018-10,1,0
29,2019-02,1,0
29,2019-06,1,0
29,2019-10,1,0
29,2020-02,1,0
29,2020-06,1,0
30,2018-10,1,0
30,2019-02,1,0
30,2019-06,1,0
30,2019-10,1,0
30,2020-02,1,0
30,2020-06,1,0
31,2018-10,1,0
31,2019-02,1,0
31,2019-06,1,0
31,2019-10,1,0
31,2020-02,1,0
31,2020-06,1,0
32,2018-10,1,0
32,2019-02,1,0
32,2019-06,1,0
32,2019-10,1,0
32,2020-02,1,0
32,2020-06,1,0
33,2018-10,1,0
33,2019-02,1,0
33,2019-06,1,0
33,2019-10,1,0
33,2020-02,1,0
33,2020-06,1,0
34,2018-10,1,0
34,2019-02,1,0
34,2019-06,1,0
34,2019-10,1,0
34,2020-02,1,0
34,2020-06,1,0
35,2018-10,1,0
35,2019-02,1,0
35,2019-06,1,0
35,2019-10,1,0
35,2020-02,1,0
35,2020-06,1,0
36,2018-10,1,0
36,2019-02,1,0
36,2019-06,1,0
36,2019-10,1,0
36,2020-02,1,0
36,2020-06,1,0
37,2018-10,0,0
37,2019-02,1,0
37,2019-06,1,0
37,2019-10,0,0
37,2020-02,1,0
37,2020-06,1,0
38,2018-10,1,0
38,2019-02,1,0
38,2019-06,1,0
38,2019-10,1,0
38,2020-02,1,0
38,2020-06,1,0
39,2018-10,1,0
39,2019-02,1,0
39,2019-06,1,0
39,2019-10,1,0
39,2020-02,1,0
39,2020-06,1,0
40,2018-10,1,0
40,2019-02,1,0
40,2019-06,1,0
40,2019-10,1,0
40,2020-02,1,0
40,2020-06,1,0
41,2018-10,0,0
41,2019-02,1,0
41,2019-06,1,0
41,2019-10,0,0
41,2020-02,0,0
41,2020-06,0,0
42,2018-10,1,0
42,2019-02,1,0
42,2019-06,1,0
42,2019-10,1,0
42,2020-02,1,0
42,2020-06,1,0
43,2018-10,1,0
43,2019-02,1,0
43,2019-06,1,0
43,2019-10,1,0
43,2020-02,1,0
43,2020-06,1,0
44,2018-10,0,0
44,2019-02,1,0
44,2019-06,1,0
44,2019-10,1,0
44,2020-02,1,0
44,2020-06,1,0
45,2018-10,1,0
45,2019-02,1,0
45,2019-06,1,0
45,2019-10,0,0
45,2020-02,1,0
45,2020-06,1,0
46,2018-10,1,0
46,2019-02,1,0
46,2019-06,1,0
46,2019-10,0,0
46,2020-02,1,0
46,2020-06,1,0
47,2018-10,1,0
47,2019-02,1,0
47,2019-06,1,0
47,2019-10,0,0
47,2020-02,1,0
47,2020-06,1,0
48,2018-10,1,0
48,2019-02,1,0
48,2019-06,1,0
48,2019-10,0,0
48,2020-02,0,0
48,2020-06,1,0
49,2018-10,1,0
49,2019-02,1,0
49,2019-06,1,0
49,2019-10,1,0
49,2020-02,1,0
49,2020-06,1,0
50,2018-10,1,0
50,2019-02,1,0
50,2019-06,1,0
50,2019-10,1,0
50,2020-02,1,0
50,2020-06,1,0
51,2018-10,0,0
51,2019-02,1,0
51,2019-06,0,0
51,2019-10,0,0
51,2020-02,0,0
51,2020-06,0,0
52,2018-10,1,0
52,2019-02,1,0
52,2019-06,1,0
52,2019-10,1,0
52,2020-02,1,0
52,2020-06,1,0
53,2018-10,1,0
53,2019-02,1,0
53,2019-06,1,0
53,2019-10,1,0
53,2020-02,1,0
53,2020-06,1,0
54,2018-10,0,0
54,2019-02,1,0
54,2019-06,0,0
54,2019-10,1,0
54,2020-02,1,0
54,2020-06,1,0
55,2018-10,1,0
