period,horizon_months,cohort,dimension,target_month,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,1,E_all,target_month,2026-01,partitioned_rf,606,606,6,190,0.31353135313531355,150,48,102,142,314,0.2823529411764706,0.32,0.25263157894736843,,,
partial_2026,1,E_all,target_month,2026-01,pooled_rf,606,606,6,190,0.31353135313531355,136,43,93,147,323,0.26380368098159507,0.3161764705882353,0.22631578947368422,,,
partial_2026,1,E_all,target_month,2026-01,xgb,606,606,6,190,0.31353135313531355,129,54,75,136,341,0.3385579937304075,0.4186046511627907,0.28421052631578947,,,
partial_2026,1,E_all,target_month,2026-02,partitioned_rf,631,631,11,344,0.5451664025356577,190,153,37,191,250,0.5730337078651685,0.8052631578947368,0.44476744186046513,,,
partial_2026,1,E_all,target_month,2026-02,pooled_rf,631,631,11,344,0.5451664025356577,156,108,48,236,239,0.432,0.6923076923076923,0.313953488372093,,,
partial_2026,1,E_all,target_month,2026-02,xgb,631,631,11,344,0.5451664025356577,303,242,61,102,226,0.7480680061823802,0.7986798679867987,0.7034883720930233,,,
partial_2026,1,E_all,target_month,2026-03,partitioned_rf,103,103,2,103,1.0,84,84,0,19,0,0.8983957219251337,1.0,0.8155339805825242,,,
partial_2026,1,E_all,target_month,2026-03,pooled_rf,103,103,2,103,1.0,85,85,0,18,0,0.9042553191489362,1.0,0.8252427184466019,,,
partial_2026,1,E_all,target_month,2026-03,xgb,103,103,2,103,1.0,89,89,0,14,0,0.9270833333333334,1.0,0.8640776699029126,,,
partial_2026,1,E_all,target_month,2026-04,partitioned_rf,2615,2615,23,1189,0.45468451242829827,1462,927,535,262,891,0.6993587325537532,0.63406292749658,0.7796467619848613,,,
partial_2026,1,E_all,target_month,2026-04,pooled_rf,2615,2615,23,1189,0.45468451242829827,1291,932,359,257,1067,0.7516129032258064,0.7219209914794733,0.783851976450799,,,
partial_2026,1,E_all,target_month,2026-04,xgb,2615,2615,23,1189,0.45468451242829827,1320,930,390,259,1036,0.7413312076524512,0.7045454545454546,0.7821698906644239,,,
partial_2026,1,E_persist,target_month,2026-01,partitioned_rf,606,606,6,190,0.31353135313531355,150,48,102,142,314,0.2823529411764706,0.32,0.25263157894736843,,,
partial_2026,1,E_persist,target_month,2026-01,pooled_rf,606,606,6,190,0.31353135313531355,136,43,93,147,323,0.26380368098159507,0.3161764705882353,0.22631578947368422,,,
partial_2026,1,E_persist,target_month,2026-01,xgb,606,606,6,190,0.31353135313531355,129,54,75,136,341,0.3385579937304075,0.4186046511627907,0.28421052631578947,,,
