partition_id,training_rows,classes_present,local_model_fitted,reason
0,4688,2,True,
1,296,2,True,
2,2824,2,True,
3,2320,2,True,
4,1712,2,True,
5,5360,2,True,
6,888,1,False,single_class
7,1528,2,True,
8,1164,2,True,
9,2048,2,True,
10,960,2,True,
11,1184,2,True,
12,632,2,True,
13,1368,2,True,
14,496,2,True,
15,2696,2,True,
16,3824,2,True,
17,1032,2,True,
