scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs3,12,12-month horizon,2023-02,conflict,Conflict,0.07430234636878154,0.17294565243250795,38,0.4296282983914732,31,481
fs3,12,12-month horizon,2023-02,econ,Econ,0.08736198501287862,0.20334318139648058,16,0.4296282983914732,31,481
fs3,12,12-month horizon,2023-02,food_prices,Food Prices,0.017515203510430274,0.040768272425273505,6,0.4296282983914732,31,481
fs3,12,12-month horizon,2023-02,geographic,Geographic,0.040881924432836114,0.09515649827047681,8,0.4296282983914732,31,481
fs3,12,12-month horizon,2023-02,lag,Lag,0.14545348234777758,0.33855656829951586,6,0.4296282983914732,31,481
fs3,12,12-month horizon,2023-06,weather,Weather,0.028994036425796815,0.06589344040889003,8,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,agri,Agri,0.032270876137324975,0.07334056640025262,24,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,conflict,Conflict,0.08680615888848257,0.19728044670433187,38,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,econ,Econ,0.0880672622054973,0.2001464994004383,16,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,food_prices,Food Prices,0.016650131535864962,0.03784000385619116,6,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,geographic,Geographic,0.04032705630896216,0.09164948414689464,8,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-06,lag,Lag,0.14689848058810445,0.3338495590830014,6,0.4400140020900332,19,493
fs3,12,12-month horizon,2023-10,weather,Weather,0.031166300911985804,0.0717638532607621,8,0.4342896806103696,23,489
fs3,12,12-month horizon,2023-10,agri,Agri,0.03177214311680773,0.07315887191276059,24,0.4342896806103696,23,489
fs3,12,12-month horizon,2023-10,conflict,Conflict,0.07616436868031519,0.17537687879958483,38,0.4342896806103696,23,489
fs3,12,12-month horizon,2023-10,econ,Econ,0.10428613790185096,0.24013036127241771,16,0.4342896806103696,23,489
fs3,12,12-month horizon,2023-10,food_prices,Food Prices,0.02108282349823658,0.04854553179482843,6,0.4342896806103696,23,489
