period,horizon_months,cohort,dimension,target_month,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,1,E_all,target_month,2026-01,partitioned_rf,636,636,6,195,0.30660377358490565,214,80,134,115,307,0.39119804400978,0.37383177570093457,0.41025641025641024,,,
partial_2026,1,E_all,target_month,2026-01,pooled_rf,636,636,6,195,0.30660377358490565,139,37,102,158,339,0.2215568862275449,0.26618705035971224,0.18974358974358974,,,
partial_2026,1,E_all,target_month,2026-01,xgb,636,636,6,195,0.30660377358490565,139,52,87,143,354,0.31137724550898205,0.37410071942446044,0.26666666666666666,,,
partial_2026,1,E_all,target_month,2026-02,partitioned_rf,641,641,12,354,0.5522620904836193,207,161,46,193,241,0.5739750445632799,0.7777777777777778,0.4548022598870056,,,
partial_2026,1,E_all,target_month,2026-02,pooled_rf,641,641,12,354,0.5522620904836193,182,147,35,207,252,0.5485074626865671,0.8076923076923077,0.4152542372881356,,,
partial_2026,1,E_all,target_month,2026-02,xgb,641,641,12,354,0.5522620904836193,292,234,58,120,229,0.7244582043343654,0.8013698630136986,0.6610169491525424,,,
partial_2026,1,E_all,target_month,2026-03,partitioned_rf,103,103,2,103,1.0,82,82,0,21,0,0.8864864864864865,1.0,0.7961165048543689,,,
partial_2026,1,E_all,target_month,2026-03,pooled_rf,103,103,2,103,1.0,74,74,0,29,0,0.8361581920903954,1.0,0.7184466019417476,,,
partial_2026,1,E_all,target_month,2026-03,xgb,103,103,2,103,1.0,82,82,0,21,0,0.8864864864864865,1.0,0.7961165048543689,,,
partial_2026,1,E_all,target_month,2026-04,partitioned_rf,2712,2712,25,1271,0.46865781710914456,1571,1020,551,251,890,0.7178043631245602,0.6492679821769574,0.8025177025963808,,,
partial_2026,1,E_all,target_month,2026-04,pooled_rf,2712,2712,25,1271,0.46865781710914456,1298,932,366,339,1075,0.7255741533670689,0.7180277349768875,0.7332808811959087,,,
partial_2026,1,E_all,target_month,2026-04,xgb,2712,2712,25,1271,0.46865781710914456,1226,922,304,349,1137,0.7384861834201041,0.7520391517128875,0.7254130605822188,,,
partial_2026,1,E_persist,target_month,2026-01,partitioned_rf,636,636,6,195,0.30660377358490565,214,80,134,115,307,0.39119804400978,0.37383177570093457,0.41025641025641024,,,
partial_2026,1,E_persist,target_month,2026-01,pooled_rf,636,636,6,195,0.30660377358490565,139,37,102,158,339,0.2215568862275449,0.26618705035971224,0.18974358974358974,,,
partial_2026,1,E_persist,target_month,2026-01,xgb,636,636,6,195,0.30660377358490565,139,52,87,143,354,0.31137724550898205,0.37410071942446044,0.26666666666666666,,,
