admin_code,branch_id,partition_code,assignment_source,donor_admin_code,donor_distance_km,nearest_eligible_admin_code,nearest_eligible_distance_km,model_route,fallback_reason,was_placeholder_root
406,,-1,unresolved,-1,,100113,2825.4006986623567,pooled_root,nearest eligible donor beyond 100 km,False
407,,-1,unresolved,-1,,100113,2850.8563750749536,pooled_root,nearest eligible donor beyond 100 km,False
408,,-1,unresolved,-1,,100113,2850.806257395412,pooled_root,nearest eligible donor beyond 100 km,False
409,,-1,unresolved,-1,,100113,2825.10763696815,pooled_root,nearest eligible donor beyond 100 km,False
410,,-1,unresolved,-1,,100113,2843.1949018028304,pooled_root,nearest eligible donor beyond 100 km,False
411,,-1,unresolved,-1,,100113,2710.6923464873553,pooled_root,nearest eligible donor beyond 100 km,False
412,,-1,unresolved,-1,,100113,2827.6175858001775,pooled_root,nearest eligible donor beyond 100 km,False
413,,-1,unresolved,-1,,100113,2827.607061545012,pooled_root,nearest eligible donor beyond 100 km,False
414,,-1,unresolved,-1,,100113,2827.5380505810986,pooled_root,nearest eligible donor beyond 100 km,False
415,,-1,unresolved,-1,,100002,2343.551335497996,pooled_root,nearest eligible donor beyond 100 km,False
416,,-1,unresolved,-1,,100004,2367.290735810778,pooled_root,nearest eligible donor beyond 100 km,False
417,,-1,unresolved,-1,,100113,2685.8959959054505,pooled_root,nearest eligible donor beyond 100 km,False
418,,-1,unresolved,-1,,100113,2673.663856272399,pooled_root,nearest eligible donor beyond 100 km,False
419,,-1,unresolved,-1,,100031,2604.212330370307,pooled_root,nearest eligible donor beyond 100 km,False
420,,-1,unresolved,-1,,100113,2652.1933277117105,pooled_root,nearest eligible donor beyond 100 km,False
421,,-1,unresolved,-1,,100113,2829.4952200745042,pooled_root,nearest eligible donor beyond 100 km,False
422,,-1,unresolved,-1,,100113,2829.4221140664954,pooled_root,nearest eligible donor beyond 100 km,False
423,,-1,unresolved,-1,,100113,2829.422709463626,pooled_root,nearest eligible donor beyond 100 km,False
424,,-1,unresolved,-1,,100031,2612.895235270924,pooled_root,nearest eligible donor beyond 100 km,False
425,,-1,unresolved,-1,,100113,3567.6611889405926,pooled_root,nearest eligible donor beyond 100 km,False
426,,-1,unresolved,-1,,100113,2697.620033235771,pooled_root,nearest eligible donor beyond 100 km,False
427,,-1,unresolved,-1,,100113,2697.4760764826933,pooled_root,nearest eligible donor beyond 100 km,False
428,,-1,unresolved,-1,,100113,2697.485910339458,pooled_root,nearest eligible donor beyond 100 km,False
429,,-1,unresolved,-1,,100113,2678.9173815375448,pooled_root,nearest eligible donor beyond 100 km,False
430,,-1,unresolved,-1,,100113,2706.3930828412003,pooled_root,nearest eligible donor beyond 100 km,False
431,,-1,unresolved,-1,,100113,2705.1268406965064,pooled_root,nearest eligible donor beyond 100 km,False
432,,-1,unresolved,-1,,100113,2705.118245666278,pooled_root,nearest eligible donor beyond 100 km,False
