partition_id,training_rows,classes_present,local_model_fitted,reason
0,2072,2,True,
1,4464,2,True,
2,2080,2,True,
3,920,1,False,single_class
4,736,2,True,
5,2940,2,True,
6,1340,2,True,
7,1232,2,True,
8,2320,2,True,
9,1009,2,True,
10,1304,2,True,
11,1672,2,True,
12,1680,2,True,
13,1048,2,True,
14,512,2,True,
15,651,2,True,
16,1776,2,True,
17,1400,2,True,
18,3880,2,True,
