scope,forecasting_horizon,model,recall,precision,threshold,average_precision
fs2,8-month horizon,pooled,0.3823853009131918,0.8213399503722084,0.62,0.7260345431968606
fs2,8-month horizon,pooled,0.3709979095610078,0.8285012285012285,0.63,0.7260345431968606
fs2,8-month horizon,pooled,0.3592804488942678,0.8351662404092072,0.64,0.7260345431968606
fs2,8-month horizon,pooled,0.34679282649356363,0.8395259022506326,0.65,0.7260345431968606
fs2,8-month horizon,pooled,0.3343052040928595,0.8432079922297766,0.66,0.7260345431968606
fs2,8-month horizon,pooled,0.32253273187369347,0.8471319173529837,0.67,0.7260345431968606
fs2,8-month horizon,pooled,0.3092749477390252,0.8513022410660206,0.68,0.7260345431968606
fs2,8-month horizon,pooled,0.296622290681043,0.8550586742784649,0.69,0.7260345431968606
fs2,8-month horizon,pooled,0.2842446913851909,0.8600199733688415,0.7,0.7260345431968606
fs2,8-month horizon,pooled,0.2715920343272087,0.8637158852344297,0.71,0.7260345431968606
fs2,8-month horizon,pooled,0.25899438882165254,0.8660779985283297,0.72,0.7260345431968606
fs2,8-month horizon,pooled,0.2457916162394103,0.8685847589424572,0.73,0.7260345431968606
fs2,8-month horizon,pooled,0.23214875123775994,0.8710010319917441,0.74,0.7260345431968606
fs2,8-month horizon,pooled,0.21762570139729343,0.8746407251824011,0.75,0.7260345431968606
fs2,8-month horizon,pooled,0.20486302123445924,0.8787163756488909,0.76,0.7260345431968606
fs2,8-month horizon,pooled,0.19221036417647705,0.8829921657821582,0.77,0.7260345431968606
fs2,8-month horizon,pooled,0.17752227967873255,0.8841095890410959,0.78,0.7260345431968606
fs2,8-month horizon,pooled,0.1652547034877324,0.8924539512774807,0.79,0.7260345431968606
fs2,8-month horizon,pooled,0.15139179227637803,0.896125040703354,0.8,0.7260345431968606
fs2,8-month horizon,pooled,0.1384090659038398,0.9027628274129889,0.81,0.7260345431968606
fs2,8-month horizon,pooled,0.12630652437011772,0.9067930489731437,0.82,0.7260345431968606
fs2,8-month horizon,pooled,0.11546924854219386,0.9134029590948651,0.83,0.7260345431968606
fs2,8-month horizon,pooled,0.10320167235119375,0.916911045943304,0.84,0.7260345431968606
fs2,8-month horizon,pooled,0.09170425789415777,0.9235457063711912,0.85,0.7260345431968606
fs2,8-month horizon,pooled,0.08059192430410386,0.9295685279187818,0.86,0.7260345431968606
fs2,8-month horizon,pooled,0.07107492573440423,0.9369108049311095,0.87,0.7260345431968606
fs2,8-month horizon,pooled,0.06128286940257454,0.9456706281833617,0.88,0.7260345431968606
fs2,8-month horizon,pooled,0.05358125206293322,0.9549019607843138,0.89,0.7260345431968606
fs2,8-month horizon,pooled,0.0459346462757179,0.9653179190751445,0.9,0.7260345431968606
fs2,8-month horizon,pooled,0.037627901859390474,0.9674681753889675,0.91,0.7260345431968606
fs2,8-month horizon,pooled,0.031136538673121356,0.9691780821917808,0.92,0.7260345431968606
fs2,8-month horizon,pooled,0.023709979095610078,0.9663677130044843,0.93,0.7260345431968606
fs2,8-month horizon,pooled,0.015953350203542743,0.9602649006622517,0.94,0.7260345431968606
fs2,8-month horizon,pooled,0.009572010122125647,0.9508196721311475,0.95,0.7260345431968606
