scope,forecasting_horizon,model,recall,precision,threshold,average_precision
fs2,8-month horizon,pooled,0.00517108592804489,0.94,0.96,0.7260345431968606
fs2,8-month horizon,pooled,0.001980415887336341,0.9230769230769231,0.97,0.7260345431968606
fs2,8-month horizon,pooled,0.0002750577621300473,0.8333333333333334,0.98,0.7260345431968606
fs2,8-month horizon,pooled,0.0,1.0,,0.7260345431968606
fs2,8-month horizon,partitioned,1.0,0.29230249722619756,0.0,0.7498930427045492
fs2,8-month horizon,partitioned,1.0,0.2978388740517425,0.01,0.7498930427045492
fs2,8-month horizon,partitioned,0.9994498844757399,0.304729956390473,0.02,0.7498930427045492
fs2,8-month horizon,partitioned,0.9978545494553857,0.3133085758701097,0.03,0.7498930427045492
fs2,8-month horizon,partitioned,0.9956540873583453,0.3219946983579142,0.04,0.7498930427045492
fs2,8-month horizon,partitioned,0.9929035097370448,0.331058896898329,0.05,0.7498930427045492
fs2,8-month horizon,partitioned,0.9900429090108923,0.3403752316828687,0.06,0.7498930427045492
fs2,8-month horizon,partitioned,0.9868522389701837,0.3499336766541823,0.07,0.7498930427045492
fs2,8-month horizon,partitioned,0.9839366266916052,0.3592504067326812,0.08,0.7498930427045492
fs2,8-month horizon,partitioned,0.9808009682033227,0.3685124325665034,0.09,0.7498930427045492
fs2,8-month horizon,partitioned,0.9764550555616679,0.3773464571950934,0.1,0.7498930427045492
fs2,8-month horizon,partitioned,0.9722191660248652,0.3864555771795937,0.11,0.7498930427045492
fs2,8-month horizon,partitioned,0.9677082187259325,0.3961490823105506,0.12,0.7498930427045492
fs2,8-month horizon,partitioned,0.9629222136648696,0.4058898550724638,0.13,0.7498930427045492
fs2,8-month horizon,partitioned,0.9563758389261745,0.4161181454797865,0.14,0.7498930427045492
fs2,8-month horizon,partitioned,0.9503245681593134,0.42604878289392556,0.15,0.7498930427045492
fs2,8-month horizon,partitioned,0.9443283089448784,0.4364607170099161,0.16,0.7498930427045492
fs2,8-month horizon,partitioned,0.9383870612828694,0.44716491467218916,0.17,0.7498930427045492
fs2,8-month horizon,partitioned,0.9317856749917482,0.45724003887269193,0.18,0.7498930427045492
fs2,8-month horizon,partitioned,0.9241390692045329,0.4674049136084138,0.19,0.7498930427045492
fs2,8-month horizon,partitioned,0.9167675211794477,0.47868673522146266,0.2,0.7498930427045492
fs2,8-month horizon,partitioned,0.9085157883155462,0.4900011868027534,0.21,0.7498930427045492
fs2,8-month horizon,partitioned,0.9004841016613488,0.5004892068733565,0.22,0.7498930427045492
fs2,8-month horizon,partitioned,0.8919022994828915,0.5110319611674967,0.23,0.7498930427045492
fs2,8-month horizon,partitioned,0.883815601276268,0.5210650925955956,0.24,0.7498930427045492
fs2,8-month horizon,partitioned,0.8761689954890527,0.5310416110962923,0.25,0.7498930427045492
fs2,8-month horizon,partitioned,0.8678072395202993,0.5395375880703195,0.26,0.7498930427045492
fs2,8-month horizon,partitioned,0.8593354604466938,0.5490492425573793,0.27,0.7498930427045492
fs2,8-month horizon,partitioned,0.8494333810100121,0.5581017096179565,0.28,0.7498930427045492
fs2,8-month horizon,partitioned,0.8407415557267026,0.5669399413881366,0.29,0.7498930427045492
fs2,8-month horizon,partitioned,0.8305644185278909,0.5750523709769567,0.3,0.7498930427045492
fs2,8-month horizon,partitioned,0.8208273737484871,0.5845183531163082,0.31,0.7498930427045492
fs2,8-month horizon,partitioned,0.8111453405215096,0.5933362842541547,0.32,0.7498930427045492
fs2,8-month horizon,partitioned,0.7998679722741776,0.6016219794769944,0.33,0.7498930427045492
fs2,8-month horizon,partitioned,0.7897458466277918,0.609570718865441,0.34,0.7498930427045492
fs2,8-month horizon,partitioned,0.779183628561998,0.6184612697580997,0.35,0.7498930427045492
fs2,8-month horizon,partitioned,0.7687864451534823,0.6255035359412765,0.36,0.7498930427045492
fs2,8-month horizon,partitioned,0.7590494003740785,0.6334588192085208,0.37,0.7498930427045492
fs2,8-month horizon,partitioned,0.7470568819452085,0.6408078520196301,0.38,0.7498930427045492
fs2,8-month horizon,partitioned,0.7356144790405985,0.6488112566715187,0.39,0.7498930427045492
fs2,8-month horizon,partitioned,0.7250522609748047,0.6558519108280255,0.4,0.7498930427045492
fs2,8-month horizon,partitioned,0.7145450544614369,0.6626702719249018,0.41,0.7498930427045492
fs2,8-month horizon,partitioned,0.7033777093189569,0.6691438141092736,0.42,0.7498930427045492
fs2,8-month horizon,partitioned,0.6928154912531632,0.6772424177242418,0.43,0.7498930427045492
fs2,8-month horizon,partitioned,0.680492903509737,0.6846358202346691,0.44,0.7498930427045492
fs2,8-month horizon,partitioned,0.6680052811090329,0.692856327741641,0.45,0.7498930427045492
fs2,8-month horizon,partitioned,0.6560127626801628,0.7002759997651066,0.46,0.7498930427045492
fs2,8-month horizon,partitioned,0.6438001980415887,0.7081996974281392,0.47,0.7498930427045492
fs2,8-month horizon,partitioned,0.6343382110243151,0.7161222208421314,0.48,0.7498930427045492
fs2,8-month horizon,partitioned,0.6230058312245571,0.7237809164696107,0.49,0.7498930427045492
fs2,8-month horizon,partitioned,0.6128286940257454,0.7320278617426732,0.5,0.7498930427045492
fs2,8-month horizon,partitioned,0.6021564528550996,0.7397445428127323,0.51,0.7498930427045492
fs2,8-month horizon,partitioned,0.5905490152932116,0.7467306622148024,0.52,0.7498930427045492
fs2,8-month horizon,partitioned,0.5799317856749917,0.7541311967951928,0.53,0.7498930427045492
fs2,8-month horizon,partitioned,0.56947959071405,0.7606171932402646,0.54,0.7498930427045492
fs2,8-month horizon,partitioned,0.5589173726482561,0.7673136470055132,0.55,0.7498930427045492
fs2,8-month horizon,partitioned,0.5486302123445924,0.7750233136462543,0.56,0.7498930427045492
fs2,8-month horizon,partitioned,0.5376279018593905,0.7817149256119021,0.57,0.7498930427045492
fs2,8-month horizon,partitioned,0.5249202332489823,0.7882041962663142,0.58,0.7498930427045492
fs2,8-month horizon,partitioned,0.5132027725822422,0.7938223281143635,0.59,0.7498930427045492
fs2,8-month horizon,partitioned,0.49911981516118387,0.7995946065039218,0.6,0.7498930427045492
fs2,8-month horizon,partitioned,0.4870172736274618,0.8058438012015292,0.61,0.7498930427045492
fs2,8-month horizon,partitioned,0.47403454725492356,0.8113935969868173,0.62,0.7498930427045492
fs2,8-month horizon,partitioned,0.46215205193090547,0.8158686996212489,0.63,0.7498930427045492
fs2,8-month horizon,partitioned,0.4490593024535152,0.8214752943544329,0.64,0.7498930427045492
fs2,8-month horizon,partitioned,0.436021564528551,0.8268307949092426,0.65,0.7498930427045492
fs2,8-month horizon,partitioned,0.424689184728793,0.8336032825828744,0.66,0.7498930427045492
fs2,8-month horizon,partitioned,0.4118714930135328,0.8374720357941835,0.67,0.7498930427045492
fs2,8-month horizon,partitioned,0.39734844317306633,0.842037771042201,0.68,0.7498930427045492
fs2,8-month horizon,partitioned,0.3842556936956761,0.8467693053703479,0.69,0.7498930427045492
fs2,8-month horizon,partitioned,0.37061282869402573,0.8509536440570923,0.7,0.7498930427045492
fs2,8-month horizon,partitioned,0.3569149521399494,0.8537965521779182,0.71,0.7498930427045492
fs2,8-month horizon,partitioned,0.3424469138519089,0.857792476229847,0.72,0.7498930427045492
fs2,8-month horizon,partitioned,0.3295742105842227,0.8611470461405778,0.73,0.7498930427045492
fs2,8-month horizon,partitioned,0.3145560567719221,0.8646605171631635,0.74,0.7498930427045492
fs2,8-month horizon,partitioned,0.30036307624601166,0.8668042546435942,0.75,0.7498930427045492
fs2,8-month horizon,partitioned,0.2874353614258994,0.8701082431307244,0.76,0.7498930427045492
fs2,8-month horizon,partitioned,0.2750577621300473,0.8718395815170009,0.77,0.7498930427045492
fs2,8-month horizon,partitioned,0.26240510507206516,0.874266862170088,0.78,0.7498930427045492
fs2,8-month horizon,partitioned,0.2506876444053251,0.8753361505954668,0.79,0.7498930427045492
fs2,8-month horizon,partitioned,0.23842006821432501,0.8764408493427704,0.8,0.7498930427045492
fs2,8-month horizon,partitioned,0.22774782704367919,0.87730451366815,0.81,0.7498930427045492
fs2,8-month horizon,partitioned,0.2174606667400154,0.88020485415275,0.82,0.7498930427045492
fs2,8-month horizon,partitioned,0.20552315986357134,0.8832151300236407,0.83,0.7498930427045492
fs2,8-month horizon,partitioned,0.19463087248322147,0.8851638729046785,0.84,0.7498930427045492
fs2,8-month horizon,partitioned,0.18395863131257564,0.8898350186269293,0.85,0.7498930427045492
fs2,8-month horizon,partitioned,0.1732313785895038,0.8933333333333333,0.86,0.7498930427045492
fs2,8-month horizon,partitioned,0.16129387171305976,0.8963619688168756,0.87,0.7498930427045492
fs2,8-month horizon,partitioned,0.14847617999779955,0.902373788030759,0.88,0.7498930427045492
fs2,8-month horizon,partitioned,0.1377489272747277,0.9085631349782293,0.89,0.7498930427045492
fs2,8-month horizon,partitioned,0.1255913741885796,0.9139311449159327,0.9,0.7498930427045492
fs2,8-month horizon,partitioned,0.11546924854219386,0.9250771264874394,0.91,0.7498930427045492
fs2,8-month horizon,partitioned,0.10512707668610408,0.9367647058823529,0.92,0.7498930427045492
fs2,8-month horizon,partitioned,0.09373968533392012,0.9493036211699164,0.93,0.7498930427045492
fs2,8-month horizon,partitioned,0.08246231708658819,0.9615137908915972,0.94,0.7498930427045492
fs2,8-month horizon,partitioned,0.07129497194410826,0.968609865470852,0.95,0.7498930427045492
fs2,8-month horizon,partitioned,0.05996259214435031,0.9793351302785265,0.96,0.7498930427045492
fs2,8-month horizon,partitioned,0.04989547805039058,0.990174672489083,0.97,0.7498930427045492
fs2,8-month horizon,partitioned,0.038178017383650564,0.9914285714285714,0.98,0.7498930427045492
fs2,8-month horizon,partitioned,0.031906700407085486,0.9948542024013722,0.99,0.7498930427045492
fs2,8-month horizon,partitioned,0.021894597865551767,0.9974937343358395,1.0,0.7498930427045492
fs2,8-month horizon,partitioned,0.0,1.0,,0.7498930427045492
fs3,12-month horizon,pooled,1.0,0.29230249722619756,0.0,0.6812876831722259
fs3,12-month horizon,pooled,0.999944988447574,0.295397666330809,0.01,0.6812876831722259
fs3,12-month horizon,pooled,0.999504896028166,0.3000908415228343,0.02,0.6812876831722259
fs3,12-month horizon,pooled,0.9986247111893498,0.30548263327948305,0.03,0.6812876831722259
fs3,12-month horizon,pooled,0.9968643415117174,0.31160367300615605,0.04,0.6812876831722259
fs3,12-month horizon,pooled,0.9949939487292332,0.31820900774102745,0.05,0.6812876831722259
fs3,12-month horizon,pooled,0.9933986137088788,0.3249887519121749,0.06,0.6812876831722259
fs3,12-month horizon,pooled,0.9910331169545604,0.33153594169825906,0.07,0.6812876831722259
fs3,12-month horizon,pooled,0.98855759709539,0.33816334211516746,0.08,0.6812876831722259
fs3,12-month horizon,pooled,0.9854769501595335,0.3447386652297745,0.09,0.6812876831722259
fs3,12-month horizon,pooled,0.9810760259654527,0.3508557938225457,0.1,0.6812876831722259
fs3,12-month horizon,pooled,0.9782154252393003,0.3580028186027783,0.11,0.6812876831722259
fs3,12-month horizon,pooled,0.9741445703597755,0.36489521729275276,0.12,0.6812876831722259
fs3,12-month horizon,pooled,0.9692485421938607,0.37185791773073595,0.13,0.6812876831722259
fs3,12-month horizon,pooled,0.9642975024755198,0.3789070943755134,0.14,0.6812876831722259
fs3,12-month horizon,pooled,0.9584662779183628,0.3864135376699417,0.15,0.6812876831722259
fs3,12-month horizon,pooled,0.9509296952359996,0.3944594039523527,0.16,0.6812876831722259
fs3,12-month horizon,pooled,0.9436681703157663,0.4029976976929944,0.17,0.6812876831722259
fs3,12-month horizon,pooled,0.9353614258994389,0.4117647058823529,0.18,0.6812876831722259
fs3,12-month horizon,pooled,0.9262295081967213,0.42071464267866066,0.19,0.6812876831722259
fs3,12-month horizon,pooled,0.9146770821872593,0.42968265453793675,0.2,0.6812876831722259
fs3,12-month horizon,pooled,0.9041698756738915,0.4399004362604716,0.21,0.6812876831722259
fs3,12-month horizon,pooled,0.8949279348663219,0.450936910965739,0.22,0.6812876831722259
fs3,12-month horizon,pooled,0.8821102431510617,0.4612264856468964,0.23,0.6812876831722259
fs3,12-month horizon,pooled,0.8696226207503576,0.47145839546674617,0.24,0.6812876831722259
fs3,12-month horizon,pooled,0.8580151831884696,0.48223726927001204,0.25,0.6812876831722259
fs3,12-month horizon,pooled,0.8462427109693036,0.4929026883270851,0.26,0.6812876831722259
fs3,12-month horizon,pooled,0.8334250192540433,0.5047476261869065,0.27,0.6812876831722259
fs3,12-month horizon,pooled,0.8189019694135768,0.5161223216143125,0.28,0.6812876831722259
fs3,12-month horizon,pooled,0.8045439542303884,0.5274642045659466,0.29,0.6812876831722259
fs3,12-month horizon,pooled,0.791066123886016,0.5392432594592568,0.3,0.6812876831722259
fs3,12-month horizon,pooled,0.7754428429970294,0.549637370350152,0.31,0.6812876831722259
fs3,12-month horizon,pooled,0.7609748047089889,0.5604716178436854,0.32,0.6812876831722259
fs3,12-month horizon,pooled,0.7453515238200022,0.5706524028134609,0.33,0.6812876831722259
fs3,12-month horizon,pooled,0.7273627461766972,0.5796326333786331,0.34,0.6812876831722259
fs3,12-month horizon,pooled,0.7119044999449885,0.5905357305831889,0.35,0.6812876831722259
fs3,12-month horizon,pooled,0.6970513807899659,0.6009770442041359,0.36,0.6812876831722259
fs3,12-month horizon,pooled,0.6814280999009792,0.6098966026587888,0.37,0.6812876831722259
fs3,12-month horizon,pooled,0.6648696226207503,0.6184944475717722,0.38,0.6812876831722259
fs3,12-month horizon,pooled,0.6483661568929475,0.6282515991471216,0.39,0.6812876831722259
fs3,12-month horizon,pooled,0.6326878644515348,0.6381998779202042,0.4,0.6812876831722259
fs3,12-month horizon,pooled,0.6183298492683463,0.6467947980204857,0.41,0.6812876831722259
fs3,12-month horizon,pooled,0.6033667070084717,0.6539080665355035,0.42,0.6812876831722259
fs3,12-month horizon,pooled,0.5882385300913192,0.6611227896624212,0.43,0.6812876831722259
fs3,12-month horizon,pooled,0.5725052260974804,0.669088337405169,0.44,0.6812876831722259
fs3,12-month horizon,pooled,0.5597975574870723,0.6779028712277663,0.45,0.6812876831722259
fs3,12-month horizon,pooled,0.5448894267796237,0.6842359767891683,0.46,0.6812876831722259
fs3,12-month horizon,pooled,0.5310815271206953,0.6912996777658432,0.47,0.6812876831722259
fs3,12-month horizon,pooled,0.5183738585102872,0.6983621136885793,0.48,0.6812876831722259
fs3,12-month horizon,pooled,0.5036857740125427,0.7029558541266795,0.49,0.6812876831722259
fs3,12-month horizon,pooled,0.4912531631642645,0.7089552238805971,0.5,0.6812876831722259
fs3,12-month horizon,pooled,0.4772252172956321,0.7150511045169798,0.51,0.6812876831722259
fs3,12-month horizon,pooled,0.46363736384640775,0.7192353643966547,0.52,0.6812876831722259
fs3,12-month horizon,pooled,0.4516448454175377,0.7241136002822367,0.53,0.6812876831722259
fs3,12-month horizon,pooled,0.43811200352073937,0.7302402347331745,0.54,0.6812876831722259
fs3,12-month horizon,pooled,0.424469138519089,0.7352072415435922,0.55,0.6812876831722259
fs3,12-month horizon,pooled,0.4116514468038288,0.7401582591493571,0.56,0.6812876831722259
fs3,12-month horizon,pooled,0.3987237319837166,0.746062789500772,0.57,0.6812876831722259
fs3,12-month horizon,pooled,0.38541093629662226,0.7522009877603607,0.58,0.6812876831722259
fs3,12-month horizon,pooled,0.3728132907910661,0.7592426618866234,0.59,0.6812876831722259
fs3,12-month horizon,pooled,0.3611508416767521,0.763905050034908,0.6,0.6812876831722259
fs3,12-month horizon,pooled,0.34734294201782373,0.7692495126705653,0.61,0.6812876831722259
fs3,12-month horizon,pooled,0.3336450654637474,0.775773855205935,0.62,0.6812876831722259
fs3,12-month horizon,pooled,0.3203872813290791,0.7802786709539121,0.63,0.6812876831722259
fs3,12-month horizon,pooled,0.30608427769831664,0.7847672778561354,0.64,0.6812876831722259
fs3,12-month horizon,pooled,0.29249642424909233,0.7909848259446594,0.65,0.6812876831722259
fs3,12-month horizon,pooled,0.28039388271537025,0.796157450796626,0.66,0.6812876831722259
fs3,12-month horizon,pooled,0.26719111013312796,0.8008244023083264,0.67,0.6812876831722259
fs3,12-month horizon,pooled,0.2534382220266256,0.805842224943152,0.68,0.6812876831722259
fs3,12-month horizon,pooled,0.2412256573880515,0.8085930296883643,0.69,0.6812876831722259
fs3,12-month horizon,pooled,0.22879304653977336,0.8156501274759757,0.7,0.6812876831722259
fs3,12-month horizon,pooled,0.2185608977885356,0.8213768864998966,0.71,0.6812876831722259
fs3,12-month horizon,pooled,0.2064583562548135,0.8264699405417308,0.72,0.6812876831722259
fs3,12-month horizon,pooled,0.19611618439872372,0.8325548808967772,0.73,0.6812876831722259
fs3,12-month horizon,pooled,0.18538893167565187,0.8393524283935243,0.74,0.6812876831722259
fs3,12-month horizon,pooled,0.17537682913411817,0.8480978983772279,0.75,0.6812876831722259
fs3,12-month horizon,pooled,0.16420948399163823,0.8550558579203666,0.76,0.6812876831722259
fs3,12-month horizon,pooled,0.15271206953460226,0.8607751937984496,0.77,0.6812876831722259
fs3,12-month horizon,pooled,0.14159973594454836,0.8646288209606987,0.78,0.6812876831722259
fs3,12-month horizon,pooled,0.1295522059632523,0.8680427570954663,0.79,0.6812876831722259
fs3,12-month horizon,pooled,0.11783474529651226,0.8735725938009788,0.8,0.6812876831722259
fs3,12-month horizon,pooled,0.10545714600066014,0.8862690707350902,0.81,0.6812876831722259
fs3,12-month horizon,pooled,0.09291451204752998,0.8894154818325435,0.82,0.6812876831722259
fs3,12-month horizon,pooled,0.081362086038068,0.9001825928180158,0.83,0.6812876831722259
fs3,12-month horizon,pooled,0.07123996039168225,0.9094101123595506,0.84,0.6812876831722259
fs3,12-month horizon,pooled,0.06155792716470459,0.9179655455291222,0.85,0.6812876831722259
fs3,12-month horizon,pooled,0.0511607437561888,0.929070929070929,0.86,0.6812876831722259
fs3,12-month horizon,pooled,0.0424139069204533,0.9390986601705238,0.87,0.6812876831722259
fs3,12-month horizon,pooled,0.03575750907690615,0.9516837481698389,0.88,0.6812876831722259
fs3,12-month horizon,pooled,0.02871603036637694,0.9666666666666667,0.89,0.6812876831722259
fs3,12-month horizon,pooled,0.021894597865551767,0.9707317073170731,0.9,0.6812876831722259
fs3,12-month horizon,pooled,0.016833535042358894,0.9776357827476039,0.91,0.6812876831722259
fs3,12-month horizon,pooled,0.0122125646385741,0.9779735682819384,0.92,0.6812876831722259
fs3,12-month horizon,pooled,0.008966883045439543,0.9878787878787879,0.93,0.6812876831722259
fs3,12-month horizon,pooled,0.006161293871713059,0.9911504424778761,0.94,0.6812876831722259
fs3,12-month horizon,pooled,0.004180877984376719,1.0,0.95,0.6812876831722259
fs3,12-month horizon,pooled,0.0024755198591704256,1.0,0.96,0.6812876831722259
fs3,12-month horizon,pooled,0.0012102541533722082,1.0,0.97,0.6812876831722259
fs3,12-month horizon,pooled,0.0004400924194080757,1.0,0.98,0.6812876831722259
fs3,12-month horizon,pooled,5.501155242600946e-05,1.0,0.99,0.6812876831722259
fs3,12-month horizon,pooled,0.0,1.0,,0.6812876831722259
fs3,12-month horizon,partitioned,1.0,0.29230249722619756,0.0,0.7004463370286801
fs3,12-month horizon,partitioned,0.999944988447574,0.2946363444799248,0.01,0.7004463370286801
fs3,12-month horizon,partitioned,0.9997799537902959,0.29971799396408133,0.02,0.7004463370286801
fs3,12-month horizon,partitioned,0.9993398613708879,0.3061496199673054,0.03,0.7004463370286801
fs3,12-month horizon,partitioned,0.9979645725602376,0.31356518131849137,0.04,0.7004463370286801
fs3,12-month horizon,partitioned,0.9958191220156233,0.32163036139440676,0.05,0.7004463370286801
fs3,12-month horizon,partitioned,0.9930685443943228,0.3297831527795539,0.06,0.7004463370286801
fs3,12-month horizon,partitioned,0.9902079436681703,0.3368830828545227,0.07,0.7004463370286801
fs3,12-month horizon,partitioned,0.9872923313895918,0.34399018649493035,0.08,0.7004463370286801
fs3,12-month horizon,partitioned,0.9842116844537353,0.350934661932877,0.09,0.7004463370286801
fs3,12-month horizon,partitioned,0.9813510837275828,0.3583567697870631,0.1,0.7004463370286801
fs3,12-month horizon,partitioned,0.9772802288480581,0.3656327824315146,0.11,0.7004463370286801
fs3,12-month horizon,partitioned,0.9729893277588294,0.37368743529610615,0.12,0.7004463370286801
fs3,12-month horizon,partitioned,0.9678732533832105,0.38241175447748216,0.13,0.7004463370286801
fs3,12-month horizon,partitioned,0.9626471559027395,0.3914589951232607,0.14,0.7004463370286801
fs3,12-month horizon,partitioned,0.9564858620310265,0.40081606307199336,0.15,0.7004463370286801
fs3,12-month horizon,partitioned,0.9495544064253493,0.4107023888836014,0.16,0.7004463370286801
fs3,12-month horizon,partitioned,0.94196281219056,0.42059885534622093,0.17,0.7004463370286801
fs3,12-month horizon,partitioned,0.9344812410606227,0.43027938904227564,0.18,0.7004463370286801
fs3,12-month horizon,partitioned,0.9277698316646495,0.44085740426088094,0.19,0.7004463370286801
fs3,12-month horizon,partitioned,0.9191330179337661,0.4503261279715379,0.2,0.7004463370286801
fs3,12-month horizon,partitioned,0.9106612388601606,0.46047287899860917,0.21,0.7004463370286801
fs3,12-month horizon,partitioned,0.9020794366817032,0.47012614678899084,0.22,0.7004463370286801
fs3,12-month horizon,partitioned,0.8920673341401695,0.4787293714758067,0.23,0.7004463370286801
fs3,12-month horizon,partitioned,0.8826053471228958,0.48810465470033465,0.24,0.7004463370286801
fs3,12-month horizon,partitioned,0.8739685333920123,0.4978066052516137,0.25,0.7004463370286801
fs3,12-month horizon,partitioned,0.8647816041368688,0.5068515234563921,0.26,0.7004463370286801
fs3,12-month horizon,partitioned,0.8551545824623171,0.5156400305171327,0.27,0.7004463370286801
fs3,12-month horizon,partitioned,0.8453625261304875,0.5253136430451577,0.28,0.7004463370286801
fs3,12-month horizon,partitioned,0.8355154582462317,0.5343371798480158,0.29,0.7004463370286801
fs3,12-month horizon,partitioned,0.8249532401804379,0.5432349212099258,0.3,0.7004463370286801
fs3,12-month horizon,partitioned,0.8137308834855319,0.5516932716694017,0.31,0.7004463370286801
fs3,12-month horizon,partitioned,0.8016283419518099,0.5602029832385053,0.32,0.7004463370286801
fs3,12-month horizon,partitioned,0.7897458466277918,0.5693436446559588,0.33,0.7004463370286801
fs3,12-month horizon,partitioned,0.7763780393882715,0.5769592412411594,0.34,0.7004463370286801
fs3,12-month horizon,partitioned,0.7621850588623611,0.583810888252149,0.35,0.7004463370286801
fs3,12-month horizon,partitioned,0.7492573440422489,0.5915566365531619,0.36,0.7004463370286801
fs3,12-month horizon,partitioned,0.7365496754318407,0.6006460006280562,0.37,0.7004463370286801
fs3,12-month horizon,partitioned,0.7240070414787105,0.6070851976567185,0.38,0.7004463370286801
fs3,12-month horizon,partitioned,0.7105842226867642,0.6136342042755344,0.39,0.7004463370286801
fs3,12-month horizon,partitioned,0.697656507866652,0.6211186208247624,0.4,0.7004463370286801
fs3,12-month horizon,partitioned,0.6836835735504456,0.6273282519812226,0.41,0.7004463370286801
fs3,12-month horizon,partitioned,0.6707558587303334,0.6336659390915705,0.42,0.7004463370286801
fs3,12-month horizon,partitioned,0.6582682363296293,0.6410586092360442,0.43,0.7004463370286801
fs3,12-month horizon,partitioned,0.6444603366707008,0.6478818714743945,0.44,0.7004463370286801
fs3,12-month horizon,partitioned,0.6314225987457366,0.6531239330829635,0.45,0.7004463370286801
fs3,12-month horizon,partitioned,0.6188799647926064,0.6596692857980533,0.46,0.7004463370286801
fs3,12-month horizon,partitioned,0.6054571460006601,0.6650151057401813,0.47,0.7004463370286801
fs3,12-month horizon,partitioned,0.5910991308174717,0.6716884415827967,0.48,0.7004463370286801
fs3,12-month horizon,partitioned,0.5762460116624492,0.6756320949432405,0.49,0.7004463370286801
fs3,12-month horizon,partitioned,0.5628231928705028,0.6815668509759509,0.5,0.7004463370286801
fs3,12-month horizon,partitioned,0.5474199581912201,0.6873661670235546,0.51,0.7004463370286801
fs3,12-month horizon,partitioned,0.5335020354274398,0.6930112905530942,0.52,0.7004463370286801
fs3,12-month horizon,partitioned,0.5194740895588074,0.6994296718761573,0.53,0.7004463370286801
fs3,12-month horizon,partitioned,0.5046759819562108,0.7045541817064741,0.54,0.7004463370286801
fs3,12-month horizon,partitioned,0.49042798987787434,0.7088335851156874,0.55,0.7004463370286801
fs3,12-month horizon,partitioned,0.47772032126746616,0.7145560766888834,0.56,0.7004463370286801
fs3,12-month horizon,partitioned,0.4640224447133898,0.7196484941557888,0.57,0.7004463370286801
fs3,12-month horizon,partitioned,0.45147981076025967,0.7275064267352185,0.58,0.7004463370286801
fs3,12-month horizon,partitioned,0.436241610738255,0.7318874019381634,0.59,0.7004463370286801
fs3,12-month horizon,partitioned,0.4230388381560128,0.7385708797541298,0.6,0.7004463370286801
fs3,12-month horizon,partitioned,0.4110463197271427,0.74481658692185,0.61,0.7004463370286801
fs3,12-month horizon,partitioned,0.3999339861370888,0.7525100921229686,0.62,0.7004463370286801
fs3,12-month horizon,partitioned,0.3878314446033667,0.7596164206443271,0.63,0.7004463370286801
fs3,12-month horizon,partitioned,0.37583892617449666,0.7666068222621185,0.64,0.7004463370286801
fs3,12-month horizon,partitioned,0.3634613268786445,0.7739252664870564,0.65,0.7004463370286801
fs3,12-month horizon,partitioned,0.3510287160303664,0.7812193927522038,0.66,0.7004463370286801
fs3,12-month horizon,partitioned,0.33925624381120034,0.7884172845819484,0.67,0.7004463370286801
fs3,12-month horizon,partitioned,0.32786885245901637,0.7964720032072699,0.68,0.7004463370286801
fs3,12-month horizon,partitioned,0.3158213224777203,0.803836460375245,0.69,0.7004463370286801
fs3,12-month horizon,partitioned,0.3041038618109803,0.8100820633059789,0.7,0.7004463370286801
fs3,12-month horizon,partitioned,0.2929365166685004,0.8169683952132556,0.71,0.7004463370286801
fs3,12-month horizon,partitioned,0.28094399823963034,0.8237096774193549,0.72,0.7004463370286801
fs3,12-month horizon,partitioned,0.2669160523709979,0.8261535841988762,0.73,0.7004463370286801
fs3,12-month horizon,partitioned,0.25437341841786776,0.833603749774653,0.74,0.7004463370286801
fs3,12-month horizon,partitioned,0.24287600396083178,0.8393536121673004,0.75,0.7004463370286801
fs3,12-month horizon,partitioned,0.23121355484651776,0.8453338696701529,0.76,0.7004463370286801
fs3,12-month horizon,partitioned,0.2214214985146881,0.8509513742071881,0.77,0.7004463370286801
fs3,12-month horizon,partitioned,0.21102431510617228,0.8572067039106145,0.78,0.7004463370286801
fs3,12-month horizon,partitioned,0.20189239740345472,0.8655660377358491,0.79,0.7004463370286801
fs3,12-month horizon,partitioned,0.19056001760369679,0.872544080604534,0.8,0.7004463370286801
fs3,12-month horizon,partitioned,0.17988777643305093,0.8811641067097817,0.81,0.7004463370286801
fs3,12-month horizon,partitioned,0.16949059302453515,0.890205143022248,0.82,0.7004463370286801
fs3,12-month horizon,partitioned,0.1605237099790956,0.8997841504779525,0.83,0.7004463370286801
fs3,12-month horizon,partitioned,0.15210694245791617,0.9083442838370565,0.84,0.7004463370286801
fs3,12-month horizon,partitioned,0.1424249092309385,0.9180851063829787,0.85,0.7004463370286801
fs3,12-month horizon,partitioned,0.1308174716690505,0.9192114418245072,0.86,0.7004463370286801
fs3,12-month horizon,partitioned,0.11921003410716251,0.9248826291079812,0.87,0.7004463370286801
fs3,12-month horizon,partitioned,0.10820772362196061,0.9295841209829868,0.88,0.7004463370286801
fs3,12-month horizon,partitioned,0.09616019364066454,0.9327641408751334,0.89,0.7004463370286801
fs3,12-month horizon,partitioned,0.08587303333700078,0.9381009615384616,0.9,0.7004463370286801
fs3,12-month horizon,partitioned,0.07509076906150292,0.9407305306685044,0.91,0.7004463370286801
fs3,12-month horizon,partitioned,0.0651336780723952,0.9434262948207172,0.92,0.7004463370286801
fs3,12-month horizon,partitioned,0.055671691055121576,0.9431500465983225,0.93,0.7004463370286801
fs3,12-month horizon,partitioned,0.04582462317086588,0.9433748584371461,0.94,0.7004463370286801
