partition_id,training_rows,classes_present,local_model_fitted,reason
0,2787,2,True,
1,2825,2,True,
2,1232,2,True,
3,3025,2,True,
4,2545,2,True,
5,2512,2,True,
6,926,2,True,
7,2257,2,True,
8,1866,2,True,
9,7439,2,True,
10,2202,2,True,
11,1940,2,True,
12,3294,2,True,
13,1216,2,True,
