partition_id,training_rows,classes_present,local_model_fitted,reason
0,1850,2,True,
1,1158,2,True,
2,5754,2,True,
3,5850,2,True,
4,3000,2,True,
5,1420,2,True,
6,1004,2,True,
7,1250,2,True,
8,1107,2,True,
9,2022,2,True,
10,2130,2,True,
11,1870,2,True,
12,4670,2,True,
13,3340,2,True,
