name,arm,variant,year,month,forecasting_scope,horizon_months,target_month,map_roles,status,reason,real_fitting_rows,real_validation_rows,labeled_target_rows,n_terminal_partitions,f1(1),f1_base(1),seconds
GeoRF-B_2014_01_fs1,B,GeoRF-B,2014,1,1,4,2014-01,['calibration'],completed,,43732,14576,4860,1,0.0,0.0,24.79
GeoRF-B_2014_01_fs2,B,GeoRF-B,2014,1,2,8,2014-01,['calibration'],completed,,43729,14576,4860,14,0.10852713178294572,0.0,48.4
GeoRF-B_2014_01_fs3,B,GeoRF-B,2014,1,3,12,2014-01,['calibration'],completed,,38867,14572,4860,1,0.0641025641025641,0.0641025641025641,19.76
GeoRF-B_2014_04_fs1,B,GeoRF-B,2014,4,1,4,2014-04,['calibration'],completed,,43733,14578,4860,1,0.0,0.0,25.18
GeoRF-B_2014_04_fs2,B,GeoRF-B,2014,4,2,8,2014-04,['calibration'],completed,,43732,14576,4860,7,0.0,0.0,36.38
GeoRF-B_2014_04_fs3,B,GeoRF-B,2014,4,3,12,2014-04,['calibration'],completed,,38869,14576,4860,11,0.04285714285714285,0.030303030303030304,48.05
GeoRF-B_2014_07_fs1,B,GeoRF-B,2014,7,1,4,2014-07,['calibration'],completed,,43735,14579,4860,6,0.006802721088435374,0.0,41.56
GeoRF-B_2014_07_fs2,B,GeoRF-B,2014,7,2,8,2014-07,['calibration'],completed,,43733,14578,4860,1,0.0,0.0,24.61
GeoRF-B_2014_07_fs3,B,GeoRF-B,2014,7,3,12,2014-07,['calibration'],completed,,38872,14576,4860,1,0.013422818791946308,0.013422818791946308,20.77
GeoRF-B_2014_10_fs1,B,GeoRF-B,2014,10,1,4,2014-10,['calibration'],completed,,43727,14576,5009,7,0.021220159151193633,0.0,39.75
GeoRF-B_2014_10_fs2,B,GeoRF-B,2014,10,2,8,2014-10,['calibration'],completed,,43726,14576,5009,1,0.0,0.0,29.22
GeoRF-B_2014_10_fs3,B,GeoRF-B,2014,10,3,12,2014-10,['calibration'],completed,,38867,14573,5009,7,0.005319148936170213,0.005319148936170213,35.6
GeoRF-B_2015_01_fs1,B,GeoRF-B,2015,1,1,4,2015-01,['calibration'],completed,,43728,14576,5009,5,0.017467248908296942,0.0,40.7
GeoRF-B_2015_01_fs2,B,GeoRF-B,2015,1,2,8,2015-01,['calibration'],completed,,43727,14576,5009,7,0.0,0.0,42.63
GeoRF-B_2015_01_fs3,B,GeoRF-B,2015,1,3,12,2015-01,['calibration'],completed,,38868,14575,5009,1,0.0,0.0,23.65
GeoRF-B_2015_04_fs1,B,GeoRF-B,2015,4,1,4,2015-04,['calibration'],completed,,43879,14576,5009,9,0.15748031496062992,0.15094339622641506,52.39
GeoRF-B_2015_04_fs2,B,GeoRF-B,2015,4,2,8,2015-04,['calibration'],completed,,43728,14576,5009,7,0.0169971671388102,0.005813953488372093,48.08
GeoRF-B_2015_04_fs3,B,GeoRF-B,2015,4,3,12,2015-04,['calibration'],completed,,38868,14576,5009,5,0.0,0.0,33.67
GeoRF-B_2015_07_fs1,B,GeoRF-B,2015,7,1,4,2015-07,['calibration'],completed,,43880,14726,5009,7,0.06382978723404256,0.046511627906976744,40.83
GeoRF-B_2015_07_fs2,B,GeoRF-B,2015,7,2,8,2015-07,['calibration'],completed,,43879,14576,5009,7,0.22727272727272727,0.22727272727272727,40.94
GeoRF-B_2015_07_fs3,B,GeoRF-B,2015,7,3,12,2015-07,['calibration'],completed,,38869,14576,5009,4,0.0,0.0,34.06
GeoRF-B_2015_10_fs1,B,GeoRF-B,2015,10,1,4,2015-10,['calibration'],completed,,44030,14727,5009,5,0.03825136612021858,0.013831258644536654,40.37
GeoRF-B_2015_10_fs2,B,GeoRF-B,2015,10,2,8,2015-10,['calibration'],completed,,43880,14726,5009,6,0.04625850340136055,0.043596730245231606,39.6
GeoRF-B_2015_10_fs3,B,GeoRF-B,2015,10,3,12,2015-10,['calibration'],completed,,38870,14576,5009,3,0.0,0.0,32.46
GeoRF-B_2016_02_fs1,B,GeoRF-B,2016,2,1,4,2016-02,"['calibration', 'selection']",completed,,39322,14727,5163,6,0.048220436280137766,0.016336056009334892,39.08
GeoRF-B_2016_02_fs2,B,GeoRF-B,2016,2,2,8,2016-02,"['calibration', 'selection']",completed,,44030,14727,5163,4,0.0323699421965318,0.009367681498829038,41.0
GeoRF-B_2016_02_fs3,B,GeoRF-B,2016,2,3,12,2016-02,"['calibration', 'selection']",completed,,43880,14726,5163,7,0.011695906432748537,0.002350176263219741,44.05
GeoRF-B_2016_06_fs1,B,GeoRF-B,2016,6,1,4,2016-06,"['calibration', 'selection']",completed,,39468,14726,5162,5,0.0780711825487945,0.04700352526439483,40.38
GeoRF-B_2016_06_fs2,B,GeoRF-B,2016,6,2,8,2016-06,"['calibration', 'selection']",completed,,39319,14726,5162,5,0.08495981630309989,0.07184241019698726,41.72
GeoRF-B_2016_06_fs3,B,GeoRF-B,2016,6,3,12,2016-06,"['calibration', 'selection']",completed,,44028,14726,5162,7,0.05158264947245018,0.04700352526439483,44.97
GeoRF-B_2016_10_fs1,B,GeoRF-B,2016,10,1,4,2016-10,"['calibration', 'selection']",completed,,39598,14866,5359,7,0.41124260355029585,0.380503144654088,39.84
GeoRF-B_2016_10_fs2,B,GeoRF-B,2016,10,2,8,2016-10,"['calibration', 'selection']",completed,,39444,14717,5359,1,0.026974951830443163,0.026974951830443163,26.15
GeoRF-B_2016_10_fs3,B,GeoRF-B,2016,10,3,12,2016-10,"['calibration', 'selection']",completed,,39295,14717,5359,4,0.049335863377609104,0.0494296577946768,38.53
