partition_id,training_rows,classes_present,local_model_fitted,reason
0,1980,2,True,
1,340,2,True,
2,5103,2,True,
3,800,2,True,
4,1602,1,False,single_class
5,576,1,False,single_class
6,423,1,False,single_class
7,3436,2,True,
8,620,2,True,
9,1323,1,False,single_class
10,1821,2,True,
11,1170,2,True,
12,2932,2,True,
13,990,2,True,
14,1953,2,True,
15,1269,2,True,
16,1737,2,True,
17,2925,2,True,
