partition_id,training_rows,classes_present,local_model_fitted,reason
0,3010,2,True,
1,7050,2,True,
2,5293,2,True,
3,1120,1,False,single_class
4,1740,2,True,
5,1158,2,True,
6,3600,2,True,
7,1830,2,True,
8,2020,2,True,
9,950,2,True,
10,1760,1,False,single_class
11,847,2,True,
12,2010,2,True,
13,600,2,True,
14,1700,2,True,
15,1100,2,True,
16,2347,2,True,
17,1310,2,True,
