partition_id,training_rows,classes_present,local_model_fitted,reason
0,2808,2,True,
1,2876,2,True,
2,1232,2,True,
3,3154,2,True,
4,4072,2,True,
5,2424,2,True,
6,896,2,True,
7,2262,2,True,
8,1792,2,True,
9,8516,2,True,
10,2164,2,True,
11,1916,2,True,
12,3456,2,True,
13,1224,2,True,
