partition_id,training_rows,classes_present,local_model_fitted,reason
0,2781,2,True,
1,2846,2,True,
2,1232,2,True,
3,3068,2,True,
4,1527,2,True,
5,2512,2,True,
6,956,2,True,
7,2254,2,True,
8,1842,2,True,
9,7426,2,True,
10,2220,2,True,
11,1912,2,True,
12,3133,2,True,
13,1208,2,True,
