FEWSNET_admin_code,target_month,target_label,partition_id
0,2016-06,1,8
0,2016-10,0,8
0,2017-02,1,8
0,2017-06,0,8
0,2017-10,0,8
0,2018-02,1,8
0,2018-06,1,8
0,2018-10,1,8
1,2016-06,0,8
1,2016-10,0,8
1,2017-02,0,8
1,2017-06,0,8
1,2017-10,0,8
1,2018-02,0,8
1,2018-06,1,8
1,2018-10,0,8
2,2016-06,0,2
2,2016-10,0,2
2,2017-02,0,2
2,2017-06,1,2
2,2017-10,1,2
2,2018-02,1,2
2,2018-06,1,2
2,2018-10,1,2
3,2016-06,1,0
3,2016-10,1,0
3,2017-02,1,0
3,2017-06,1,0
3,2017-10,1,0
3,2018-02,1,0
3,2018-06,1,0
3,2018-10,0,0
4,2016-06,1,0
4,2016-10,1,0
4,2017-02,1,0
4,2017-06,1,0
4,2017-10,1,0
4,2018-02,1,0
4,2018-06,1,0
4,2018-10,1,0
5,2016-06,1,0
5,2016-10,1,0
5,2017-02,1,0
5,2017-06,1,0
5,2017-10,1,0
5,2018-02,1,0
5,2018-06,1,0
5,2018-10,1,0
6,2016-06,1,2
6,2016-10,1,2
6,2017-02,1,2
6,2017-06,1,2
6,2017-10,1,2
6,2018-02,1,2
6,2018-06,1,2
6,2018-10,0,2
7,2016-06,1,0
7,2016-10,1,0
7,2017-02,1,0
7,2017-06,1,0
7,2017-10,1,0
7,2018-02,1,0
7,2018-06,1,0
7,2018-10,1,0
8,2016-06,0,0
8,2016-10,0,0
8,2017-02,0,0
8,2017-06,0,0
8,2017-10,1,0
8,2018-02,1,0
8,2018-06,1,0
8,2018-10,1,0
9,2016-06,1,2
9,2016-10,1,2
9,2017-02,1,2
9,2017-06,1,2
9,2017-10,1,2
9,2018-02,1,2
9,2018-06,1,2
9,2018-10,1,2
10,2016-06,1,2
10,2016-10,1,2
10,2017-02,1,2
10,2017-06,1,2
10,2017-10,1,2
10,2018-02,1,2
10,2018-06,1,2
10,2018-10,1,2
11,2016-06,0,0
11,2016-10,1,0
11,2017-02,0,0
11,2017-06,1,0
11,2017-10,0,0
11,2018-02,1,0
11,2018-06,1,0
11,2018-10,1,0
12,2016-06,1,9
12,2016-10,0,9
12,2017-02,1,9
12,2017-06,1,9
12,2017-10,0,9
12,2018-02,1,9
12,2018-06,0,9
12,2018-10,1,9
13,2016-06,1,0
13,2016-10,1,0
13,2017-02,1,0
13,2017-06,1,0
13,2017-10,1,0
13,2018-02,1,0
13,2018-06,1,0
13,2018-10,1,0
14,2016-06,1,0
14,2016-10,0,0
14,2017-02,1,0
14,2017-06,1,0
14,2017-10,1,0
14,2018-02,1,0
14,2018-06,1,0
14,2018-10,1,0
15,2016-06,1,2
15,2016-10,1,2
15,2017-02,1,2
15,2017-06,1,2
15,2017-10,1,2
15,2018-02,1,2
15,2018-06,1,2
15,2018-10,1,2
16,2016-06,0,0
16,2016-10,0,0
16,2017-02,0,0
16,2017-06,1,0
16,2017-10,0,0
16,2018-02,1,0
16,2018-06,1,0
16,2018-10,0,0
17,2016-06,1,0
17,2016-10,1,0
17,2017-02,1,0
17,2017-06,1,0
17,2017-10,1,0
17,2018-02,1,0
17,2018-06,1,0
17,2018-10,1,0
18,2016-06,1,8
18,2016-10,1,8
18,2017-02,1,8
18,2017-06,1,8
18,2017-10,1,8
18,2018-02,1,8
18,2018-06,1,8
18,2018-10,1,8
19,2016-06,1,0
19,2016-10,0,0
19,2017-02,1,0
19,2017-06,1,0
19,2017-10,1,0
19,2018-02,1,0
19,2018-06,1,0
19,2018-10,0,0
20,2016-06,1,0
20,2016-10,0,0
20,2017-02,0,0
20,2017-06,1,0
20,2017-10,1,0
20,2018-02,1,0
20,2018-06,1,0
20,2018-10,0,0
21,2016-06,1,8
21,2016-10,1,8
21,2017-02,1,8
21,2017-06,1,8
21,2017-10,1,8
21,2018-02,1,8
21,2018-06,1,8
21,2018-10,1,8
22,2016-06,0,0
22,2016-10,0,0
22,2017-02,0,0
22,2017-06,0,0
22,2017-10,0,0
22,2018-02,0,0
22,2018-06,0,0
22,2018-10,0,0
23,2016-06,1,9
23,2016-10,0,9
23,2017-02,1,9
23,2017-06,1,9
23,2017-10,1,9
23,2018-02,1,9
23,2018-06,0,9
23,2018-10,1,9
24,2016-06,0,0
24,2016-10,1,0
24,2017-02,1,0
24,2017-06,1,0
24,2017-10,1,0
24,2018-02,1,0
24,2018-06,1,0
24,2018-10,1,0
25,2016-06,1,2
25,2016-10,1,2
25,2017-02,1,2
25,2017-06,1,2
25,2017-10,1,2
25,2018-02,0,2
25,2018-06,1,2
25,2018-10,0,2
26,2016-06,0,9
26,2016-10,0,9
26,2017-02,1,9
26,2017-06,1,9
26,2017-10,1,9
26,2018-02,1,9
26,2018-06,1,9
26,2018-10,1,9
27,2016-06,1,2
27,2016-10,0,2
27,2017-02,1,2
27,2017-06,1,2
27,2017-10,1,2
27,2018-02,1,2
27,2018-06,1,2
27,2018-10,1,2
28,2016-06,1,9
28,2016-10,1,9
28,2017-02,1,9
28,2017-06,1,9
28,2017-10,1,9
28,2018-02,1,9
28,2018-06,1,9
28,2018-10,1,9
29,2016-06,1,9
29,2016-10,0,9
29,2017-02,1,9
29,2017-06,1,9
29,2017-10,1,9
29,2018-02,1,9
29,2018-06,1,9
29,2018-10,1,9
30,2016-06,1,8
30,2016-10,1,8
30,2017-02,1,8
30,2017-06,1,8
30,2017-10,1,8
30,2018-02,1,8
30,2018-06,1,8
30,2018-10,1,8
31,2016-06,0,0
31,2016-10,1,0
31,2017-02,1,0
31,2017-06,1,0
31,2017-10,1,0
31,2018-02,1,0
31,2018-06,1,0
31,2018-10,1,0
32,2016-06,1,6
32,2016-10,1,6
32,2017-02,1,6
32,2017-06,1,6
32,2017-10,1,6
32,2018-02,1,6
32,2018-06,1,6
32,2018-10,1,6
33,2016-06,1,2
33,2016-10,0,2
33,2017-02,1,2
33,2017-06,1,2
33,2017-10,1,2
33,2018-02,1,2
33,2018-06,1,2
33,2018-10,1,2
34,2016-06,1,0
34,2016-10,0,0
34,2017-02,1,0
34,2017-06,1,0
34,2017-10,1,0
34,2018-02,1,0
34,2018-06,1,0
34,2018-10,1,0
35,2016-06,1,2
35,2016-10,1,2
35,2017-02,1,2
35,2017-06,1,2
35,2017-10,1,2
35,2018-02,1,2
35,2018-06,1,2
35,2018-10,1,2
36,2016-06,0,6
36,2016-10,0,6
36,2017-02,0,6
36,2017-06,0,6
36,2017-10,0,6
36,2018-02,1,6
36,2018-06,1,6
36,2018-10,1,6
37,2016-06,1,9
37,2016-10,1,9
37,2017-02,1,9
37,2017-06,1,9
37,2017-10,1,9
37,2018-02,0,9
37,2018-06,0,9
37,2018-10,0,9
38,2016-06,1,2
38,2016-10,0,2
38,2017-02,1,2
38,2017-06,0,2
38,2017-10,1,2
38,2018-02,1,2
38,2018-06,1,2
38,2018-10,1,2
39,2016-06,1,8
39,2016-10,1,8
39,2017-02,1,8
39,2017-06,1,8
39,2017-10,1,8
39,2018-02,1,8
39,2018-06,1,8
39,2018-10,1,8
40,2016-06,1,6
40,2016-10,1,6
40,2017-02,1,6
40,2017-06,1,6
40,2017-10,1,6
40,2018-02,1,6
40,2018-06,1,6
40,2018-10,1,6
41,2016-06,0,0
41,2016-10,0,0
41,2017-02,0,0
41,2017-06,0,0
41,2017-10,0,0
41,2018-02,0,0
41,2018-06,0,0
41,2018-10,0,0
42,2016-06,1,0
42,2016-10,1,0
42,2017-02,1,0
42,2017-06,1,0
42,2017-10,1,0
42,2018-02,1,0
42,2018-06,1,0
42,2018-10,1,0
43,2016-06,0,8
43,2016-10,0,8
43,2017-02,1,8
43,2017-06,1,8
43,2017-10,1,8
43,2018-02,1,8
43,2018-06,1,8
43,2018-10,1,8
44,2016-06,0,6
44,2016-10,0,6
44,2017-02,0,6
44,2017-06,0,6
44,2017-10,0,6
44,2018-02,1,6
44,2018-06,1,6
44,2018-10,0,6
45,2016-06,0,0
45,2016-10,0,0
45,2017-02,1,0
45,2017-06,1,0
45,2017-10,1,0
45,2018-02,1,0
45,2018-06,1,0
45,2018-10,1,0
46,2016-06,1,0
46,2016-10,1,0
46,2017-02,1,0
46,2017-06,0,0
46,2017-10,0,0
46,2018-02,1,0
46,2018-06,1,0
46,2018-10,1,0
47,2016-06,1,0
47,2016-10,1,0
47,2017-02,1,0
47,2017-06,1,0
47,2017-10,0,0
47,2018-02,1,0
47,2018-06,1,0
47,2018-10,1,0
48,2016-06,1,0
48,2016-10,1,0
48,2017-02,0,0
48,2017-06,1,0
48,2017-10,0,0
48,2018-02,1,0
48,2018-06,1,0
48,2018-10,1,0
49,2016-06,0,0
49,2016-10,0,0
49,2017-02,0,0
49,2017-06,0,0
49,2017-10,0,0
49,2018-02,0,0
49,2018-06,0,0
49,2018-10,1,0
50,2016-06,1,2
50,2016-10,0,2
50,2017-02,1,2
50,2017-06,1,2
50,2017-10,1,2
50,2018-02,1,2
50,2018-06,1,2
50,2018-10,1,2
51,2016-06,0,0
51,2016-10,0,0
51,2017-02,0,0
51,2017-06,0,0
51,2017-10,0,0
51,2018-02,0,0
51,2018-06,0,0
51,2018-10,0,0
52,2016-06,1,6
52,2016-10,1,6
52,2017-02,1,6
52,2017-06,1,6
52,2017-10,1,6
52,2018-02,1,6
52,2018-06,1,6
52,2018-10,1,6
53,2016-06,1,8
53,2016-10,1,8
53,2017-02,1,8
53,2017-06,1,8
53,2017-10,1,8
53,2018-02,1,8
53,2018-06,1,8
53,2018-10,1,8
54,2016-06,0,8
54,2016-10,0,8
54,2017-02,0,8
54,2017-06,0,8
54,2017-10,0,8
54,2018-02,1,8
54,2018-06,1,8
54,2018-10,0,8
55,2016-06,1,0
55,2016-10,0,0
55,2017-02,1,0
55,2017-06,1,0
55,2017-10,1,0
55,2018-02,1,0
55,2018-06,1,0
55,2018-10,1,0
56,2016-06,1,2
56,2016-10,0,2
56,2017-02,0,2
56,2017-06,0,2
56,2017-10,1,2
56,2018-02,0,2
56,2018-06,1,2
56,2018-10,0,2
57,2016-06,1,0
57,2016-10,1,0
57,2017-02,1,0
57,2017-06,1,0
57,2017-10,1,0
57,2018-02,1,0
57,2018-06,1,0
57,2018-10,1,0
58,2016-06,0,1
58,2016-10,0,1
58,2017-02,0,1
58,2017-06,0,1
58,2017-10,0,1
58,2018-02,1,1
58,2018-06,1,1
58,2018-10,0,1
59,2016-06,0,8
59,2016-10,0,8
59,2017-02,1,8
59,2017-06,1,8
59,2017-10,1,8
59,2018-02,1,8
59,2018-06,1,8
59,2018-10,1,8
60,2016-06,1,0
60,2016-10,0,0
60,2017-02,1,0
60,2017-06,1,0
60,2017-10,1,0
60,2018-02,1,0
60,2018-06,1,0
60,2018-10,1,0
61,2016-06,1,0
61,2016-10,0,0
61,2017-02,1,0
61,2017-06,1,0
61,2017-10,1,0
61,2018-02,1,0
61,2018-06,1,0
61,2018-10,1,0
62,2016-06,1,0
62,2016-10,0,0
62,2017-02,1,0
62,2017-06,1,0
62,2017-10,1,0
62,2018-02,1,0
62,2018-06,1,0
62,2018-10,1,0
63,2016-06,0,0
63,2016-10,0,0
63,2017-02,0,0
63,2017-06,0,0
63,2017-10,0,0
63,2018-02,0,0
63,2018-06,0,0
63,2018-10,0,0
64,2016-06,0,0
64,2016-10,0,0
64,2017-02,1,0
64,2017-06,1,0
64,2017-10,0,0
64,2018-02,1,0
64,2018-06,1,0
64,2018-10,0,0
65,2016-06,1,0
65,2016-10,0,0
65,2017-02,1,0
65,2017-06,1,0
65,2017-10,0,0
65,2018-02,1,0
65,2018-06,1,0
65,2018-10,0,0
66,2016-06,1,0
66,2016-10,0,0
66,2017-02,1,0
66,2017-06,1,0
66,2017-10,0,0
66,2018-02,1,0
66,2018-06,1,0
66,2018-10,0,0
67,2016-06,1,0
67,2016-10,0,0
67,2017-02,0,0
67,2017-06,1,0
67,2017-10,0,0
67,2018-02,1,0
67,2018-06,1,0
67,2018-10,0,0
68,2016-06,1,0
68,2016-10,1,0
68,2017-02,1,0
68,2017-06,1,0
68,2017-10,1,0
68,2018-02,1,0
68,2018-06,1,0
68,2018-10,0,0
69,2016-06,0,0
69,2016-10,1,0
69,2017-02,1,0
69,2017-06,1,0
69,2017-10,1,0
69,2018-02,1,0
69,2018-06,1,0
69,2018-10,1,0
70,2016-06,1,8
70,2016-10,0,8
70,2017-02,0,8
70,2017-06,1,8
70,2017-10,1,8
70,2018-02,1,8
70,2018-06,1,8
70,2018-10,0,8
71,2016-06,1,2
71,2016-10,1,2
71,2017-02,1,2
71,2017-06,1,2
71,2017-10,1,2
71,2018-02,1,2
71,2018-06,1,2
71,2018-10,1,2
72,2016-06,1,2
72,2016-10,0,2
72,2017-02,1,2
72,2017-06,1,2
72,2017-10,1,2
72,2018-02,1,2
72,2018-06,1,2
72,2018-10,1,2
73,2016-06,1,0
73,2016-10,1,0
73,2017-02,1,0
73,2017-06,1,0
73,2017-10,1,0
73,2018-02,1,0
73,2018-06,1,0
73,2018-10,1,0
74,2016-06,0,0
74,2016-10,0,0
74,2017-02,0,0
74,2017-06,0,0
74,2017-10,0,0
74,2018-02,1,0
74,2018-06,1,0
74,2018-10,1,0
75,2016-06,0,0
75,2016-10,0,0
75,2017-02,0,0
75,2017-06,1,0
75,2017-10,0,0
75,2018-02,1,0
75,2018-06,1,0
75,2018-10,0,0
76,2016-06,0,0
76,2016-10,1,0
76,2017-02,1,0
76,2017-06,1,0
76,2017-10,1,0
76,2018-02,1,0
76,2018-06,1,0
76,2018-10,1,0
77,2016-06,1,0
77,2016-10,0,0
77,2017-02,1,0
77,2017-06,1,0
77,2017-10,1,0
77,2018-02,1,0
77,2018-06,1,0
77,2018-10,1,0
78,2016-06,1,0
78,2016-10,0,0
78,2017-02,1,0
78,2017-06,1,0
78,2017-10,1,0
78,2018-02,1,0
78,2018-06,1,0
78,2018-10,1,0
79,2016-06,0,5
79,2016-10,0,5
79,2017-02,0,5
79,2017-06,1,5
79,2017-10,0,5
79,2018-02,0,5
79,2018-06,0,5
79,2018-10,0,5
80,2016-06,0,5
80,2016-10,0,5
80,2017-02,0,5
80,2017-06,0,5
80,2017-10,0,5
