partition_id,training_rows,classes_present,local_model_fitted,reason
0,3548,2,True,
1,3980,2,True,
2,510,1,False,single_class
3,1870,2,True,
4,302,2,True,
5,6065,2,True,
6,2920,2,True,
7,1270,2,True,
8,560,1,False,single_class
9,1500,2,True,
10,1389,2,True,
11,870,2,True,
12,2130,2,True,
13,1942,2,True,
14,2398,2,True,
15,1650,2,True,
16,4600,2,True,
