test_month,forecasting_scope,active_lag_months,threshold_enabled,selected_threshold,fallback_reason,validation_precision,validation_recall,validation_f1,validation_support,validation_positive_cases,fit_start,fit_end,validation_start,validation_end,test_precision,test_recall,test_f1,test_tp,test_fp,test_fn,test_tn
2021-02,1,4,True,0.48,,0.5505050505050505,0.6370882040382572,0.59064039408867,11012,1882,2018-02-01,2019-10-01,2020-02-01,2020-06-01,0.6314258001939864,0.5384615384615384,0.58125,651,380,558,3836
2021-06,1,4,True,0.55,,0.7270550678371908,0.5066740823136818,0.5971812520485087,10933,1798,2018-06-01,2020-02-01,2020-06-01,2020-10-01,0.6254416961130742,0.3619631901840491,0.4585492227979274,354,212,624,3195
2021-10,1,4,True,0.41,,0.5479744136460555,0.6299019607843137,0.5860889395667046,10852,2040,2018-10-01,2020-06-01,2020-10-01,2021-02-01,0.5901639344262295,0.7890410958904109,0.6752637749120751,864,600,231,3279
2022-02,1,4,True,0.43,,0.6163048294195835,0.6360310928212163,0.626012601260126,9810,2187,2019-02-01,2020-10-01,2021-02-01,2021-06-01,0.7058319039451115,0.5549561699258261,0.6213665534163836,823,343,660,3148
2022-06,1,4,True,0.43,,0.6080724254998114,0.7776169802219006,0.6824724809483489,9359,2073,2019-06-01,2021-02-01,2021-06-01,2021-10-01,0.8652482269503546,0.6756923076923077,0.7588113337940566,1098,171,527,3068
2022-10,1,4,True,0.34,,0.5966735966735967,0.7792862684251358,0.6758620689655173,9948,2578,2019-10-01,2021-06-01,2021-10-01,2022-02-01,0.6953162723322066,0.8938547486033519,0.7821835958718087,1440,631,171,2770
2023-02,1,4,True,0.29,,0.7282425603593486,0.8346203346203346,0.7778110944527736,9838,3108,2020-02-01,2021-10-01,2022-02-01,2022-06-01,0.552924791086351,0.9377952755905512,0.695677570093458,1191,963,79,2627
2023-06,1,4,True,0.39,,0.7736766809728183,0.8355995055624228,0.8034467389689497,9876,3236,2020-06-01,2022-02-01,2022-06-01,2022-10-01,0.7730294396961064,0.8344438749359303,0.8025634705447374,1628,478,323,3126
2023-10,1,4,True,0.45,,0.7719692110327133,0.8354737938215897,0.8024670778463077,9872,2881,2020-10-01,2022-06-01,2022-10-01,2023-02-01,0.7312579415501906,0.6843043995243757,0.7070024570024569,1151,423,531,3305
2024-02,1,4,True,0.42,,0.7773155851358846,0.8702266376901583,0.8211513109711439,10415,3221,2021-02-01,2022-10-01,2023-02-01,2023-06-01,0.7503774534474081,0.7709410548086867,0.7605202754399387,1491,496,443,3267
2024-06,1,4,True,0.37,,0.7613462519122897,0.8219102669969722,0.7904698874917274,10965,3633,2021-06-01,2023-02-01,2023-06-01,2023-10-01,0.6869158878504673,0.8254211332312404,0.7498261071180153,1617,737,342,3001
2024-10,1,4,True,0.39,,0.7053411704574495,0.8258527827648114,0.7608545830461751,10809,3342,2021-10-01,2023-06-01,2023-10-01,2024-02-01,0.5104797391709361,0.7936278059377263,0.6213151927437642,1096,1051,285,2904
