tau,class1_f1
0.0,0.3049930971007823
0.0028089887640449437,0.3077102531202613
0.006711409395973154,0.3088992974238876
0.015306122448979591,0.3102146732719981
0.016853932584269662,0.31254463223042134
0.0199203187250996,0.31415876065810017
0.022284122562674095,0.32353670634920634
0.02242152466367713,0.3252469676128548
0.02912621359223301,0.32752084912812734
0.03296703296703297,0.3302869559659999
0.040145985401459854,0.33167902030293267
0.04299065420560748,0.342
0.04319654427645788,0.3473102884025363
0.0437636761487965,0.35084310596072443
0.05486284289276808,0.3542985788659069
0.06716417910447761,0.3553292312044699
0.07575757575757576,0.35594425483503983
0.08056872037914692,0.35695387915623883
0.085,0.3620225536558749
0.09032258064516129,0.36372973369525347
0.09313725490196079,0.36846423510106663
0.10270270270270271,0.36902084270505325
0.1116751269035533,0.3732603239790098
0.11773940345368916,0.38458469640150006
0.12096774193548387,0.38638380253287086
0.12994350282485875,0.38827541409548555
0.13734835355285963,0.41156112618089985
0.14381270903010032,0.4204424693266351
0.158311345646438,0.4285283776996484
0.16,0.435277088502895
0.17073170731707318,0.4367911767766101
0.17318435754189945,0.4411234764175941
0.17894736842105263,0.44594885020416936
0.1956521739130435,0.44868321231169395
0.20155038759689922,0.4587470044505306
0.20566037735849058,0.4666666666666667
0.23170731707317074,0.478266223371506
0.2518987341772152,0.5748293921599746
0.2608695652173913,0.5769107771026543
0.2857142857142857,0.5785496060459882
0.3163265306122449,0.5842293906810035
0.375,0.5837273764878526
0.4,0.5836867862969005
0.46153846153846156,0.5857493857493857
0.4827586206896552,0.5862977602108037
0.5,0.5872649290663148
0.5833333333333334,0.5876526906569826
0.6,0.5877875227535992
0.625,0.5877483443708609
0.6428571428571429,0.5866755054690089
0.6842105263157895,0.5877076411960133
0.6875,0.5875706214689266
0.7142857142857143,0.5875311720698254
0.8484848484848485,0.5872963086132358
0.8793103448275862,0.5870216306156406
0.8974358974358975,0.5870216306156406
0.9310344827586207,0.5868841544607191
0.9568345323741008,0.5869420386409061
1.0,0.5857642940490082
