partition_id,training_rows,classes_present,local_model_fitted,reason
0,2043,2,True,
1,4977,2,True,
2,1156,2,True,
3,5727,2,True,
4,1926,2,True,
5,4599,2,True,
6,981,1,False,single_class
7,1215,2,True,
8,735,2,True,
9,2157,2,True,
10,3492,2,True,
11,1593,1,False,single_class
12,1260,1,False,single_class
13,558,2,True,
14,1449,2,True,
15,990,2,True,
16,810,2,True,
