test_month,model,precision,recall,f1,n,tp,fp,fn,tn,pct_err_all,pct_err_class1
2021-02,pooled,0.8120567375886525,0.37882547559966917,0.5166384658770445,5425,458,106,751,4110,0.15797235023041475,0.6211745244003308
2021-02,partitioned,0.6255458515283843,0.4739454094292804,0.5392941176470588,5425,573,343,636,3873,0.18046082949308756,0.5260545905707196
2021-02,partitioned_thresholded,0.5734797297297297,0.5616211745244003,0.5674885081487673,5425,679,505,530,3711,0.19078341013824884,0.43837882547559964
2021-06,pooled,0.701530612244898,0.28118609406952966,0.40145985401459855,4385,275,117,703,3290,0.18700114025085518,0.7188139059304703
2021-06,partitioned,0.6224188790560472,0.43149284253578735,0.5096618357487922,4385,422,256,556,3151,0.18517673888255415,0.5685071574642127
2021-06,partitioned_thresholded,0.636215334420881,0.3987730061349693,0.4902576995600252,4385,390,223,588,3184,0.18494868871151654,0.6012269938650306
2021-10,pooled,0.6842105263157895,0.34429223744292237,0.45808019441069264,4974,377,174,718,3705,0.17933252915158826,0.6557077625570776
2021-10,partitioned,0.6345811051693404,0.6502283105022831,0.6423094271538116,4974,712,410,383,3469,0.1594290309609972,0.3497716894977169
2021-10,partitioned_thresholded,0.5982596084118926,0.7534246575342466,0.6669361358124495,4974,825,554,270,3325,0.1656614394853237,0.2465753424657534
2022-02,pooled,0.7842809364548495,0.3162508428860418,0.4507448342143201,4974,469,129,1014,3362,0.22979493365500603,0.6837491571139582
2022-02,partitioned,0.7603686635944701,0.445043830074174,0.5614632071458953,4974,660,208,823,3283,0.2072778447929232,0.5549561699258261
2022-02,partitioned_thresholded,0.7051027170311465,0.7174645987862441,0.7112299465240642,4974,1064,445,419,3046,0.17370325693606756,0.2825354012137559
2022-06,pooled,0.9177304964539007,0.39815384615384614,0.5553648068669528,4864,647,58,978,3181,0.21299342105263158,0.6018461538461538
2022-06,partitioned,0.8799638989169675,0.6,0.7135016465422612,4864,975,133,650,3106,0.16097861842105263,0.4
2022-06,partitioned_thresholded,0.8561746987951807,0.6996923076923077,0.7700643413477819,4864,1137,191,488,3048,0.1395970394736842,0.30030769230769233
2022-10,pooled,0.851340373679935,0.6505276225946617,0.7375087966220971,5012,1048,183,563,3218,0.14884277733439744,0.3494723774053383
2022-10,partitioned,0.8170914542728636,0.6765983860955928,0.7402376910016978,5012,1090,244,521,3157,0.15263367916999201,0.3234016139044072
2022-10,partitioned_thresholded,0.702862783810464,0.8839230291744258,0.7830629639813033,5012,1424,602,187,2799,0.1574221867517957,0.11607697082557418
2023-02,pooled,0.8544776119402985,0.721259842519685,0.7822374039282664,4860,916,156,354,3434,0.10493827160493827,0.27874015748031494
2023-02,partitioned,0.7808734939759037,0.8165354330708662,0.7983063895304081,4860,1037,291,233,3299,0.10781893004115227,0.18346456692913385
2023-02,partitioned_thresholded,0.5628187297171998,0.9559055118110236,0.7084913918879487,4860,1214,943,56,2647,0.20555555555555555,0.04409448818897638
2023-06,pooled,0.9122165325530358,0.6391594054331112,0.7516576250753466,5555,1247,120,704,3484,0.14833483348334833,0.3608405945668888
2023-06,partitioned,0.8774811772758385,0.6570989236289082,0.7514654161781945,5555,1282,179,669,3425,0.15265526552655265,0.34290107637109174
2023-06,partitioned_thresholded,0.7535273368606702,0.875961045617632,0.8101445840246503,5555,1709,559,242,3045,0.1441944194419442,0.12403895438236802
2023-10,pooled,0.7444698703279939,0.5802615933412604,0.6521884396926161,5410,976,335,706,3393,0.1924214417744917,0.41973840665873957
2023-10,partitioned,0.7978260869565217,0.654577883472057,0.7191378184193337,5410,1101,279,581,3449,0.1589648798521257,0.3454221165279429
2023-10,partitioned_thresholded,0.7833219412166781,0.6813317479191439,0.7287758346581876,5410,1146,317,536,3411,0.1576709796672828,0.31866825208085614
2024-02,pooled,0.7704636519748139,0.6959669079627715,0.7313230100516164,5697,1346,401,588,3362,0.17360014042478497,0.30403309203722856
2024-02,partitioned,0.8178217821782178,0.640641158221303,0.7184691214844882,5697,1239,276,695,3487,0.17044058276285765,0.359358841778697
2024-02,partitioned_thresholded,0.7878250591016549,0.6892450879007239,0.7352454495311639,5697,1333,359,601,3404,0.16850974196945762,0.31075491209927614
2024-06,pooled,0.7207446808510638,0.6916794282797346,0.7059129981766085,5697,1355,525,604,3213,0.19817447779533087,0.30832057172026545
2024-06,partitioned,0.7365269461077845,0.6906584992343032,0.7128556375131717,5697,1353,484,606,3254,0.19132876952782166,0.3093415007656968
2024-06,partitioned_thresholded,0.700089928057554,0.7947932618683001,0.744441788190294,5697,1557,667,402,3071,0.18764261892223977,0.20520673813169985
2024-10,pooled,0.543010752688172,0.6582186821144098,0.5950900163666121,5336,909,765,472,3190,0.2318215892053973,0.34178131788559013
2024-10,partitioned,0.6213282247765006,0.7045619116582187,0.660332541567696,5336,973,593,408,3362,0.1875937031484258,0.2954380883417813
2024-10,partitioned_thresholded,0.5637408568443051,0.781317885590152,0.6549317147192716,5336,1079,835,302,3120,0.2130809595202399,0.21868211440984794
