FEWSNET_admin_code,target_month,target_label,partition_id
0,2015-04,0,14
0,2015-07,1,14
0,2015-10,0,14
0,2016-02,0,14
0,2016-06,1,14
0,2016-10,0,14
0,2017-02,1,14
0,2017-06,0,14
0,2017-10,0,14
1,2015-04,0,14
1,2015-07,0,14
1,2015-10,0,14
1,2016-02,0,14
1,2016-06,0,14
1,2016-10,0,14
1,2017-02,0,14
1,2017-06,0,14
1,2017-10,0,14
2,2015-04,0,1
2,2015-07,0,1
2,2015-10,0,1
2,2016-02,0,1
2,2016-06,0,1
2,2016-10,0,1
2,2017-02,0,1
2,2017-06,1,1
2,2017-10,1,1
3,2015-04,0,2
3,2015-07,0,2
3,2015-10,0,2
3,2016-02,0,2
3,2016-06,1,2
3,2016-10,1,2
3,2017-02,1,2
3,2017-06,1,2
3,2017-10,1,2
4,2015-04,0,14
4,2015-07,0,14
4,2015-10,0,14
4,2016-02,0,14
4,2016-06,1,14
4,2016-10,1,14
4,2017-02,1,14
4,2017-06,1,14
4,2017-10,1,14
5,2015-04,0,14
5,2015-07,0,14
5,2015-10,0,14
5,2016-02,0,14
5,2016-06,1,14
5,2016-10,1,14
5,2017-02,1,14
5,2017-06,1,14
5,2017-10,1,14
6,2015-04,0,14
6,2015-07,1,14
6,2015-10,0,14
6,2016-02,0,14
6,2016-06,1,14
6,2016-10,1,14
6,2017-02,1,14
6,2017-06,1,14
6,2017-10,1,14
7,2015-04,0,14
7,2015-07,1,14
7,2015-10,0,14
7,2016-02,0,14
7,2016-06,1,14
7,2016-10,1,14
7,2017-02,1,14
7,2017-06,1,14
7,2017-10,1,14
8,2015-04,0,2
8,2015-07,0,2
8,2015-10,0,2
8,2016-02,0,2
8,2016-06,0,2
8,2016-10,0,2
8,2017-02,0,2
8,2017-06,0,2
8,2017-10,1,2
9,2015-04,1,14
9,2015-07,1,14
9,2015-10,1,14
9,2016-02,1,14
9,2016-06,1,14
9,2016-10,1,14
9,2017-02,1,14
9,2017-06,1,14
9,2017-10,1,14
10,2015-04,1,2
10,2015-07,1,2
10,2015-10,1,2
10,2016-02,1,2
10,2016-06,1,2
10,2016-10,1,2
10,2017-02,1,2
10,2017-06,1,2
10,2017-10,1,2
11,2015-04,0,2
11,2015-07,0,2
11,2015-10,0,2
11,2016-02,0,2
11,2016-06,0,2
11,2016-10,1,2
11,2017-02,0,2
11,2017-06,1,2
11,2017-10,0,2
12,2015-04,0,16
12,2015-07,0,16
12,2015-10,0,16
12,2016-02,0,16
12,2016-06,1,16
12,2016-10,0,16
12,2017-02,1,16
12,2017-06,1,16
12,2017-10,0,16
13,2015-04,1,14
13,2015-07,1,14
13,2015-10,1,14
13,2016-02,1,14
13,2016-06,1,14
13,2016-10,1,14
13,2017-02,1,14
13,2017-06,1,14
13,2017-10,1,14
14,2015-04,1,2
14,2015-07,1,2
14,2015-10,0,2
14,2016-02,0,2
14,2016-06,1,2
14,2016-10,0,2
14,2017-02,1,2
14,2017-06,1,2
14,2017-10,1,2
15,2015-04,1,2
15,2015-07,1,2
15,2015-10,1,2
15,2016-02,1,2
15,2016-06,1,2
15,2016-10,1,2
15,2017-02,1,2
15,2017-06,1,2
15,2017-10,1,2
16,2015-04,0,2
16,2015-07,0,2
16,2015-10,0,2
16,2016-02,0,2
16,2016-06,0,2
16,2016-10,0,2
16,2017-02,0,2
16,2017-06,1,2
16,2017-10,0,2
17,2015-04,1,14
17,2015-07,1,14
17,2015-10,1,14
17,2016-02,1,14
17,2016-06,1,14
17,2016-10,1,14
17,2017-02,1,14
17,2017-06,1,14
17,2017-10,1,14
18,2015-04,0,2
18,2015-07,1,2
18,2015-10,1,2
18,2016-02,1,2
18,2016-06,1,2
18,2016-10,1,2
18,2017-02,1,2
18,2017-06,1,2
18,2017-10,1,2
19,2015-04,0,14
19,2015-07,1,14
19,2015-10,0,14
19,2016-02,0,14
19,2016-06,1,14
19,2016-10,0,14
19,2017-02,1,14
19,2017-06,1,14
19,2017-10,1,14
20,2015-04,0,14
20,2015-07,0,14
20,2015-10,0,14
20,2016-02,0,14
20,2016-06,1,14
20,2016-10,0,14
20,2017-02,0,14
20,2017-06,1,14
20,2017-10,1,14
21,2015-04,1,14
21,2015-07,1,14
21,2015-10,1,14
21,2016-02,1,14
21,2016-06,1,14
21,2016-10,1,14
21,2017-02,1,14
21,2017-06,1,14
21,2017-10,1,14
22,2015-04,0,2
22,2015-07,0,2
22,2015-10,0,2
22,2016-02,0,2
22,2016-06,0,2
22,2016-10,0,2
22,2017-02,0,2
22,2017-06,0,2
22,2017-10,0,2
23,2015-04,0,16
23,2015-07,0,16
23,2015-10,0,16
23,2016-02,0,16
23,2016-06,1,16
23,2016-10,0,16
23,2017-02,1,16
23,2017-06,1,16
23,2017-10,1,16
24,2015-04,0,2
24,2015-07,0,2
24,2015-10,0,2
24,2016-02,0,2
24,2016-06,0,2
24,2016-10,1,2
24,2017-02,1,2
24,2017-06,1,2
24,2017-10,1,2
25,2015-04,0,2
25,2015-07,0,2
25,2015-10,0,2
25,2016-02,0,2
25,2016-06,1,2
25,2016-10,1,2
25,2017-02,1,2
25,2017-06,1,2
25,2017-10,1,2
26,2015-04,0,16
26,2015-07,0,16
26,2015-10,0,16
26,2016-02,0,16
26,2016-06,0,16
26,2016-10,0,16
26,2017-02,1,16
26,2017-06,1,16
26,2017-10,1,16
27,2015-04,0,1
27,2015-07,0,1
27,2015-10,0,1
27,2016-02,0,1
27,2016-06,1,1
27,2016-10,0,1
27,2017-02,1,1
27,2017-06,1,1
27,2017-10,1,1
28,2015-04,0,1
28,2015-07,0,1
28,2015-10,0,1
28,2016-02,0,1
28,2016-06,1,1
28,2016-10,1,1
28,2017-02,1,1
28,2017-06,1,1
