test_month,model,precision,recall,f1,n,tp,fp,fn,tn,pct_err_all,pct_err_class1
2021-02,pooled,0.37184873949579833,0.29280397022332505,0.3276260990282277,5425,354,598,855,3618,0.2678341013824885,0.707196029776675
2021-02,partitioned,0.4245125348189415,0.630272952853598,0.5073235685752331,5425,762,1033,447,3183,0.2728110599078341,0.369727047146402
2021-06,pooled,0.37842778793418647,0.4233128834355828,0.3996138996138996,4385,414,680,564,2727,0.2836944127708096,0.5766871165644172
2021-06,partitioned,0.24143692564745195,0.2955010224948875,0.2657471264367816,4385,289,908,689,2499,0.3641961231470924,0.7044989775051125
2021-10,pooled,0.38734177215189874,0.4191780821917808,0.4026315789473684,4974,459,726,636,3153,0.2738238841978287,0.5808219178082191
2021-10,partitioned,0.40309597523219814,0.5945205479452055,0.48044280442804427,4974,651,964,444,2915,0.28307197426618413,0.4054794520547945
2022-02,pooled,0.48382004735595896,0.4133513149022252,0.44581818181818184,4974,613,654,870,2837,0.30639324487334135,0.5866486850977748
2022-02,partitioned,0.5353159851301115,0.5826028320971005,0.5579593154665805,4974,864,750,619,2741,0.2752312022517089,0.41739716790289955
2022-06,pooled,0.5995241871530531,0.4652307692307692,0.5239085239085238,4864,756,505,869,2734,0.2824835526315789,0.5347692307692308
2022-06,partitioned,0.5310427968655816,0.5421538461538462,0.5365408038976858,4864,881,778,744,2461,0.3129111842105263,0.45784615384615385
2022-10,pooled,0.4451345755693582,0.5338299193047796,0.48546429579452444,5012,860,1072,751,2329,0.3637270550678372,0.46617008069522037
2022-10,partitioned,0.4915134370579915,0.4314090626939789,0.4595041322314049,5012,695,719,916,2682,0.3262170790103751,0.5685909373060211
2023-02,pooled,0.5485232067510548,0.6141732283464567,0.5794947994056463,4860,780,642,490,2948,0.23292181069958848,0.3858267716535433
2023-02,partitioned,0.5330769230769231,0.5456692913385827,0.5392996108949417,4860,693,607,577,2983,0.24362139917695474,0.45433070866141734
2023-06,pooled,0.694,0.5335725269092773,0.6033033903216458,5555,1041,459,910,3145,0.24644464446444644,0.4664274730907227
2023-06,partitioned,0.6173962478681069,0.5566376217324449,0.58544474393531,5555,1086,673,865,2931,0.27686768676867685,0.4433623782675551
2023-10,pooled,0.5728616684266103,0.6450653983353151,0.6068232662192393,5410,1085,809,597,2919,0.2598890942698706,0.3549346016646849
2023-10,partitioned,0.5611814345991561,0.5535077288941737,0.5573181682131099,5410,931,728,751,3000,0.27338262476894637,0.4464922711058264
2024-02,pooled,0.49927060539752005,0.7078593588417788,0.5855431993156545,5697,1369,1373,565,2390,0.34017904160084256,0.2921406411582213
2024-02,partitioned,0.5127210004312204,0.6147880041365047,0.5591347284269927,5697,1189,1130,745,2633,0.3291205897840969,0.38521199586349536
2024-06,pooled,0.5410414827890556,0.625829504849413,0.5803550295857989,5697,1226,1040,733,2698,0.31121642969984203,0.37417049515058703
2024-06,partitioned,0.46602972399150744,0.44818785094435937,0.45693468644288315,5697,878,1006,1081,2732,0.3663331578023521,0.5518121490556407
2024-10,pooled,0.3961897356143079,0.7378711078928313,0.5155578041993423,5336,1019,1553,362,2402,0.3588830584707646,0.2621288921071687
2024-10,partitioned,0.4154126766985864,0.6596669080376538,0.5097929490766647,5336,911,1282,470,2673,0.328335832083958,0.3403330919623461
