test_month,model,precision,recall,f1,n,tp,fp,fn,tn,pct_err_all,pct_err_class1
2021-02,pooled,0.4774305555555556,0.45492142266335817,0.4659042778483693,5425,550,602,659,3614,0.23244239631336405,0.5450785773366419
2021-02,partitioned,0.4308849045691151,0.6162117452440034,0.5071477195371001,5425,745,984,464,3232,0.26691244239631334,0.3837882547559967
2021-06,pooled,0.4809976247030879,0.41411042944785276,0.44505494505494503,4385,405,437,573,2970,0.23033067274800456,0.5858895705521472
2021-06,partitioned,0.43553223388305845,0.5940695296523517,0.5025951557093425,4385,581,753,397,2654,0.26225769669327254,0.4059304703476483
2021-10,pooled,0.43042671614100186,0.4237442922374429,0.42705936493327196,4974,464,614,631,3265,0.2503015681544029,0.5762557077625571
2021-10,partitioned,0.44959128065395093,0.6027397260273972,0.5150214592274678,4974,660,808,435,3071,0.2498994772818657,0.3972602739726027
2022-02,pooled,0.5799828913601369,0.4571813890761969,0.5113122171945701,4974,678,491,805,3000,0.2605548854041013,0.5428186109238031
2022-02,partitioned,0.5388310648518815,0.4538098449089683,0.49267935578330896,4974,673,576,810,2915,0.27864897466827504,0.5461901550910316
2022-06,pooled,0.6711647727272727,0.5815384615384616,0.6231454005934718,4864,945,463,680,2776,0.23499177631578946,0.41846153846153844
2022-06,partitioned,0.6411103767349636,0.5969230769230769,0.6182281708094327,4864,970,543,655,2696,0.24629934210526316,0.40307692307692305
2022-10,pooled,0.5640204865556978,0.5468653010552452,0.555310431768043,5012,881,681,730,2720,0.2815243415802075,0.45313469894475483
2022-10,partitioned,0.565844858689116,0.5841092489137182,0.5748320097739767,5012,941,722,670,2679,0.27773343974461295,0.4158907510862818
2023-02,pooled,0.5735930735930735,0.6259842519685039,0.598644578313253,4860,795,591,475,2999,0.21934156378600822,0.37401574803149606
2023-02,partitioned,0.7031746031746032,0.6976377952755906,0.7003952569169961,4860,886,374,384,3216,0.15596707818930042,0.30236220472440944
2023-06,pooled,0.6794425087108014,0.49974372116863147,0.5759007678676905,5555,975,460,976,3144,0.2585058505850585,0.5002562788313686
2023-06,partitioned,0.7727272727272727,0.6360840594566889,0.6977790272701714,5555,1241,365,710,3239,0.1935193519351935,0.3639159405433111
2023-10,pooled,0.6086956521739131,0.6575505350772889,0.6321806230351529,5410,1106,711,576,3017,0.23789279112754158,0.34244946492271106
2023-10,partitioned,0.6701846965699209,0.6040428061831153,0.6353971232020013,5410,1016,500,666,3228,0.2155268022181146,0.39595719381688466
2024-02,pooled,0.6098265895953757,0.545501551189245,0.5758733624454148,5697,1055,675,879,3088,0.2727751448130595,0.4544984488107549
2024-02,partitioned,0.6563786008230452,0.6597724922440538,0.6580711707065497,5697,1276,668,658,3095,0.23275408109531331,0.34022750775594623
2024-06,pooled,0.5391644908616188,0.6324655436447167,0.5821000704721635,5697,1239,1059,720,2679,0.3122696155871511,0.3675344563552833
2024-06,partitioned,0.5482300884955752,0.6324655436447167,0.58734297226831,5697,1239,1021,720,2717,0.3055994383008601,0.3675344563552833
2024-10,pooled,0.4208846329229366,0.6683562635771181,0.5165081141578064,5336,923,1270,458,2685,0.3238380809595202,0.331643736422882
2024-10,partitioned,0.5415104445634709,0.7320782041998551,0.6225369458128079,5336,1011,856,370,3099,0.22976011994002998,0.2679217958001448
