test_month,model,precision,recall,f1,n,tp,fp,fn,tn,pct_err_all,pct_err_class1
2021-02,pooled,0.9406392694063926,0.41700404858299595,0.5778401122019635,5425,206,13,288,4918,0.05548387096774193,0.582995951417004
2021-02,partitioned,0.9306930693069307,0.1902834008097166,0.31596638655462184,5425,94,7,400,4924,0.07502304147465438,0.8097165991902834
2021-02,partitioned_thresholded,0.31929555895865236,0.8441295546558705,0.4633333333333334,5425,417,889,77,4042,0.17806451612903226,0.15587044534412955
2021-06,pooled,0.8888888888888888,0.378698224852071,0.5311203319502075,4385,64,8,105,4208,0.025769669327251995,0.621301775147929
2021-06,partitioned,0.4482758620689655,0.07692307692307693,0.13131313131313133,4385,13,16,156,4200,0.039224629418472066,0.9230769230769231
2021-06,partitioned_thresholded,0.31343283582089554,0.621301775147929,0.4166666666666667,4385,105,230,64,3986,0.06704675028506271,0.378698224852071
2021-10,pooled,0.9647058823529412,0.5342019543973942,0.6876310272536689,4974,164,6,143,4661,0.029955770004020908,0.46579804560260585
2021-10,partitioned,0.7459016393442623,0.2964169381107492,0.4242424242424243,4974,91,31,216,4636,0.04965822275834338,0.7035830618892508
2021-10,partitioned_thresholded,0.6942148760330579,0.5472312703583062,0.6120218579234973,4974,168,74,139,4593,0.0428226779252111,0.4527687296416938
2022-02,pooled,0.9930555555555556,0.31291028446389496,0.47587354409317806,4974,143,1,314,4516,0.06332931242460796,0.687089715536105
2022-02,partitioned,0.9107142857142857,0.11159737417943107,0.19883040935672516,4974,51,5,406,4512,0.08262967430639324,0.888402625820569
2022-02,partitioned_thresholded,0.6647230320699709,0.4989059080962801,0.57,4974,228,115,229,4402,0.06915963007639726,0.5010940919037199
2022-06,pooled,0.9788359788359788,0.5153203342618384,0.6751824817518248,4864,185,4,174,4501,0.036595394736842105,0.48467966573816157
2022-06,partitioned,0.8305084745762712,0.40947075208913647,0.5485074626865671,4864,147,30,212,4475,0.04975328947368421,0.5905292479108635
2022-06,partitioned_thresholded,0.5088408644400786,0.7214484679665738,0.596774193548387,4864,259,250,100,4255,0.07195723684210527,0.2785515320334262
2022-10,pooled,0.9859154929577465,0.31390134529147984,0.4761904761904763,5012,70,1,153,4788,0.030726256983240222,0.6860986547085202
2022-10,partitioned,0.7777777777777778,0.09417040358744394,0.16799999999999998,5012,21,6,202,4783,0.041500399042298484,0.905829596412556
2022-10,partitioned_thresholded,0.5691489361702128,0.4798206278026906,0.5206812652068126,5012,107,81,116,4708,0.03930566640063847,0.5201793721973094
2023-02,pooled,0.8863636363636364,0.34210526315789475,0.4936708860759494,4860,39,5,75,4741,0.01646090534979424,0.6578947368421053
2023-02,partitioned,0.8421052631578947,0.14035087719298245,0.24060150375939848,4860,16,3,98,4743,0.020781893004115225,0.8596491228070176
2023-02,partitioned_thresholded,0.5833333333333334,0.24561403508771928,0.345679012345679,4860,28,20,86,4726,0.021810699588477367,0.7543859649122807
2023-06,pooled,0.9720496894409938,0.4756838905775076,0.6387755102040816,5555,313,9,345,4888,0.06372637263726373,0.5243161094224924
2023-06,partitioned,0.9444444444444444,0.2066869300911854,0.33915211970074816,5555,136,8,522,4889,0.09540954095409541,0.7933130699088146
2023-06,partitioned_thresholded,0.7572347266881029,0.71580547112462,0.7359374999999999,5555,471,151,187,4746,0.060846084608460846,0.28419452887537994
2023-10,pooled,0.9532163742690059,0.5292207792207793,0.6805845511482255,5410,163,8,145,5094,0.028280961182994453,0.4707792207792208
2023-10,partitioned,0.543859649122807,0.10064935064935066,0.16986301369863013,5410,31,26,277,5076,0.05600739371534196,0.8993506493506493
2023-10,partitioned_thresholded,0.30848329048843187,0.38961038961038963,0.3443328550932568,5410,120,269,188,4833,0.0844731977818854,0.6103896103896104
2024-02,pooled,0.9485294117647058,0.44329896907216493,0.6042154566744731,5697,129,7,162,5399,0.029664735825873267,0.5567010309278351
2024-02,partitioned,0.9147286821705426,0.4054982817869416,0.5619047619047619,5697,118,11,173,5395,0.03229770054414604,0.5945017182130584
2024-02,partitioned_thresholded,0.4968944099378882,0.8247422680412371,0.6201550387596898,5697,240,243,51,5163,0.051606108478146395,0.17525773195876287
2024-06,pooled,0.9707602339181286,0.4896755162241888,0.6509803921568628,5697,166,5,173,5353,0.031244514656836933,0.5103244837758112
2024-06,partitioned,0.8113207547169812,0.12684365781710916,0.21938775510204087,5697,43,10,296,5348,0.053712480252764615,0.8731563421828908
2024-06,partitioned_thresholded,0.7129629629629629,0.45427728613569324,0.554954954954955,5697,154,62,185,5296,0.0433561523608917,0.5457227138643068
2024-10,pooled,0.91875,0.525,0.6681818181818182,5336,147,13,133,5043,0.027361319340329836,0.475
2024-10,partitioned,0.75,0.075,0.13636363636363635,5336,21,7,259,5049,0.04985007496251874,0.925
2024-10,partitioned_thresholded,0.5521739130434783,0.45357142857142857,0.4980392156862745,5336,127,103,153,4953,0.047976011994003,0.5464285714285714
