partition_id,training_rows,classes_present,local_model_fitted,reason
0,2793,2,True,
1,2824,2,True,
2,1232,2,True,
3,3025,2,True,
4,3054,2,True,
5,2490,2,True,
6,916,2,True,
7,2258,2,True,
8,1842,2,True,
9,7462,2,True,
10,2191,2,True,
11,1929,2,True,
12,3455,2,True,
13,1224,2,True,
