partition_id,training_rows,classes_present,local_model_fitted,reason
0,9823,2,True,
1,824,2,True,
2,972,1,False,single_class
3,4872,2,True,
4,4428,2,True,
5,2601,2,True,
6,2484,2,True,
7,999,2,True,
8,3168,2,True,
9,1797,2,True,
