scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs2,8,8-month horizon,2023-06,econ,Econ,1.0070693279878375e-14,0.320798751110601,16,3.1392557623786775e-14,19,493
fs2,8,8-month horizon,2023-06,food_prices,Food Prices,2.99545877195045e-15,0.09541939232376309,6,3.1392557623786775e-14,19,493
fs2,8,8-month horizon,2023-06,geographic,Geographic,1.842329611019482e-15,0.05868682740343246,8,3.1392557623786775e-14,19,493
fs2,8,8-month horizon,2023-06,lag,Lag,3.338278743994461e-15,0.10633981416872448,6,3.1392557623786775e-14,19,493
fs2,8,8-month horizon,2023-10,weather,Weather,4.997500191582322e-16,0.10575301703671489,8,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,agri,Agri,4.974219440144434e-16,0.10526036879078074,24,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,conflict,Conflict,1.2250210967008057e-15,0.2592289583659167,38,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,econ,Econ,9.695176396064139e-16,0.20516140375820482,16,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,food_prices,Food Prices,2.263173472213818e-16,0.047891428431999596,6,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,geographic,Geographic,6.345065769236383e-16,0.13426909908345086,8,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2023-10,lag,Lag,6.730990572064427e-16,0.1424357245329324,6,4.725633680831358e-15,23,489
fs2,8,8-month horizon,2024-02,weather,Weather,3.947253966580642e-15,0.13798183418734933,8,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,agri,Agri,4.224516783877478e-15,0.14767394733904254,24,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,conflict,Conflict,5.051360930606364e-15,0.17657745162801458,38,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,econ,Econ,4.1377815467858924e-15,0.1446419946945212,16,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,food_prices,Food Prices,2.315501241284866e-15,0.08094161435787683,6,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,geographic,Geographic,4.0168818269252154e-15,0.1404157743295914,8,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-02,lag,Lag,4.9137590444355185e-15,0.1717673834636042,6,2.8607055340495973e-14,53,459
fs2,8,8-month horizon,2024-06,weather,Weather,1.1566567000763406e-15,0.13287329222372127,8,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,agri,Agri,8.338276184210227e-16,0.09578764450969214,24,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,conflict,Conflict,1.330245704037499e-15,0.15281468230829293,38,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,econ,Econ,3.024531882736777e-15,0.3474492549676331,16,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,food_prices,Food Prices,4.805437661659578e-16,0.055203443047399145,6,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,geographic,Geographic,7.727072938240772e-16,0.08876632284143687,8,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-06,lag,Lag,1.1064470814033528e-15,0.12710536010182444,6,8.704960046665028e-15,40,472
fs2,8,8-month horizon,2024-10,weather,Weather,2.2402882413612425e-15,0.28379303752315704,8,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,agri,Agri,1.8401793466216235e-15,0.23310843521091368,24,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,conflict,Conflict,5.812480278968532e-16,0.07363076783858999,38,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,econ,Econ,1.1222583283145816e-15,0.14216434028352326,16,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,food_prices,Food Prices,1.9641895071717525e-16,0.024881767275298613,6,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,geographic,Geographic,5.578189505038393e-16,0.07066284214181068,8,7.894091627171927e-15,24,488
fs2,8,8-month horizon,2024-10,lag,Lag,1.3558797817566117e-15,0.1717588097267067,6,7.894091627171927e-15,24,488
fs3,12,12-month horizon,2021-02,weather,Weather,7.125820073073424e-15,0.14317394692356913,8,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-02,agri,Agri,6.745065498338586e-15,0.1355237207439907,24,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-02,conflict,Conflict,1.503570018489168e-14,0.30210144490806573,38,4.977036832600149e-14,32,480
