scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs3,12,12-month horizon,2023-02,agri,Agri,4.842871435734732e-15,0.16411132800120595,24,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-02,conflict,Conflict,3.6871069644445384e-15,0.12494571215593024,38,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-02,econ,Econ,4.8388206045625016e-15,0.16397405669594725,16,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-02,food_prices,Food Prices,3.584028250558551e-15,0.12145266369305704,6,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-02,geographic,Geographic,5.6980752559377605e-15,0.19309178649729872,8,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-02,lag,Lag,4.9188374380168255e-15,0.1666856027229064,6,2.950967184726666e-14,31,481
fs3,12,12-month horizon,2023-06,weather,Weather,1.1998739926101534e-14,0.16289164546348556,8,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,agri,Agri,1.5009876724698005e-14,0.20377002359817978,24,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,conflict,Conflict,1.5841249308756654e-14,0.21505651276659224,38,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,econ,Econ,4.043356914249664e-15,0.05489151902738857,16,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,food_prices,Food Prices,1.6333871719103123e-15,0.02217442212682963,6,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,geographic,Geographic,5.6719659126871084e-15,0.07700107396448837,8,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-06,lag,Lag,1.9462291619923317e-14,0.2642148030530359,6,7.366086757832659e-14,19,493
fs3,12,12-month horizon,2023-10,weather,Weather,4.644903448194257e-16,0.13225851269870817,8,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,agri,Agri,1.8756391179384576e-16,0.0534067592286544,24,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,conflict,Conflict,7.81975036844468e-16,0.2226587839641173,38,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,econ,Econ,9.79806887781456e-16,0.2789892258369842,16,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,food_prices,Food Prices,1.0663334787371486e-16,0.03036267201494619,6,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,geographic,Geographic,3.896075582040263e-16,0.11093646350016634,8,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2023-10,lag,Lag,6.019111797639059e-16,0.1713875827564234,6,3.5119882670808423e-15,23,489
fs3,12,12-month horizon,2024-02,weather,Weather,1.334396927131366e-15,0.10478079914772544,8,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,agri,Agri,2.0215603565595934e-15,0.15873890697653117,24,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,conflict,Conflict,2.147510951574518e-15,0.16862892075763766,38,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,econ,Econ,2.6808638550826656e-15,0.21050937051068308,16,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,food_prices,Food Prices,9.985700964451247e-16,0.07841068169684186,6,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,geographic,Geographic,1.0582233186014733e-15,0.0830948293909737,8,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-02,lag,Lag,2.4940028576755166e-15,0.19583649151960714,6,1.2735128363070257e-14,53,459
fs3,12,12-month horizon,2024-06,weather,Weather,1.6826125832827467e-15,0.11288618682160319,8,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,agri,Agri,1.6932241945489754e-15,0.11359811798376093,24,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,conflict,Conflict,3.1246608234196635e-15,0.20963295352191216,38,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,econ,Econ,2.933239749540107e-15,0.196790546825178,16,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,food_prices,Food Prices,1.3105284073773764e-15,0.08792312389676253,6,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,geographic,Geographic,1.627224049716371e-15,0.10917017969668925,8,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-06,lag,Lag,2.533899688013143e-15,0.16999889125409393,6,1.4905389495898384e-14,40,472
fs3,12,12-month horizon,2024-10,weather,Weather,4.571886361738103e-15,0.243408007162861,8,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,agri,Agri,5.917008098311835e-16,0.031502251710146444,24,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,conflict,Conflict,1.3982790912594418e-15,0.07444461653932373,38,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,econ,Econ,8.722651572875062e-15,0.46439545267313836,16,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,food_prices,Food Prices,1.8410066295333657e-16,0.009801550594489646,6,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,geographic,Geographic,1.4540345996239069e-15,0.07741304928361163,8,1.8782810044039e-14,24,488
fs3,12,12-month horizon,2024-10,lag,Lag,1.8601569457579663e-15,0.09903507203642908,6,1.8782810044039e-14,24,488
