partition_id,training_rows,classes_present,local_model_fitted,reason
0,3366,2,True,
1,1156,2,True,
2,3858,2,True,
3,6192,2,True,
4,1881,2,True,
5,1035,1,False,single_class
6,1566,1,False,single_class
7,987,2,True,
8,1116,2,True,
9,1206,2,True,
10,1332,1,False,single_class
11,1920,2,True,
12,3051,2,True,
13,2052,2,True,
14,990,2,True,
15,657,2,True,
16,1503,2,True,
