partition_id,training_rows,classes_present,local_model_fitted,reason
0,2709,2,True,
1,6354,2,True,
2,4773,2,True,
3,1008,1,False,single_class
4,1566,2,True,
5,1156,2,True,
6,3240,2,True,
7,1647,2,True,
8,1818,2,True,
9,855,2,True,
10,1584,1,False,single_class
11,753,2,True,
12,1809,2,True,
13,540,2,True,
14,1530,2,True,
15,990,2,True,
16,2157,2,True,
17,1179,2,True,
