period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,country,Chad,Chad,pooled_rf,345,69,1,66,0.19130434782608696,48,13,35,53,244,0.22807017543859648,0.2708333333333333,0.19696969696969696,,,
main,1,E_all,country,Chad,Chad,xgb,345,69,1,66,0.19130434782608696,63,19,44,47,235,0.29457364341085274,0.30158730158730157,0.2878787878787879,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",partitioned_rf,953,406,1,416,0.43651626442812175,510,316,194,100,343,0.6825053995680346,0.6196078431372549,0.7596153846153846,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",pooled_rf,953,406,1,416,0.43651626442812175,492,293,199,123,338,0.6453744493392071,0.5955284552845529,0.7043269230769231,,,
main,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",xgb,953,406,1,416,0.43651626442812175,538,315,223,101,314,0.660377358490566,0.5855018587360595,0.7572115384615384,,,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,partitioned_rf,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,pooled_rf,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,xgb,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Djibouti,Djibouti,partitioned_rf,87,16,1,42,0.4827586206896552,47,25,22,17,23,0.5617977528089888,0.5319148936170213,0.5952380952380952,,,
main,1,E_all,country,Djibouti,Djibouti,pooled_rf,87,16,1,42,0.4827586206896552,46,24,22,18,23,0.5454545454545454,0.5217391304347826,0.5714285714285714,,,
main,1,E_all,country,Djibouti,Djibouti,xgb,87,16,1,42,0.4827586206896552,47,24,23,18,22,0.5393258426966292,0.5106382978723404,0.5714285714285714,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,partitioned_rf,87,32,1,26,0.2988505747126437,29,1,28,25,33,0.03636363636363636,0.034482758620689655,0.038461538461538464,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,pooled_rf,87,32,1,26,0.2988505747126437,30,2,28,24,33,0.07142857142857142,0.06666666666666667,0.07692307692307693,,,
main,1,E_all,country,Dominican Republic,Dominican Republic,xgb,87,32,1,26,0.2988505747126437,31,3,28,23,33,0.10526315789473684,0.0967741935483871,0.11538461538461539,,,
main,1,E_all,country,Ecuador,Ecuador,partitioned_rf,24,24,1,2,0.08333333333333333,13,0,13,2,9,0.0,0.0,0.0,,,
main,1,E_all,country,Ecuador,Ecuador,pooled_rf,24,24,1,2,0.08333333333333333,13,0,13,2,9,0.0,0.0,0.0,,,
main,1,E_all,country,Ecuador,Ecuador,xgb,24,24,1,2,0.08333333333333333,13,0,13,2,9,0.0,0.0,0.0,,,
main,1,E_all,country,El Salvador,El Salvador,partitioned_rf,58,19,1,12,0.20689655172413793,14,2,12,10,34,0.15384615384615385,0.14285714285714285,0.16666666666666666,,,
main,1,E_all,country,El Salvador,El Salvador,pooled_rf,58,19,1,12,0.20689655172413793,14,2,12,10,34,0.15384615384615385,0.14285714285714285,0.16666666666666666,,,
main,1,E_all,country,El Salvador,El Salvador,xgb,58,19,1,12,0.20689655172413793,0,0,0,12,46,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Eswatini,Eswatini,partitioned_rf,43,21,1,17,0.3953488372093023,8,5,3,12,23,0.4,0.625,0.29411764705882354,,,
main,1,E_all,country,Eswatini,Eswatini,pooled_rf,43,21,1,17,0.3953488372093023,18,10,8,7,18,0.5714285714285714,0.5555555555555556,0.5882352941176471,,,
main,1,E_all,country,Eswatini,Eswatini,xgb,43,21,1,17,0.3953488372093023,22,10,12,7,14,0.5128205128205128,0.45454545454545453,0.5882352941176471,,,
main,1,E_all,country,Ethiopia,Ethiopia,partitioned_rf,76,38,1,46,0.6052631578947368,52,33,19,13,11,0.673469387755102,0.6346153846153846,0.717391304347826,,,
main,1,E_all,country,Ethiopia,Ethiopia,pooled_rf,76,38,1,46,0.6052631578947368,55,34,21,12,9,0.6732673267326733,0.6181818181818182,0.7391304347826086,,,
main,1,E_all,country,Ethiopia,Ethiopia,xgb,76,38,1,46,0.6052631578947368,60,38,22,8,8,0.7169811320754716,0.6333333333333333,0.8260869565217391,,,
main,1,E_all,country,Gambia,Gambia,partitioned_rf,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Gambia,Gambia,pooled_rf,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Gambia,Gambia,xgb,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Ghana,Ghana,partitioned_rf,265,66,1,45,0.16981132075471697,42,8,34,37,186,0.1839080459770115,0.19047619047619047,0.17777777777777778,,,
main,1,E_all,country,Ghana,Ghana,pooled_rf,265,66,1,45,0.16981132075471697,8,2,6,43,214,0.07547169811320754,0.25,0.044444444444444446,,,
main,1,E_all,country,Ghana,Ghana,xgb,265,66,1,45,0.16981132075471697,13,8,5,37,215,0.27586206896551724,0.6153846153846154,0.17777777777777778,,,
main,1,E_all,country,Guatemala,Guatemala,partitioned_rf,284,100,1,41,0.1443661971830986,84,23,61,18,182,0.368,0.27380952380952384,0.5609756097560976,,,
main,1,E_all,country,Guatemala,Guatemala,pooled_rf,284,100,1,41,0.1443661971830986,81,24,57,17,186,0.39344262295081966,0.2962962962962963,0.5853658536585366,,,
main,1,E_all,country,Guatemala,Guatemala,xgb,284,100,1,41,0.1443661971830986,47,25,22,16,221,0.5681818181818182,0.5319148936170213,0.6097560975609756,,,
main,1,E_all,country,Guinea,Guinea,partitioned_rf,111,33,1,4,0.036036036036036036,1,0,1,4,106,0.0,0.0,0.0,,,
main,1,E_all,country,Guinea,Guinea,pooled_rf,111,33,1,4,0.036036036036036036,0,0,0,4,107,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Guinea,Guinea,xgb,111,33,1,4,0.036036036036036036,1,0,1,4,106,0.0,0.0,0.0,,,
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,partitioned_rf,37,8,1,0,0.0,0,0,0,0,37,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,pooled_rf,37,8,1,0,0.0,0,0,0,0,37,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,xgb,37,8,1,0,0.0,0,0,0,0,37,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Haiti,Haiti,partitioned_rf,302,127,1,194,0.6423841059602649,298,190,108,4,0,0.7723577235772358,0.6375838926174496,0.979381443298969,,,
main,1,E_all,country,Haiti,Haiti,pooled_rf,302,127,1,194,0.6423841059602649,296,188,108,6,0,0.7673469387755102,0.6351351351351351,0.9690721649484536,,,
main,1,E_all,country,Haiti,Haiti,xgb,302,127,1,194,0.6423841059602649,299,191,108,3,0,0.7748478701825557,0.6387959866220736,0.9845360824742269,,,
main,1,E_all,country,Honduras,Honduras,partitioned_rf,157,63,1,37,0.2356687898089172,55,15,40,22,80,0.32608695652173914,0.2727272727272727,0.40540540540540543,,,
main,1,E_all,country,Honduras,Honduras,pooled_rf,157,63,1,37,0.2356687898089172,81,21,60,16,60,0.3559322033898305,0.25925925925925924,0.5675675675675675,,,
main,1,E_all,country,Honduras,Honduras,xgb,157,63,1,37,0.2356687898089172,36,18,18,19,102,0.4931506849315068,0.5,0.4864864864864865,,,
main,1,E_all,country,Kenya,Kenya,partitioned_rf,292,77,1,62,0.21232876712328766,71,42,29,20,201,0.631578947368421,0.5915492957746479,0.6774193548387096,,,
main,1,E_all,country,Kenya,Kenya,pooled_rf,292,77,1,62,0.21232876712328766,79,49,30,13,200,0.6950354609929078,0.620253164556962,0.7903225806451613,,,
main,1,E_all,country,Kenya,Kenya,xgb,292,77,1,62,0.21232876712328766,107,52,55,10,175,0.6153846153846154,0.48598130841121495,0.8387096774193549,,,
main,1,E_all,country,Lebanon,Lebanon,partitioned_rf,253,88,1,158,0.6245059288537549,198,144,54,14,41,0.8089887640449438,0.7272727272727273,0.9113924050632911,,,
main,1,E_all,country,Lebanon,Lebanon,pooled_rf,253,88,1,158,0.6245059288537549,198,144,54,14,41,0.8089887640449438,0.7272727272727273,0.9113924050632911,,,
main,1,E_all,country,Lebanon,Lebanon,xgb,253,88,1,158,0.6245059288537549,195,149,46,9,49,0.8441926345609065,0.764102564102564,0.9430379746835443,,,
main,1,E_all,country,Lesotho,Lesotho,partitioned_rf,40,10,1,19,0.475,20,13,7,6,14,0.6666666666666666,0.65,0.6842105263157895,,,
main,1,E_all,country,Lesotho,Lesotho,pooled_rf,40,10,1,19,0.475,22,14,8,5,13,0.6829268292682927,0.6363636363636364,0.7368421052631579,,,
main,1,E_all,country,Lesotho,Lesotho,xgb,40,10,1,19,0.475,23,17,6,2,15,0.8095238095238095,0.7391304347826086,0.8947368421052632,,,
main,1,E_all,country,Liberia,Liberia,partitioned_rf,28,14,1,0,0.0,2,0,2,0,26,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Liberia,Liberia,pooled_rf,28,14,1,0,0.0,0,0,0,0,28,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Liberia,Liberia,xgb,28,14,1,0,0.0,0,0,0,0,28,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Madagascar,Madagascar,partitioned_rf,281,81,1,37,0.13167259786476868,93,22,71,15,173,0.3384615384615385,0.23655913978494625,0.5945945945945946,,,
main,1,E_all,country,Madagascar,Madagascar,pooled_rf,281,81,1,37,0.13167259786476868,93,22,71,15,173,0.3384615384615385,0.23655913978494625,0.5945945945945946,,,
main,1,E_all,country,Madagascar,Madagascar,xgb,281,81,1,37,0.13167259786476868,108,24,84,13,160,0.3310344827586207,0.2222222222222222,0.6486486486486487,,,
main,1,E_all,country,Malawi,Malawi,partitioned_rf,100,36,1,42,0.42,34,17,17,25,41,0.4473684210526316,0.5,0.40476190476190477,,,
main,1,E_all,country,Malawi,Malawi,pooled_rf,100,36,1,42,0.42,49,31,18,11,40,0.6813186813186813,0.6326530612244898,0.7380952380952381,,,
main,1,E_all,country,Malawi,Malawi,xgb,100,36,1,42,0.42,51,31,20,11,38,0.6666666666666666,0.6078431372549019,0.7380952380952381,,,
main,1,E_all,country,Mali,Mali,partitioned_rf,212,50,1,21,0.09905660377358491,15,9,6,12,185,0.5,0.6,0.42857142857142855,,,
main,1,E_all,country,Mali,Mali,pooled_rf,212,50,1,21,0.09905660377358491,14,12,2,9,189,0.6857142857142857,0.8571428571428571,0.5714285714285714,,,
main,1,E_all,country,Mali,Mali,xgb,212,50,1,21,0.09905660377358491,16,13,3,8,188,0.7027027027027027,0.8125,0.6190476190476191,,,
main,1,E_all,country,Mauritania,Mauritania,partitioned_rf,170,48,1,2,0.011764705882352941,5,0,5,2,163,0.0,0.0,0.0,,,
main,1,E_all,country,Mauritania,Mauritania,pooled_rf,170,48,1,2,0.011764705882352941,0,0,0,2,168,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Mauritania,Mauritania,xgb,170,48,1,2,0.011764705882352941,1,0,1,2,167,0.0,0.0,0.0,,,
main,1,E_all,country,Mozambique,Mozambique,partitioned_rf,739,579,1,299,0.40460081190798375,154,82,72,217,368,0.3620309050772627,0.5324675324675324,0.27424749163879597,,,
main,1,E_all,country,Mozambique,Mozambique,pooled_rf,739,579,1,299,0.40460081190798375,190,106,84,193,356,0.4335378323108384,0.5578947368421052,0.35451505016722407,,,
main,1,E_all,country,Mozambique,Mozambique,xgb,739,579,1,299,0.40460081190798375,155,79,76,220,364,0.34801762114537443,0.5096774193548387,0.26421404682274247,,,
main,1,E_all,country,Namibia,Namibia,partitioned_rf,59,15,1,40,0.6779661016949152,33,24,9,16,10,0.6575342465753424,0.7272727272727273,0.6,,,
main,1,E_all,country,Namibia,Namibia,pooled_rf,59,15,1,40,0.6779661016949152,31,25,6,15,13,0.704225352112676,0.8064516129032258,0.625,,,
main,1,E_all,country,Namibia,Namibia,xgb,59,15,1,40,0.6779661016949152,34,27,7,13,12,0.7297297297297297,0.7941176470588235,0.675,,,
main,1,E_all,country,Niger,Niger,partitioned_rf,232,67,1,32,0.13793103448275862,29,10,19,22,181,0.32786885245901637,0.3448275862068966,0.3125,,,
main,1,E_all,country,Niger,Niger,pooled_rf,232,67,1,32,0.13793103448275862,20,11,9,21,191,0.4230769230769231,0.55,0.34375,,,
main,1,E_all,country,Niger,Niger,xgb,232,67,1,32,0.13793103448275862,29,16,13,16,187,0.5245901639344263,0.5517241379310345,0.5,,,
main,1,E_all,country,Nigeria,Nigeria,partitioned_rf,2675,545,1,346,0.12934579439252336,238,131,107,215,2222,0.4486301369863014,0.5504201680672269,0.3786127167630058,,,
main,1,E_all,country,Nigeria,Nigeria,pooled_rf,2675,545,1,346,0.12934579439252336,170,115,55,231,2274,0.44573643410852715,0.6764705882352942,0.33236994219653176,,,
main,1,E_all,country,Nigeria,Nigeria,xgb,2675,545,1,346,0.12934579439252336,225,146,79,200,2250,0.51138353765324,0.6488888888888888,0.42196531791907516,,,
main,1,E_all,country,Pakistan,Pakistan,partitioned_rf,382,159,1,204,0.5340314136125655,270,164,106,40,72,0.6919831223628692,0.6074074074074074,0.803921568627451,,,
main,1,E_all,country,Pakistan,Pakistan,pooled_rf,382,159,1,204,0.5340314136125655,289,175,114,29,64,0.7099391480730223,0.6055363321799307,0.8578431372549019,,,
main,1,E_all,country,Pakistan,Pakistan,xgb,382,159,1,204,0.5340314136125655,295,171,124,33,54,0.685370741482966,0.5796610169491525,0.8382352941176471,,,
main,1,E_all,country,"Palestine, State of","Palestine, State of",partitioned_rf,23,6,1,23,1.0,21,21,0,2,0,0.9545454545454546,1.0,0.9130434782608695,,,
main,1,E_all,country,"Palestine, State of","Palestine, State of",pooled_rf,23,6,1,23,1.0,21,21,0,2,0,0.9545454545454546,1.0,0.9130434782608695,,,
main,1,E_all,country,"Palestine, State of","Palestine, State of",xgb,23,6,1,23,1.0,22,22,0,1,0,0.9777777777777777,1.0,0.9565217391304348,,,
main,1,E_all,country,Senegal,Senegal,partitioned_rf,199,44,1,6,0.03015075376884422,1,0,1,6,192,0.0,0.0,0.0,,,
main,1,E_all,country,Senegal,Senegal,pooled_rf,199,44,1,6,0.03015075376884422,0,0,0,6,193,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Senegal,Senegal,xgb,199,44,1,6,0.03015075376884422,1,0,1,6,192,0.0,0.0,0.0,,,
main,1,E_all,country,Sierra Leone,Sierra Leone,partitioned_rf,80,16,1,11,0.1375,8,0,8,11,61,0.0,0.0,0.0,,,
main,1,E_all,country,Sierra Leone,Sierra Leone,pooled_rf,80,16,1,11,0.1375,2,0,2,11,67,0.0,0.0,0.0,,,
main,1,E_all,country,Sierra Leone,Sierra Leone,xgb,80,16,1,11,0.1375,9,1,8,10,61,0.1,0.1111111111111111,0.09090909090909091,,,
main,1,E_all,country,Somalia,Somalia,partitioned_rf,3256,904,1,1431,0.4394963144963145,2393,1195,1198,236,627,0.625,0.49937317175094026,0.8350803633822502,,,
main,1,E_all,country,Somalia,Somalia,pooled_rf,3256,904,1,1431,0.4394963144963145,2305,1199,1106,232,719,0.6418629550321199,0.5201735357917571,0.8378756114605171,,,
main,1,E_all,country,Somalia,Somalia,xgb,3256,904,1,1431,0.4394963144963145,2101,1112,989,319,836,0.6296715741789355,0.5292717753450737,0.777078965758211,,,
main,1,E_all,country,South Africa,South Africa,partitioned_rf,17,9,1,6,0.35294117647058826,6,4,2,2,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
main,1,E_all,country,South Africa,South Africa,pooled_rf,17,9,1,6,0.35294117647058826,7,5,2,1,9,0.7692307692307693,0.7142857142857143,0.8333333333333334,,,
main,1,E_all,country,South Africa,South Africa,xgb,17,9,1,6,0.35294117647058826,9,5,4,1,7,0.6666666666666666,0.5555555555555556,0.8333333333333334,,,
main,1,E_all,country,South Sudan,South Sudan,partitioned_rf,395,158,1,335,0.8481012658227848,365,318,47,17,13,0.9085714285714286,0.8712328767123287,0.9492537313432836,,,
main,1,E_all,country,South Sudan,South Sudan,pooled_rf,395,158,1,335,0.8481012658227848,364,318,46,17,14,0.9098712446351931,0.8736263736263736,0.9492537313432836,,,
main,1,E_all,country,South Sudan,South Sudan,xgb,395,158,1,335,0.8481012658227848,370,321,49,14,11,0.9106382978723404,0.8675675675675676,0.9582089552238806,,,
main,1,E_all,country,Sudan,Sudan,partitioned_rf,449,239,1,352,0.7839643652561247,189,166,23,186,74,0.6136783733826248,0.8783068783068783,0.4715909090909091,,,
main,1,E_all,country,Sudan,Sudan,pooled_rf,449,239,1,352,0.7839643652561247,193,167,26,185,71,0.6128440366972477,0.8652849740932642,0.4744318181818182,,,
main,1,E_all,country,Sudan,Sudan,xgb,449,239,1,352,0.7839643652561247,233,193,40,159,57,0.6598290598290598,0.8283261802575107,0.5482954545454546,,,
main,1,E_all,country,Tajikistan,Tajikistan,partitioned_rf,8,2,1,8,1.0,8,8,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,country,Tajikistan,Tajikistan,pooled_rf,8,2,1,8,1.0,8,8,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,country,Tajikistan,Tajikistan,xgb,8,2,1,8,1.0,8,8,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,country,"Tanzania, United Republic of","Tanzania, United Republic of",partitioned_rf,147,65,1,2,0.013605442176870748,14,2,12,0,133,0.25,0.14285714285714285,1.0,,,
main,1,E_all,country,"Tanzania, United Republic of","Tanzania, United Republic of",pooled_rf,147,65,1,2,0.013605442176870748,13,1,12,1,133,0.13333333333333333,0.07692307692307693,0.5,,,
main,1,E_all,country,"Tanzania, United Republic of","Tanzania, United Republic of",xgb,147,65,1,2,0.013605442176870748,23,0,23,2,122,0.0,0.0,0.0,,,
main,1,E_all,country,Timor-Leste,Timor-Leste,partitioned_rf,14,14,1,10,0.7142857142857143,1,0,1,10,3,0.0,0.0,0.0,,,
main,1,E_all,country,Timor-Leste,Timor-Leste,pooled_rf,14,14,1,10,0.7142857142857143,1,0,1,10,3,0.0,0.0,0.0,,,
main,1,E_all,country,Timor-Leste,Timor-Leste,xgb,14,14,1,10,0.7142857142857143,3,2,1,8,3,0.3076923076923077,0.6666666666666666,0.2,,,
main,1,E_all,country,Togo,Togo,partitioned_rf,180,41,1,13,0.07222222222222222,22,4,18,9,149,0.22857142857142856,0.18181818181818182,0.3076923076923077,,,
main,1,E_all,country,Togo,Togo,pooled_rf,180,41,1,13,0.07222222222222222,5,3,2,10,165,0.3333333333333333,0.6,0.23076923076923078,,,
main,1,E_all,country,Togo,Togo,xgb,180,41,1,13,0.07222222222222222,5,0,5,13,162,0.0,0.0,0.0,,,
main,1,E_all,country,Uganda,Uganda,partitioned_rf,384,106,1,172,0.4479166666666667,187,95,92,77,120,0.5292479108635098,0.5080213903743316,0.5523255813953488,,,
main,1,E_all,country,Uganda,Uganda,pooled_rf,384,106,1,172,0.4479166666666667,194,100,94,72,118,0.546448087431694,0.5154639175257731,0.5813953488372093,,,
main,1,E_all,country,Uganda,Uganda,xgb,384,106,1,172,0.4479166666666667,199,102,97,70,115,0.5498652291105122,0.5125628140703518,0.5930232558139535,,,
main,1,E_all,country,Yemen,Yemen,partitioned_rf,813,598,1,801,0.985239852398524,720,709,11,92,1,0.9322813938198553,0.9847222222222223,0.885143570536829,,,
main,1,E_all,country,Yemen,Yemen,pooled_rf,813,598,1,801,0.985239852398524,752,742,10,59,2,0.9555698647778493,0.9867021276595744,0.9263420724094882,,,
main,1,E_all,country,Yemen,Yemen,xgb,813,598,1,801,0.985239852398524,777,765,12,36,0,0.9695817490494296,0.9845559845559846,0.9550561797752809,,,
main,1,E_all,country,Zambia,Zambia,partitioned_rf,460,224,1,206,0.44782608695652176,130,65,65,141,189,0.3869047619047619,0.5,0.3155339805825243,,,
main,1,E_all,country,Zambia,Zambia,pooled_rf,460,224,1,206,0.44782608695652176,144,51,93,155,161,0.2914285714285714,0.3541666666666667,0.24757281553398058,,,
main,1,E_all,country,Zambia,Zambia,xgb,460,224,1,206,0.44782608695652176,275,105,170,101,84,0.4365904365904366,0.38181818181818183,0.5097087378640777,,,
main,1,E_all,country,Zimbabwe,Zimbabwe,partitioned_rf,28,28,1,15,0.5357142857142857,6,4,2,11,11,0.38095238095238093,0.6666666666666666,0.26666666666666666,,,
main,1,E_all,country,Zimbabwe,Zimbabwe,pooled_rf,28,28,1,15,0.5357142857142857,24,13,11,2,2,0.6666666666666666,0.5416666666666666,0.8666666666666667,,,
main,1,E_all,country,Zimbabwe,Zimbabwe,xgb,28,28,1,15,0.5357142857142857,28,15,13,0,0,0.6976744186046512,0.5357142857142857,1.0,,,
main,1,E_persist,country,Afghanistan,Afghanistan,partitioned_rf,337,140,1,186,0.5519287833827893,240,153,87,33,64,0.7183098591549296,0.6375,0.8225806451612904,,,
main,1,E_persist,country,Afghanistan,Afghanistan,pooled_rf,337,140,1,186,0.5519287833827893,272,160,112,26,39,0.6986899563318777,0.5882352941176471,0.8602150537634409,,,
main,1,E_persist,country,Afghanistan,Afghanistan,xgb,337,140,1,186,0.5519287833827893,254,161,93,25,58,0.7318181818181818,0.6338582677165354,0.8655913978494624,,,
main,1,E_persist,country,Afghanistan,Afghanistan,persistence,337,140,1,186,0.5519287833827893,261,154,107,32,44,0.6890380313199105,0.5900383141762452,0.8279569892473119,,,
main,1,E_persist,country,Angola,Angola,partitioned_rf,14,14,1,9,0.6428571428571429,8,6,2,3,3,0.7058823529411765,0.75,0.6666666666666666,,,
main,1,E_persist,country,Angola,Angola,pooled_rf,14,14,1,9,0.6428571428571429,8,6,2,3,3,0.7058823529411765,0.75,0.6666666666666666,,,
main,1,E_persist,country,Angola,Angola,xgb,14,14,1,9,0.6428571428571429,14,9,5,0,0,0.782608695652174,0.6428571428571429,1.0,,,
main,1,E_persist,country,Angola,Angola,persistence,14,14,1,9,0.6428571428571429,14,9,5,0,0,0.782608695652174,0.6428571428571429,1.0,,,
main,1,E_persist,country,Bangladesh,Bangladesh,partitioned_rf,50,37,1,25,0.5,32,24,8,1,17,0.8421052631578947,0.75,0.96,,,
main,1,E_persist,country,Bangladesh,Bangladesh,pooled_rf,50,37,1,25,0.5,32,24,8,1,17,0.8421052631578947,0.75,0.96,,,
