partition_id,training_rows,classes_present,local_model_fitted,reason
0,2793,2,True,
1,2841,2,True,
2,1232,2,True,
3,3068,2,True,
4,3563,2,True,
5,2468,2,True,
6,906,2,True,
7,2259,2,True,
8,1826,2,True,
9,7472,2,True,
10,2180,2,True,
11,1927,2,True,
12,3455,2,True,
13,1224,2,True,
