partition_id,training_rows,classes_present,local_model_fitted,reason
0,1665,2,True,
1,1155,2,True,
2,5195,2,True,
3,5274,2,True,
4,2700,2,True,
5,1278,2,True,
6,910,2,True,
7,1125,2,True,
8,984,2,True,
9,1869,2,True,
10,1917,2,True,
11,1683,2,True,
12,4203,2,True,
13,3006,2,True,
