period,horizon_months,cohort,statistic,point,n_countries,requested_draws,defined_replicates,undefined_replicates,ci_lower,ci_upper,ci_available,uses_defined_replicates_only,suppression_reason,undefined_reason
main,1,E_all,f1__partitioned_rf,0.674787845606351,53,1000,1000,0,0.5964471673836998,0.7559999633774915,1,0,,
main,1,E_all,f1__pooled_rf,0.6796170007577323,53,1000,1000,0,0.5949172267318379,0.7666803074045307,1,0,,
main,1,E_all,f1__xgb,0.6895136466242561,53,1000,1000,0,0.608456408408203,0.7821377037619633,1,0,,
main,1,E_all,delta_f1__partitioned_rf_minus_pooled_rf,-0.004829155151381381,53,1000,1000,0,-0.011805082581270743,0.005576446618277357,1,0,,
main,1,E_all,delta_f1__partitioned_rf_minus_xgb,-0.014725801017905105,53,1000,1000,0,-0.031014395531515384,-0.0014662867047281149,1,0,,
main,1,E_persist,f1__partitioned_rf,0.6618558318299474,52,1000,1000,0,0.5777822136684972,0.737473163823922,1,0,,
main,1,E_persist,f1__pooled_rf,0.6663501859324313,52,1000,1000,0,0.576332317076692,0.7448578565527718,1,0,,
main,1,E_persist,f1__xgb,0.6789292423293676,52,1000,1000,0,0.5920080984784074,0.7633548955084395,1,0,,
main,1,E_persist,f1__persistence,0.6813921264976771,52,1000,1000,0,0.6021180074096418,0.7545429320237258,1,0,,
main,1,E_persist,delta_f1__partitioned_rf_minus_pooled_rf,-0.0044943541024838884,52,1000,1000,0,-0.012203804713120655,0.006788902052202709,1,0,,
main,1,E_persist,delta_f1__partitioned_rf_minus_xgb,-0.017073410499420127,52,1000,1000,0,-0.03340131887220072,-0.002391574315226733,1,0,,
main,1,E_persist,delta_f1__partitioned_rf_minus_persistence,-0.01953629466772966,52,1000,1000,0,-0.03252251417960586,-0.006493581477504702,1,0,,
main,3,E_all,f1__partitioned_rf,0.6561679790026247,53,1000,1000,0,0.5847551448899946,0.7218597741884836,1,0,,
main,3,E_all,f1__pooled_rf,0.6308668076109937,53,1000,1000,0,0.5670722056390973,0.6922655499711221,1,0,,
main,3,E_all,f1__xgb,0.690748655728664,53,1000,1000,0,0.6134310771765816,0.7766078795561665,1,0,,
main,3,E_all,delta_f1__partitioned_rf_minus_pooled_rf,0.025301171391631017,53,1000,1000,0,0.005939150472052472,0.03819501206149396,1,0,,
main,3,E_all,delta_f1__partitioned_rf_minus_xgb,-0.03458067672603926,53,1000,1000,0,-0.08423975614235614,0.002252639705218741,1,0,,
main,3,E_persist,f1__partitioned_rf,0.6469800771714308,52,1000,1000,0,0.5747712264043017,0.7053386675413462,1,0,,
main,3,E_persist,f1__pooled_rf,0.6142756405233879,52,1000,1000,0,0.5501516392451458,0.6726225612220585,1,0,,
main,3,E_persist,f1__xgb,0.6807400015352729,52,1000,1000,0,0.6061719256682101,0.7576658987981892,1,0,,
main,3,E_persist,f1__persistence,0.6768172888015717,52,1000,1000,0,0.5960887689185855,0.7495101015519265,1,0,,
main,3,E_persist,delta_f1__partitioned_rf_minus_pooled_rf,0.0327044366480429,52,1000,1000,0,0.01487212701790421,0.046607154950964964,1,0,,
main,3,E_persist,delta_f1__partitioned_rf_minus_xgb,-0.03375992436384212,52,1000,1000,0,-0.08332875255781622,0.002766607756038725,1,0,,
main,3,E_persist,delta_f1__partitioned_rf_minus_persistence,-0.02983721163014086,52,1000,1000,0,-0.07501769483878845,0.002653998898580394,1,0,,
main,6,E_all,f1__partitioned_rf,0.661275415896488,53,1000,1000,0,0.5662826173821918,0.766442007521753,1,0,,
main,6,E_all,f1__pooled_rf,0.6615491974877878,53,1000,1000,0,0.5660046783716108,0.764189290774321,1,0,,
main,6,E_all,f1__xgb,0.6700859640251391,53,1000,1000,0,0.5813619204634194,0.7719966771569379,1,0,,
main,6,E_all,delta_f1__partitioned_rf_minus_pooled_rf,-0.0002737815912998709,53,1000,1000,0,-0.009739416472749226,0.01293642712073808,1,0,,
main,6,E_all,delta_f1__partitioned_rf_minus_xgb,-0.008810548128651119,53,1000,1000,0,-0.02551082236644009,0.002662403478587141,1,0,,
main,6,E_persist,f1__partitioned_rf,0.6566384435236894,52,1000,1000,0,0.5546959414708934,0.7500481133561339,1,0,,
main,6,E_persist,f1__pooled_rf,0.6597247374139804,52,1000,1000,0,0.5603477359764374,0.750074412562127,1,0,,
main,6,E_persist,f1__xgb,0.6670583298363407,52,1000,1000,0,0.5789014061712794,0.7573563248461718,1,0,,
main,6,E_persist,f1__persistence,0.6718610066272613,52,1000,1000,0,0.5874876776536185,0.7547371574549325,1,0,,
main,6,E_persist,delta_f1__partitioned_rf_minus_pooled_rf,-0.0030862938902910253,52,1000,1000,0,-0.013586932486119876,0.010221564432455909,1,0,,
main,6,E_persist,delta_f1__partitioned_rf_minus_xgb,-0.010419886312651339,52,1000,1000,0,-0.030260154228563603,0.0011899355188790363,1,0,,
main,6,E_persist,delta_f1__partitioned_rf_minus_persistence,-0.015222563103571951,52,1000,1000,0,-0.0412937077228628,0.0018391100523441136,1,0,,
main,12,E_all,f1__partitioned_rf,0.6556504916975657,52,1000,1000,0,0.5416863446093436,0.7654701720718888,1,0,,
main,12,E_all,f1__pooled_rf,0.6512164948453608,52,1000,1000,0,0.5391517822793646,0.7613990111461141,1,0,,
main,12,E_all,f1__xgb,0.669901368119631,52,1000,1000,0,0.5650642861902493,0.7696846502319459,1,0,,
main,12,E_all,delta_f1__partitioned_rf_minus_pooled_rf,0.004433996852204913,52,1000,1000,0,-0.0045291160194307675,0.01630510031774532,1,0,,
main,12,E_all,delta_f1__partitioned_rf_minus_xgb,-0.01425087642206524,52,1000,1000,0,-0.032232195860133664,0.003523390447120204,1,0,,
main,12,E_persist,f1__partitioned_rf,0.6612048192771084,51,1000,1000,0,0.5430615314388262,0.764835462378386,1,0,,
main,12,E_persist,f1__pooled_rf,0.6579940417080437,51,1000,1000,0,0.5387983203531957,0.7588087415401653,1,0,,
