FEWSNET_admin_code,lat,lon,pixel_row,pixel_col,coastline_dist,validity_reason
81,13.367175022946206,16.219609919936453,7663,19621,-1248.0,valid_pixel
82,13.302233424694457,16.865907534938476,7669,19686,-1285.0,valid_pixel
83,11.348700588320485,17.941626538934635,7865,19794,-1210.0,valid_pixel
84,13.384514340250098,19.630893731950326,7661,19963,-1497.0,valid_pixel
85,13.029962247809497,18.46927030564306,7697,19846,-1378.0,valid_pixel
86,11.73099596060166,15.252165645710887,7826,19525,-1041.0,valid_pixel
87,12.371418541175432,16.870500870787538,7762,19687,-1207.0,valid_pixel
88,12.840005405836784,15.631041728532614,7715,19563,-1165.0,valid_pixel
89,12.221100132800318,20.03104811369715,7777,20003,-1448.0,valid_pixel
90,12.895692497133393,17.57291064930747,7710,19757,-1301.0,valid_pixel
91,12.134827205074837,18.77702986215808,7786,19877,-1335.0,valid_pixel
92,12.512602846765011,15.298652947772874,7748,19529,-1114.0,valid_pixel
93,12.423524029034176,19.56501273239356,7757,19956,-1421.0,valid_pixel
94,11.059698129901845,15.250351592540488,7894,19525,-982.0,valid_pixel
95,12.120265774468654,15.051590131548084,7787,19505,-1064.0,valid_pixel
96,13.481584097026031,15.702480580103495,7651,19570,-1226.0,valid_pixel
97,13.369668820249808,15.251934513631824,7663,19525,-1186.0,valid_pixel
98,12.910641393230966,21.24300209131352,7708,20124,-1599.0,valid_pixel
99,13.563464538462478,21.81780314786824,7643,20181,-1691.0,valid_pixel
100,14.51095646353256,21.052893716072887,7548,20105,-1695.0,valid_pixel
101,14.429459803170252,21.954435448017662,7557,20195,-1718.0,valid_pixel
102,12.45466436652467,20.65414503167285,7754,20065,-1517.0,valid_pixel
103,12.499991579922778,21.69786807213864,7750,20169,-1612.0,valid_pixel
104,14.972458591239318,22.45473298354312,7502,20245,-1646.0,valid_pixel
105,15.010023384041183,21.633836775249,7498,20163,-1707.0,valid_pixel
106,13.66624914599384,20.8385258348796,7633,20083,-1615.0,valid_pixel
107,18.054065722874217,23.13051499266308,7194,20313,-1410.0,valid_pixel
108,15.324307373266908,17.290595858837314,7467,19729,-1492.0,valid_pixel
109,15.498638639880566,19.916806352282777,7450,19991,-1638.0,valid_pixel
110,15.322947114921078,18.91338718676924,7467,19891,-1598.0,valid_pixel
111,15.537721961886954,20.2966512408088,7446,20029,-1635.0,valid_pixel
112,16.638492768810906,19.14123437050993,7336,19914,-1510.0,valid_pixel
113,17.685427080217362,17.3656035918433,7231,19736,-1404.0,valid_pixel
114,18.81780471790898,21.11866686629518,7118,20111,-1283.0,valid_pixel
115,16.3785983094816,21.25327635690238,7362,20125,-1553.0,valid_pixel
116,15.99300676057232,15.93508544257808,7400,19593,-1467.0,valid_pixel
117,20.637749548545123,18.48788016783969,6936,19848,-1069.0,valid_pixel
118,20.89721256516379,16.15249079132616,6910,19615,-1077.0,valid_pixel
119,15.987338471151917,23.08222715593973,7401,20308,-1528.0,valid_pixel
120,10.926668670044435,16.40706220176306,7907,19640,-1055.0,valid_pixel
121,10.689064164505655,18.600427137234128,7931,19860,-1221.0,valid_pixel
122,10.63048487533513,16.680300202721583,7936,19668,-1055.0,valid_pixel
123,10.549452794827449,15.62743227556305,7945,19562,-965.0,valid_pixel
124,10.770099295888407,15.627339910555888,7922,19562,-984.0,valid_pixel
125,11.527698453009704,19.57954319018505,7847,19957,-1361.0,valid_pixel
126,10.932282636286589,20.41515892891625,7906,20041,-1400.0,valid_pixel
127,11.888329820956146,20.954759375200904,7811,20095,-1507.0,valid_pixel
128,10.424201564590032,21.118557170287552,7957,20111,-1438.0,valid_pixel
129,11.790245751294966,22.104718175206,7820,20210,-1607.0,valid_pixel
130,10.229744500132416,19.546700370511275,7977,19954,-1278.0,valid_pixel
131,9.544025035989575,18.182792062659104,8045,19818,-1112.0,valid_pixel
132,8.317340103372986,17.71497778726612,8168,19771,-999.0,valid_pixel
133,8.665046093892425,15.512048981486677,8133,19551,-815.0,valid_pixel
134,8.415834458061266,18.539541062082627,8158,19853,-1085.0,valid_pixel
135,8.972945477393198,15.847734724212852,8102,19584,-865.0,valid_pixel
136,9.500247195997572,15.35262050136179,8049,19535,-863.0,valid_pixel
137,8.391314519820023,17.066221172947014,8160,19706,-941.0,valid_pixel
138,8.139513885948078,16.88623859701802,8186,19688,-909.0,valid_pixel
139,9.534377274942637,19.161407680846143,8046,19916,-1204.0,valid_pixel
140,9.609026170210356,14.3907594435603,8039,19439,-798.0,valid_pixel
141,8.682860180413579,15.989723677829993,8131,19598,-858.0,valid_pixel
142,8.58387758044879,16.616728807849917,8141,19661,-909.0,valid_pixel
143,7.941435555594036,16.6919939795552,8205,19669,-881.0,valid_pixel
144,8.886144364716067,16.884508338869978,8111,19688,-952.0,valid_pixel
145,10.099490236957656,17.214358060395174,7990,19721,-1060.0,valid_pixel
146,8.646527992421321,17.281336955425235,8135,19728,-975.0,valid_pixel
147,9.153260743387714,17.565355125411457,8084,19756,-1031.0,valid_pixel
148,9.874057244867526,14.467488426134851,8012,19446,-826.0,valid_pixel
149,9.145000304629034,14.930336135824934,8085,19493,-802.0,valid_pixel
150,9.832661251500316,15.167446993418132,8016,19516,-874.0,valid_pixel
151,8.032554256834935,15.905848188453549,8196,19590,-811.0,valid_pixel
152,8.972522867488035,16.34893388320827,8102,19634,-909.0,valid_pixel
153,9.551988574824646,16.87494351457797,8044,19687,-994.0,valid_pixel
154,9.208312935790367,15.675363523701932,8079,19567,-867.0,valid_pixel
155,9.715026951627722,15.611209364347966,8028,19561,-899.0,valid_pixel
156,10.10046381802514,15.826143143571429,7989,19582,-946.0,valid_pixel
157,9.269551513229882,16.146229673277052,8073,19614,-911.0,valid_pixel
158,9.797224344868589,16.352254274581544,8020,19635,-966.0,valid_pixel
159,9.493372047292548,15.905346506499226,8050,19590,-907.0,valid_pixel
160,14.35926207821743,16.909337066397967,7564,19690,-1381.0,valid_pixel
161,13.804223322333865,16.384193433691898,7619,19638,-1299.0,valid_pixel
162,14.404569771802487,19.574114518159305,7559,19957,-1571.0,valid_pixel
163,14.258928526707088,18.444426032664506,7574,19844,-1476.0,valid_pixel
164,15.154208352092269,20.71734383211328,7484,20071,-1681.0,valid_pixel
165,14.131924338882838,15.246282364937125,7586,19524,-1254.0,valid_pixel
166,15.53067178121921,22.41177784263384,7446,20241,-1616.0,valid_pixel
167,15.43098286906733,21.66980566425609,7456,20166,-1662.0,valid_pixel
168,15.007032731079695,14.95528158370909,7499,19495,-1318.0,valid_pixel
169,14.101834352745511,14.05628626248774,7589,19405,-1183.0,valid_pixel
170,13.610962642721423,14.363043693142767,7638,19436,-1154.0,valid_pixel
171,13.365750039365436,14.65994022547683,7663,19465,-1148.0,valid_pixel
172,5.989512546203506,47.26316763904731,8401,22726,-155.0,valid_pixel
173,4.906683173887195,46.901679262272346,8509,22690,-119.0,valid_pixel
174,5.433910625245351,46.944939846306944,8456,22694,-151.0,valid_pixel
175,7.742333191880922,49.45428599855582,8225,22945,-36.0,valid_pixel
176,6.818010850974886,47.91987583112736,8318,22791,-137.0,valid_pixel
177,6.106425348344722,48.164286363309344,8389,22816,-81.0,valid_pixel
178,7.15940075153631,48.93541166917219,8284,22893,-49.0,valid_pixel
179,3.3128219160444297,43.76181061042044,8668,22376,-209.0,valid_pixel
180,2.499121920888048,43.99536418088485,8750,22399,-121.0,valid_pixel
181,2.147135202433817,43.08928008136166,8785,22308,-155.0,valid_pixel
182,2.6070083046790216,43.08409819753123,8739,22308,-193.0,valid_pixel
183,3.552952128426764,44.53557847584273,8644,22453,-191.0,valid_pixel
184,3.739745115970986,43.492567417881695,8626,22349,-265.0,valid_pixel
185,3.160413768209963,44.71150979926804,8683,22471,-144.0,valid_pixel
186,3.916249109137663,44.03802421177604,8608,22403,-251.0,valid_pixel
187,3.3780531139635137,46.83570855087333,8662,22683,-9.0,valid_pixel
188,1.953218953852736,45.15899326914358,8804,22515,-2.0,valid_pixel
189,2.381551832942349,45.84814523296047,8761,22584,-5.0,valid_pixel
190,9.15090208044826,50.56334054466328,8084,23056,-10.0,valid_pixel
191,2.939628587659105,46.418544636182574,8706,22641,-8.0,valid_pixel
192,4.02314094343864,47.35284651988612,8597,22735,-17.0,valid_pixel
193,7.996954012661861,49.84494817844492,8200,22984,-4.0,valid_pixel
194,5.681256404445873,48.62198048077466,8431,22862,-13.0,valid_pixel
195,10.39340398948415,51.03566871487204,7960,23103,-1.0,valid_pixel
196,7.080381207435537,49.33706283470922,8291,22933,-8.0,valid_pixel
197,1.8697310939991283,45.00308793834864,8813,22500,-1.0,valid_pixel
198,4.722779235887592,47.92937908312365,8527,22792,-18.0,valid_pixel
199,3.584186673063652,46.49127577810823,8641,22649,-53.0,valid_pixel
200,2.542388798826676,45.84198622266993,8745,22584,-21.0,valid_pixel
201,3.996112262905841,46.33701364494986,8600,22633,-96.0,valid_pixel
202,3.1354315885343502,46.209825464799685,8686,22620,-40.0,valid_pixel
203,4.589600945893479,47.01636581953712,8541,22701,-87.0,valid_pixel
204,4.068020223225029,46.85580175290997,8593,22685,-59.0,valid_pixel
205,5.223374886868583,47.57092261692692,8477,22757,-79.0,valid_pixel
206,5.358378702277868,47.966711850286224,8464,22796,-51.0,valid_pixel
207,2.8991405572276903,45.85061001761228,8710,22585,-48.0,valid_pixel
208,4.887391203146844,47.697765266199866,8511,22769,-49.0,valid_pixel
209,10.97863026372618,48.57259852890619,7902,22857,-36.0,valid_pixel
210,11.040521916692438,49.41204475110831,7895,22941,-32.0,valid_pixel
211,11.666791608849756,50.7930439564201,7833,23079,-31.0,valid_pixel
212,10.348338963434475,46.74292463886449,7965,22674,-45.0,valid_pixel
213,10.795203782203986,47.466534426639406,7920,22746,-40.0,valid_pixel
214,10.962764304430182,50.76114197018491,7903,23076,-39.0,valid_pixel
215,11.102502584552024,50.10787103522861,7889,23010,-45.0,valid_pixel
216,11.457207025894824,43.43042922798583,7854,22343,2.0,valid_pixel
217,10.461166924276132,43.95290225128222,7953,22395,-19.0,valid_pixel
218,10.54255979484324,45.37210614394185,7945,22537,-12.0,valid_pixel
219,10.41778003392068,43.26566721671427,7958,22326,-74.0,valid_pixel
220,10.685573410132395,46.21773779212099,7931,22621,-10.0,valid_pixel
221,10.65004465248336,43.57703918273534,7934,22357,-31.0,valid_pixel
222,10.96092980148629,43.242866462062,7903,22324,-40.0,valid_pixel
223,4.894067856618783,45.74887278590887,8510,22574,-212.0,valid_pixel
224,4.388465137434018,46.05137898314224,8561,22605,-148.0,valid_pixel
225,8.901769012749748,45.76434062092014,8109,22576,-188.0,valid_pixel
226,7.801050469706977,48.39810199616118,8219,22839,-139.0,valid_pixel
227,8.459745261205596,46.66034880261007,8154,22666,-248.0,valid_pixel
228,5.8248456498105305,46.12394564328172,8417,22612,-251.0,valid_pixel
229,6.204434208222132,46.913750461425536,8379,22691,-201.0,valid_pixel
230,8.95256928153107,46.30152455259066,8104,22630,-192.0,valid_pixel
231,4.766172696340214,46.20004619111209,8523,22620,-165.0,valid_pixel
232,5.453274731845583,46.24245738153344,8454,22624,-214.0,valid_pixel
233,7.967528840049117,49.3912216570845,8203,22939,-47.0,valid_pixel
234,7.008634265683965,47.537090765956656,8299,22753,-183.0,valid_pixel
235,8.178762505704803,48.64355902430841,8182,22864,-133.0,valid_pixel
236,7.037999398372617,47.22059644462782,8296,22722,-217.0,valid_pixel
237,9.086834708093368,44.39188164001872,8091,22439,-144.0,valid_pixel
238,7.535131778386508,48.78404258172904,8246,22878,-86.0,valid_pixel
239,8.14735752505108,47.53957534943629,8185,22753,-238.0,valid_pixel
240,9.056219249966372,44.98448174257062,8094,22498,-150.0,valid_pixel
241,0.4443718632899981,41.88742222050707,8955,22188,-113.0,valid_pixel
242,-0.8309580158545253,41.3954347767175,9083,22139,-56.0,valid_pixel
243,1.093424443660522,42.87849768778918,8890,22287,-84.0,valid_pixel
244,0.7622732120100492,42.96709935708922,8923,22296,-52.0,valid_pixel
245,-0.4187030548075865,41.86096494724063,9041,22186,-52.0,valid_pixel
246,10.112960596858429,48.81122241020357,7988,22881,-126.0,valid_pixel
247,9.24572917074974,50.27917779623184,8075,23027,-41.0,valid_pixel
248,10.644447424602378,49.3681314091819,7935,22936,-74.0,valid_pixel
249,9.29563620365856,46.51788498622379,8070,22651,-154.0,valid_pixel
250,9.810201367833074,46.93220913489619,8018,22693,-107.0,valid_pixel
251,10.062098933387,47.9592223436808,7993,22795,-116.0,valid_pixel
252,8.353461179319838,49.50785626567863,8164,22950,-58.0,valid_pixel
253,8.538342772867097,48.819017431253855,8146,22881,-130.0,valid_pixel
254,10.22125683569081,50.21303279712511,7977,23021,-75.0,valid_pixel
255,8.563443062454867,47.6772939146873,8143,22767,-247.0,valid_pixel
256,10.62220882661997,49.89250923826466,7937,22989,-93.0,valid_pixel
257,9.501120549155557,49.506593068005486,8049,22950,-123.0,valid_pixel
258,9.178455399611698,48.5401751699723,8082,22854,-197.0,valid_pixel
259,9.140634277546786,47.50644947170869,8085,22750,-200.0,valid_pixel
260,9.925571112536032,43.39816170554162,8007,22339,-104.0,valid_pixel
261,9.984699788017911,43.193300180773264,8001,22319,-113.0,valid_pixel
262,9.66190118818267,43.54803613392264,8033,22354,-117.0,valid_pixel
263,9.462882583091154,44.14594729636448,8053,22414,-106.0,valid_pixel
264,2.1277367906499767,45.0537794199511,8787,22505,-23.0,valid_pixel
265,0.2456800626072438,42.51260617244553,8975,22251,-49.0,valid_pixel
266,2.500957934877984,45.453138694922686,8749,22545,-39.0,valid_pixel
267,1.068545183321684,43.597890028054046,8893,22359,-26.0,valid_pixel
268,0.9619278210638202,42.6071675504602,8903,22260,-96.0,valid_pixel
269,3.269897580361394,45.59441611240649,8673,22559,-97.0,valid_pixel
270,0.1012460335645264,42.71160914276527,8989,22271,-22.0,valid_pixel
271,0.5830015509877104,42.90959385713116,8941,22290,-43.0,valid_pixel
272,2.9596867166353515,45.5314224986931,8704,22553,-77.0,valid_pixel
273,-0.1396544412020372,42.555408877034296,9013,22255,-15.0,valid_pixel
274,1.6078328973327525,44.267721290358224,8839,22426,-24.0,valid_pixel
275,1.728524136806384,44.65425249247083,8827,22465,-9.0,valid_pixel
276,1.8287638394204448,44.61115470952908,8817,22461,-20.0,valid_pixel
277,1.2174156291453966,43.681740054634254,8878,22368,-34.0,valid_pixel
278,2.3621903889835574,42.27232306057156,8763,22227,-231.0,valid_pixel
279,4.718473727374554,45.17887784632441,8528,22517,-246.0,valid_pixel
280,1.3338822758611988,42.4970439393972,8866,22249,-133.0,valid_pixel
281,3.873502525363032,45.55076901600589,8612,22555,-149.0,valid_pixel
282,4.106403820645714,42.18249380658275,8589,22218,-384.0,valid_pixel
283,3.1217394378036385,42.49759560413442,8687,22249,-280.0,valid_pixel
284,3.440892148134005,45.66994873139572,8655,22566,-105.0,valid_pixel
285,3.804199687953876,42.50758824996073,8619,22250,-336.0,valid_pixel
286,3.030033709472224,42.59995479340103,8696,22259,-265.0,valid_pixel
287,1.7219476455533502,42.37470076467068,8827,22237,-173.0,valid_pixel
288,2.2883845384242774,45.06538010570689,8771,22506,-39.0,valid_pixel
289,2.3323687903794617,42.402786876894254,8766,22240,-219.0,valid_pixel
290,2.4711961858652653,45.542176284043045,8752,22554,-31.0,valid_pixel
291,3.204202925992166,43.48251912154505,8679,22348,-218.0,valid_pixel
292,1.388028425587562,42.79957838756927,8861,22279,-113.0,valid_pixel
293,2.5463498401823883,43.92199753818837,8745,22392,-130.0,valid_pixel
294,2.070081039260794,42.77902829789774,8792,22277,-170.0,valid_pixel
295,2.825787097123913,42.52169001057266,8717,22252,-253.0,valid_pixel
296,3.010799242833425,45.55038967787367,8698,22555,-82.0,valid_pixel
297,1.905447480043512,44.97215395095444,8809,22497,-6.0,valid_pixel
298,2.817048831073261,42.83494459691409,8718,22283,-229.0,valid_pixel
299,2.074239437521918,44.61891711036352,8792,22461,-43.0,valid_pixel
300,1.6728165735878229,42.60440897697448,8832,22260,-150.0,valid_pixel
301,2.595309697919182,44.97948744888797,8740,22497,-75.0,valid_pixel
302,0.987039135132292,42.283878075685024,8901,22228,-124.0,valid_pixel
303,2.450942978393276,42.1025079900522,8754,22210,-251.0,valid_pixel
304,4.624252574846818,45.186519294851,8537,22518,-238.0,valid_pixel
305,3.74372886054624,42.01011898352992,8625,22201,-367.0,valid_pixel
306,1.3766520776060365,42.30435282733593,8862,22230,-152.0,valid_pixel
307,4.011678756724891,45.52841673462813,8598,22552,-163.0,valid_pixel
308,2.745521495680081,41.18946168356968,8725,22118,-346.0,valid_pixel
309,3.9827147680143633,42.11396443103894,8601,22211,-379.0,valid_pixel
310,3.277764888783814,42.633532460047725,8672,22263,-282.0,valid_pixel
311,3.365890731319564,45.62671930654653,8663,22562,-102.0,valid_pixel
312,3.7466593024775854,42.73297822642004,8625,22273,-316.0,valid_pixel
313,4.205139850957194,43.24213925948933,8579,22324,-324.0,valid_pixel
314,1.678842587051581,42.2128192557897,8832,22221,-182.0,valid_pixel
315,4.083847265172087,44.511498014052,8591,22451,-243.0,valid_pixel
316,3.8937040621432746,43.36841307172971,8610,22336,-287.0,valid_pixel
317,4.244522233917648,43.8773353428907,8575,22387,-291.0,valid_pixel
318,3.597389510285133,46.14289218069548,8640,22614,-82.0,valid_pixel
319,0.7073308010091698,41.43856488468864,8929,22143,-170.0,valid_pixel
320,1.9622622820096387,41.45656683115357,8803,22145,-266.0,valid_pixel
321,-0.4649703738736815,41.23473697232165,9046,22123,-97.0,valid_pixel
322,4.584363474439538,45.089418872163066,8541,22508,-242.0,valid_pixel
323,3.412814683612609,41.70960601207464,8658,22170,-360.0,valid_pixel
324,1.046132508185841,43.23672900550363,8895,22323,-51.0,valid_pixel
325,3.855945673624469,45.49293707130249,8614,22549,-151.0,valid_pixel
326,2.224466536219752,44.30696374603828,8777,22430,-76.0,valid_pixel
327,3.4322402055029486,46.03458211217318,8656,22603,-77.0,valid_pixel
328,4.673060902765309,43.99717790660068,8532,22399,-329.0,valid_pixel
329,4.656342052009828,46.32184796327002,8534,22632,-147.0,valid_pixel
330,2.67511279335358,41.45571418180637,8732,22145,-319.0,valid_pixel
331,5.129624914113469,46.31937403073625,8487,22631,-184.0,valid_pixel
332,3.856294185249645,42.13883783024373,8614,22213,-367.0,valid_pixel
333,3.187468321723174,42.15067054562364,8681,22215,-309.0,valid_pixel
334,3.4232279040698192,45.58527911942316,8657,22558,-110.0,valid_pixel
335,0.9099604925505344,43.20904361279177,8909,22320,-43.0,valid_pixel
336,3.098405381993856,45.190499386317306,8690,22519,-110.0,valid_pixel
337,-0.2277984701088411,41.94668552234342,9022,22194,-60.0,valid_pixel
338,1.7209163536149312,43.96660156794242,8827,22396,-56.0,valid_pixel
339,3.84663946884315,42.71356649255523,8615,22271,-326.0,valid_pixel
340,1.9127357397752287,44.30644509956765,8808,22430,-49.0,valid_pixel
341,4.440151437149457,43.0407157930274,8555,22304,-358.0,valid_pixel
342,1.5866906396357718,41.82288112179046,8841,22182,-207.0,valid_pixel
343,1.4128100478967838,43.46649942466812,8858,22346,-65.0,valid_pixel
344,4.359434219694292,44.60705684153603,8564,22460,-260.0,valid_pixel
345,2.913480268171166,44.86219046729995,8708,22486,-112.0,valid_pixel
346,-1.2228399586851544,41.69514374987107,9122,22169,-13.0,valid_pixel
347,1.1094160376093554,43.86104277763788,8889,22386,-12.0,valid_pixel
348,0.151469363259276,42.93729952951429,8984,22293,-9.0,valid_pixel
349,0.5669764420448017,43.22534037950697,8943,22322,-16.0,valid_pixel
350,-0.5599358718454698,42.19890045134387,9055,22219,-16.0,valid_pixel
351,1.5195781451699506,44.24144797578712,8848,22424,-18.0,valid_pixel
352,1.7064765387787573,44.71609223173662,8829,22471,-3.0,valid_pixel
353,1.3814808192139645,44.00121003936824,8861,22400,-25.0,valid_pixel
354,9.608278342954783,45.505994337778695,8039,22550,-107.0,valid_pixel
355,9.535564929372606,45.12188480360513,8046,22512,-98.0,valid_pixel
356,9.882084200591592,45.48249352425572,8011,22548,-79.0,valid_pixel
357,2.080735097089003,45.26444009819178,8791,22526,-10.0,valid_pixel
358,2.106126263999528,45.42569460816563,8789,22542,-3.0,valid_pixel
359,10.265084711707342,43.69291048233564,7973,22369,-54.0,valid_pixel
360,10.2555651313983,45.23462922085287,7974,22523,-30.0,valid_pixel
361,10.256664493049298,43.114231326971456,7974,22311,-98.0,valid_pixel
362,9.697996967210052,45.93920442027298,8030,22593,-119.0,valid_pixel
363,9.93282128211776,46.13110411350121,8006,22613,-87.0,valid_pixel
364,10.254937947939634,46.217597165356096,7974,22621,-50.0,valid_pixel
365,10.023480041336564,43.79065787206146,7997,22379,-69.0,valid_pixel
366,9.91201511637006,44.361868557059736,8008,22436,-53.0,valid_pixel
367,10.469513531825516,43.68020245935266,7953,22368,-37.0,valid_pixel
368,9.770978551920738,44.99053018160728,8022,22499,-70.0,valid_pixel
369,10.001544230101947,45.42318211515806,7999,22542,-64.0,valid_pixel
370,10.624594438989735,42.858766713507904,7937,22285,-95.0,valid_pixel
371,12.304587913854816,31.278815466774795,7769,21127,-954.0,valid_pixel
372,10.749816909593228,26.948687010515272,7925,20694,-1439.0,valid_pixel
373,11.321706141809308,31.492167230071267,7867,21149,-980.0,valid_pixel
374,10.833424098963624,27.68493118244333,7916,20768,-1370.0,valid_pixel
375,10.75102343415784,28.04976414939894,7924,20804,-1345.0,valid_pixel
376,10.57625852986075,26.05007587212664,7942,20605,-1527.0,valid_pixel
377,11.348999553508474,28.903383654406404,7865,20890,-1233.0,valid_pixel
378,10.524852244007208,27.583974284634607,7947,20758,-1401.0,valid_pixel
379,11.772241098488196,31.189028234654767,7822,21118,-987.0,valid_pixel
380,11.159070798683087,28.24547554368082,7884,20824,-1301.0,valid_pixel
