period,horizon_months,cohort,dimension,target_year_label,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,target_year,2023,partitioned_rf,1192,1192,18,145,0.12164429530201343,108,89,19,56,1028,0.7035573122529645,0.8240740740740741,0.6137931034482759,,,
main,1,E_all,target_year,2023,pooled_rf,1192,1192,18,145,0.12164429530201343,112,94,18,51,1029,0.7315175097276264,0.8392857142857143,0.6482758620689655,,,
main,1,E_all,target_year,2023,xgb,1192,1192,18,145,0.12164429530201343,127,102,25,43,1022,0.75,0.8031496062992126,0.7034482758620689,,,
main,1,E_all,target_year,2024,partitioned_rf,2150,1238,18,361,0.16790697674418606,238,180,58,181,1731,0.6010016694490818,0.7563025210084033,0.4986149584487535,,,
main,1,E_all,target_year,2024,pooled_rf,2150,1238,18,361,0.16790697674418606,247,185,62,176,1727,0.6085526315789473,0.7489878542510121,0.5124653739612188,,,
main,1,E_all,target_year,2024,xgb,2150,1238,18,361,0.16790697674418606,295,207,88,154,1701,0.6310975609756098,0.7016949152542373,0.5734072022160664,,,
main,1,E_all,target_year,2025,partitioned_rf,2460,1283,18,433,0.17601626016260163,488,200,288,233,1739,0.43431053203040176,0.4098360655737705,0.4618937644341801,,,
main,1,E_all,target_year,2025,pooled_rf,2460,1283,18,433,0.17601626016260163,495,197,298,236,1729,0.4245689655172414,0.397979797979798,0.45496535796766746,,,
main,1,E_all,target_year,2025,xgb,2460,1283,18,433,0.17601626016260163,535,193,342,240,1685,0.3987603305785124,0.36074766355140186,0.4457274826789838,,,
main,1,E_persist,target_year,2023,partitioned_rf,1192,1192,18,145,0.12164429530201343,108,89,19,56,1028,0.7035573122529645,0.8240740740740741,0.6137931034482759,,,
main,1,E_persist,target_year,2023,pooled_rf,1192,1192,18,145,0.12164429530201343,112,94,18,51,1029,0.7315175097276264,0.8392857142857143,0.6482758620689655,,,
main,1,E_persist,target_year,2023,xgb,1192,1192,18,145,0.12164429530201343,127,102,25,43,1022,0.75,0.8031496062992126,0.7034482758620689,,,
main,1,E_persist,target_year,2023,persistence,1192,1192,18,145,0.12164429530201343,159,118,41,27,1006,0.7763157894736842,0.7421383647798742,0.8137931034482758,,,
main,1,E_persist,target_year,2024,partitioned_rf,2150,1238,18,361,0.16790697674418606,238,180,58,181,1731,0.6010016694490818,0.7563025210084033,0.4986149584487535,,,
