period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,country,Benin,Benin,partitioned_rf,246,70,1,1,0.0040650406504065045,0,0,0,1,245,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Benin,Benin,pooled_rf,246,70,1,1,0.0040650406504065045,1,1,0,0,245,1.0,1.0,1.0,,,
main,1,E_all,country,Benin,Benin,xgb,246,70,1,1,0.0040650406504065045,1,1,0,0,245,1.0,1.0,1.0,,,
main,1,E_all,country,Burkina Faso,Burkina Faso,partitioned_rf,158,45,1,43,0.2721518987341772,37,17,20,26,95,0.425,0.4594594594594595,0.3953488372093023,,,
main,1,E_all,country,Burkina Faso,Burkina Faso,pooled_rf,158,45,1,43,0.2721518987341772,34,15,19,28,96,0.38961038961038963,0.4411764705882353,0.3488372093023256,,,
main,1,E_all,country,Burkina Faso,Burkina Faso,xgb,158,45,1,43,0.2721518987341772,51,22,29,21,86,0.46808510638297873,0.43137254901960786,0.5116279069767442,,,
main,1,E_all,country,Cabo Verde,Cabo Verde,partitioned_rf,38,19,1,0,0.0,1,0,1,0,37,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Cabo Verde,Cabo Verde,pooled_rf,38,19,1,0,0.0,0,0,0,0,38,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Cabo Verde,Cabo Verde,xgb,38,19,1,0,0.0,1,0,1,0,37,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Cameroon,Cameroon,partitioned_rf,258,58,1,51,0.19767441860465115,59,32,27,19,180,0.5818181818181818,0.5423728813559322,0.6274509803921569,,,
main,1,E_all,country,Cameroon,Cameroon,pooled_rf,258,58,1,51,0.19767441860465115,64,33,31,18,176,0.5739130434782609,0.515625,0.6470588235294118,,,
main,1,E_all,country,Cameroon,Cameroon,xgb,258,58,1,51,0.19767441860465115,83,37,46,14,161,0.5522388059701493,0.4457831325301205,0.7254901960784313,,,
main,1,E_all,country,Central African Republic,Central African Republic,partitioned_rf,381,72,1,297,0.7795275590551181,292,233,59,64,25,0.7911714770797963,0.797945205479452,0.7845117845117845,,,
main,1,E_all,country,Central African Republic,Central African Republic,pooled_rf,381,72,1,297,0.7795275590551181,290,232,58,65,26,0.7904599659284497,0.8,0.7811447811447811,,,
main,1,E_all,country,Central African Republic,Central African Republic,xgb,381,72,1,297,0.7795275590551181,303,244,59,53,25,0.8133333333333334,0.8052805280528053,0.8215488215488216,,,
main,1,E_all,country,Chad,Chad,partitioned_rf,345,69,1,66,0.19130434782608696,66,11,55,55,224,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,
main,1,E_all,country,Chad,Chad,pooled_rf,345,69,1,66,0.19130434782608696,50,7,43,59,236,0.1206896551724138,0.14,0.10606060606060606,,,
main,1,E_all,country,Chad,Chad,xgb,345,69,1,66,0.19130434782608696,80,18,62,48,217,0.2465753424657534,0.225,0.2727272727272727,,,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,partitioned_rf,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,pooled_rf,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Côte d'Ivoire,Côte d'Ivoire,xgb,155,31,1,1,0.0064516129032258064,0,0,0,1,154,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Gambia,Gambia,partitioned_rf,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Gambia,Gambia,pooled_rf,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Gambia,Gambia,xgb,32,8,1,0,0.0,0,0,0,0,32,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Ghana,Ghana,partitioned_rf,265,66,1,45,0.16981132075471697,18,5,13,40,207,0.15873015873015872,0.2777777777777778,0.1111111111111111,,,
main,1,E_all,country,Ghana,Ghana,pooled_rf,265,66,1,45,0.16981132075471697,28,8,20,37,200,0.2191780821917808,0.2857142857142857,0.17777777777777778,,,
main,1,E_all,country,Ghana,Ghana,xgb,265,66,1,45,0.16981132075471697,43,5,38,40,182,0.11363636363636363,0.11627906976744186,0.1111111111111111,,,
main,1,E_all,country,Guinea,Guinea,partitioned_rf,111,33,1,4,0.036036036036036036,0,0,0,4,107,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Guinea,Guinea,pooled_rf,111,33,1,4,0.036036036036036036,0,0,0,4,107,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Guinea,Guinea,xgb,111,33,1,4,0.036036036036036036,0,0,0,4,107,0.0,,0.0,,no_predicted_positives,
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,partitioned_rf,37,8,1,0,0.0,1,0,1,0,36,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,pooled_rf,37,8,1,0,0.0,1,0,1,0,36,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Guinea-Bissau,Guinea-Bissau,xgb,37,8,1,0,0.0,0,0,0,0,37,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Liberia,Liberia,partitioned_rf,28,14,1,0,0.0,0,0,0,0,28,,,,no_positive_truth_and_no_positive_prediction,no_predicted_positives,no_observed_positives
main,1,E_all,country,Liberia,Liberia,pooled_rf,28,14,1,0,0.0,2,0,2,0,26,0.0,0.0,,,,no_observed_positives
main,1,E_all,country,Liberia,Liberia,xgb,28,14,1,0,0.0,1,0,1,0,27,0.0,0.0,,,,no_observed_positives
