tau,class1_f1
0.0,0.2930060816681147
0.0043859649122807015,0.2959631417288284
0.00684931506849315,0.2985008574431598
0.013157894736842105,0.30094813162297823
0.013888888888888888,0.3066249644583452
0.015209125475285171,0.3197522039552061
0.02027027027027027,0.3236819881771022
0.02185792349726776,0.3326511627906977
0.02411873840445269,0.34201123021949975
0.025295109612141653,0.34835772357723577
0.034210526315789476,0.3556828017844064
0.03508771929824561,0.37483152443782364
0.043835616438356165,0.38187749184487135
0.04905660377358491,0.3851385943099539
0.05855855855855856,0.38960077031331014
0.06048387096774194,0.39285180200388814
0.06465517241379311,0.39553813687066625
0.08152173913043478,0.39887469586374696
0.08450704225352113,0.41436992193723116
0.0871559633027523,0.41908646003262645
0.08762886597938144,0.4221818781977224
0.09047619047619047,0.428296035537675
0.10778443113772455,0.4300856440261172
0.1152073732718894,0.4613629883090961
0.11764705882352941,0.463321202834706
0.13262599469496023,0.4657935887412041
0.14427860696517414,0.47219433848624776
0.14814814814814814,0.4721398629996933
0.16666666666666666,0.47433371357461374
0.18018018018018017,0.4778257663541557
0.19298245614035087,0.479991370941646
0.19798657718120805,0.4861218622138671
0.20689655172413793,0.48767978592931205
0.21794871794871795,0.4878869448183042
0.22666666666666666,0.48854789574636126
0.2708528584817244,0.5465773222966759
0.27419354838709675,0.5494301616750596
0.2764227642276423,0.5509190929826915
0.2777777777777778,0.555691222357889
0.2857142857142857,0.5566616664393836
0.2898550724637681,0.560530679933665
0.30851063829787234,0.569841947885519
0.3230769230769231,0.5713048498845266
0.32558139534883723,0.5728013977868375
0.3313253012048193,0.5832174316179879
0.34801762114537443,0.5826127967300739
0.4,0.5820355513607047
0.4012345679012346,0.5799457994579946
0.4444444444444444,0.5800575263662512
0.45081967213114754,0.585540211210398
0.47368421052631576,0.5851755526657998
0.5588235294117647,0.5910064239828694
0.6181818181818182,0.5902777777777778
0.6923076923076923,0.5908639523336644
0.7105263157894737,0.5953255425709516
0.7272727272727273,0.5981528127623845
0.8461538461538461,0.5990814764415717
0.8571428571428571,0.599285349668198
0.9,0.5970915312232677
0.9007936507936507,0.5971937029431896
0.9166666666666666,0.5969536197158993
0.9444444444444444,0.5965753424657534
0.95,0.5968046727366432
0.9555555555555556,0.5969072164948453
0.975609756097561,0.5969072164948453
0.9782608695652174,0.5969072164948453
0.9795918367346939,0.5964912280701754
1.0,0.5970046479600619
