tau,class1_f1
0.002638522427440633,0.2888984140591513
0.003264417845484222,0.30438220013553197
0.005037783375314861,0.3113065617405393
0.007751937984496124,0.3146014852932577
0.01680672268907563,0.31813612441606054
0.01904761904761905,0.32217422606191504
0.020618556701030927,0.33461805774941555
0.02127659574468085,0.3383848072127374
0.02483660130718954,0.3535963499731616
0.027624309392265192,0.35617367706919945
0.030405405405405407,0.3624189160912325
0.03153153153153153,0.3673960767651016
0.04294478527607362,0.3687414941623093
0.050505050505050504,0.3717790520432605
0.05328376703841388,0.38606919676878526
0.05555555555555555,0.38883706467661694
0.056,0.38983449682328025
0.05925925925925926,0.3975175304263722
0.06417546709991877,0.42810196287414515
0.0838095238095238,0.4333548565630477
0.0851063829787234,0.4338398813936249
0.10922330097087378,0.4440409060498901
0.11931818181818182,0.4484192207289955
0.12944983818770225,0.45530698728688285
0.1357142857142857,0.4580561898143552
0.14344262295081966,0.4633703329969728
0.14712153518123666,0.4724966205677446
0.14782608695652175,0.4744946056352781
0.15789473684210525,0.47688410386320457
0.1590909090909091,0.47764356855265944
0.16279069767441862,0.47935118984099884
0.1794871794871795,0.4801455635234935
0.18120805369127516,0.47978260869565215
0.1928020565552699,0.4809100123887825
0.19827586206896552,0.48268745700527405
0.21739130434782608,0.48272695971536783
0.21895424836601307,0.48190230760220215
0.2222222222222222,0.4990816701359128
0.22727272727272727,0.49963172109010556
0.24216524216524216,0.5580395528804815
0.24242424242424243,0.5581595974119339
0.26855123674911663,0.5593096387304374
0.3063063063063063,0.5631010504512501
0.3333333333333333,0.5635179153094463
0.34146341463414637,0.5639958376690947
0.3448275862068966,0.5654923215898826
0.3695652173913043,0.5655737704918032
0.42105263157894735,0.5666412795125666
0.425,0.5675015271838729
0.44642857142857145,0.5695019157088123
0.49074074074074076,0.57420771885786
0.5,0.5753855838841675
0.5454545454545454,0.5763461234801832
0.5652173913043478,0.579891130323407
0.5671641791044776,0.5811526729812169
0.5714285714285714,0.5824866956942428
0.6509433962264151,0.5849148418491484
0.6666666666666666,0.5850561614846166
0.7142857142857143,0.5868106692848961
0.7428571428571429,0.6005425567989149
0.75,0.5995586487862842
0.8888888888888888,0.5989123045547247
0.9433962264150944,0.5989795918367347
0.95,0.5991489361702128
0.9651162790697675,0.5969018932874355
0.970873786407767,0.5969018932874355
1.0,0.5970046479600619
