partition_id,training_rows,classes_present,local_model_fitted,reason
0,2270,2,True,
1,5525,2,True,
2,1158,2,True,
3,6356,2,True,
4,2140,2,True,
5,5110,2,True,
6,1090,1,False,single_class
7,1350,2,True,
8,824,2,True,
9,2361,2,True,
10,3880,2,True,
11,1770,1,False,single_class
12,1400,2,True,
13,620,2,True,
14,1610,2,True,
15,1100,2,True,
16,900,2,True,
