partition_id,training_rows,classes_present,local_model_fitted,reason
0,2787,2,True,
1,2826,2,True,
2,1232,2,True,
3,3025,2,True,
4,2036,2,True,
5,2512,2,True,
6,936,2,True,
7,2256,2,True,
8,1838,2,True,
9,7439,2,True,
10,2208,2,True,
11,1928,2,True,
12,3294,2,True,
13,1216,2,True,
