method,horizon_months,country_key,tp,fp,fn,tn,n,f1,precision,recall
rich_rf,6,Yemen,624,11,29,0,664,0.968944099378882,0.9826771653543307,0.9555895865237366
rich_rf,6,Zambia,92,139,93,106,430,0.4423076923076923,0.39826839826839827,0.4972972972972973
rich_rf,6,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_rf,12,Afghanistan,81,113,1,5,200,0.5869565217391305,0.4175257731958763,0.9878048780487805
rich_rf,12,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_rf,12,Bangladesh,16,7,0,14,37,0.8205128205128205,0.6956521739130435,1.0
rich_rf,12,Benin,0,0,1,187,188,0.0,,0.0
rich_rf,12,Burkina Faso,11,12,18,73,114,0.4230769230769231,0.4782608695652174,0.3793103448275862
rich_rf,12,Burundi,1,0,2,46,49,0.5,1.0,0.3333333333333333
rich_rf,12,Cabo Verde,0,0,0,19,19,,,
rich_rf,12,Cameroon,29,22,12,145,208,0.6304347826086957,0.5686274509803921,0.7073170731707317
rich_rf,12,Central African Republic,488,180,3,56,727,0.8421052631578947,0.7305389221556886,0.9938900203665988
rich_rf,12,Chad,11,11,49,206,277,0.2682926829268293,0.5,0.18333333333333332
rich_rf,12,"Congo, The Democratic Republic of the",208,186,61,166,621,0.6274509803921569,0.5279187817258884,0.7732342007434945
rich_rf,12,Côte d'Ivoire,0,0,1,123,124,0.0,,0.0
rich_rf,12,Djibouti,31,33,1,7,72,0.6458333333333334,0.484375,0.96875
rich_rf,12,Dominican Republic,2,7,21,25,55,0.125,0.2222222222222222,0.08695652173913043
rich_rf,12,El Salvador,1,8,11,37,57,0.09523809523809523,0.1111111111111111,0.08333333333333333
rich_rf,12,Eswatini,10,8,1,13,32,0.6896551724137931,0.5555555555555556,0.9090909090909091
rich_rf,12,Ethiopia,41,28,2,2,73,0.7321428571428571,0.5942028985507246,0.9534883720930233
rich_rf,12,Gambia,0,0,0,24,24,,,
rich_rf,12,Ghana,7,9,28,155,199,0.27450980392156865,0.4375,0.2
rich_rf,12,Guatemala,11,49,10,142,212,0.2716049382716049,0.18333333333333332,0.5238095238095238
rich_rf,12,Guinea,0,0,4,101,105,0.0,,0.0
rich_rf,12,Guinea-Bissau,0,0,0,30,30,,,
rich_rf,12,Haiti,122,83,11,10,226,0.7218934911242604,0.5951219512195122,0.9172932330827067
rich_rf,12,Honduras,18,72,10,34,134,0.3050847457627119,0.2,0.6428571428571429
rich_rf,12,Kenya,29,77,4,98,208,0.4172661870503597,0.27358490566037735,0.8787878787878788
rich_rf,12,Lebanon,86,25,6,19,136,0.8472906403940886,0.7747747747747747,0.9347826086956522
rich_rf,12,Lesotho,13,15,0,2,30,0.6341463414634146,0.4642857142857143,1.0
rich_rf,12,Liberia,0,3,0,25,28,0.0,0.0,
rich_rf,12,Madagascar,24,100,1,58,183,0.3221476510067114,0.1935483870967742,0.96
rich_rf,12,Malawi,13,12,15,28,68,0.49056603773584906,0.52,0.4642857142857143
rich_rf,12,Mali,5,2,14,143,164,0.38461538461538464,0.7142857142857143,0.2631578947368421
rich_rf,12,Mauritania,0,0,2,128,130,0.0,,0.0
rich_rf,12,Mozambique,111,109,82,248,550,0.5375302663438256,0.5045454545454545,0.5751295336787565
rich_rf,12,Namibia,13,7,24,1,45,0.45614035087719296,0.65,0.35135135135135137
rich_rf,12,Niger,8,12,16,137,173,0.36363636363636365,0.4,0.3333333333333333
rich_rf,12,Nigeria,143,57,173,1775,2148,0.5542635658914729,0.715,0.4525316455696203
rich_rf,12,Pakistan,90,102,4,11,207,0.6293706293706294,0.46875,0.9574468085106383
rich_rf,12,"Palestine, State of",9,0,0,0,9,1.0,1.0,1.0
rich_rf,12,Senegal,0,0,6,150,156,0.0,,0.0
rich_rf,12,Sierra Leone,0,5,7,52,64,0.0,0.0,0.0
rich_rf,12,Somalia,824,712,92,469,2097,0.6721044045676998,0.5364583333333334,0.8995633187772926
rich_rf,12,South Africa,4,5,2,6,17,0.5333333333333333,0.4444444444444444,0.6666666666666666
rich_rf,12,South Sudan,251,44,9,11,315,0.9045045045045045,0.8508474576271187,0.9653846153846154
rich_rf,12,Sudan,83,36,83,6,208,0.5824561403508772,0.6974789915966386,0.5
rich_rf,12,Tajikistan,3,0,0,0,3,1.0,1.0,1.0
rich_rf,12,"Tanzania, United Republic of",1,26,1,98,126,0.06896551724137931,0.037037037037037035,0.5
rich_rf,12,Togo,0,3,13,128,144,0.0,0.0,0.0
rich_rf,12,Uganda,72,78,84,117,351,0.47058823529411764,0.48,0.46153846153846156
rich_rf,12,Yemen,635,8,18,0,661,0.9799382716049383,0.9875583203732504,0.9724349157733537
rich_rf,12,Zambia,72,157,76,53,358,0.3819628647214854,0.314410480349345,0.4864864864864865
rich_rf,12,Zimbabwe,15,13,0,0,28,0.6976744186046512,0.5357142857142857,1.0
share_xgb,1,Afghanistan,151,99,35,52,337,0.6926605504587156,0.604,0.8118279569892473
share_xgb,1,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
share_xgb,1,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
share_xgb,1,Benin,0,0,1,245,246,0.0,,0.0
share_xgb,1,Burkina Faso,21,11,22,104,158,0.56,0.65625,0.4883720930232558
share_xgb,1,Burundi,0,0,3,62,65,0.0,,0.0
share_xgb,1,Cabo Verde,0,0,0,38,38,,,
share_xgb,1,Cameroon,24,25,27,182,258,0.48,0.4897959183673469,0.47058823529411764
share_xgb,1,Central African Republic,611,161,134,137,1043,0.8055372445616348,0.7914507772020726,0.8201342281879195
share_xgb,1,Chad,16,33,50,246,345,0.2782608695652174,0.32653061224489793,0.24242424242424243
share_xgb,1,"Congo, The Democratic Republic of the",267,129,113,355,864,0.6881443298969072,0.6742424242424242,0.7026315789473684
share_xgb,1,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
share_xgb,1,Djibouti,23,20,19,25,87,0.5411764705882353,0.5348837209302325,0.5476190476190477
share_xgb,1,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
share_xgb,1,El Salvador,3,10,9,35,57,0.24,0.23076923076923078,0.25
share_xgb,1,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
share_xgb,1,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
share_xgb,1,Gambia,0,0,0,32,32,,,
share_xgb,1,Ghana,11,13,34,207,265,0.3188405797101449,0.4583333333333333,0.24444444444444444
share_xgb,1,Guatemala,18,27,8,184,237,0.5070422535211268,0.4,0.6923076923076923
share_xgb,1,Guinea,0,0,4,107,111,0.0,,0.0
share_xgb,1,Guinea-Bissau,0,0,0,37,37,,,
share_xgb,1,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
share_xgb,1,Honduras,21,52,12,64,149,0.39622641509433965,0.2876712328767123,0.6363636363636364
share_xgb,1,Kenya,43,37,13,182,275,0.6323529411764706,0.5375,0.7678571428571429
share_xgb,1,Lebanon,102,34,24,57,217,0.7786259541984732,0.75,0.8095238095238095
share_xgb,1,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
share_xgb,1,Liberia,0,2,0,26,28,0.0,0.0,
share_xgb,1,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
share_xgb,1,Malawi,30,11,12,47,100,0.7228915662650602,0.7317073170731707,0.7142857142857143
share_xgb,1,Mali,13,4,8,187,212,0.6842105263157895,0.7647058823529411,0.6190476190476191
share_xgb,1,Mauritania,0,1,2,167,170,0.0,0.0,0.0
share_xgb,1,Mozambique,94,73,133,319,619,0.47715736040609136,0.562874251497006,0.41409691629955947
share_xgb,1,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
share_xgb,1,Niger,14,10,18,190,232,0.5,0.5833333333333334,0.4375
share_xgb,1,Nigeria,163,106,183,2223,2675,0.5300813008130081,0.6059479553903345,0.47109826589595377
share_xgb,1,Pakistan,91,72,41,81,285,0.6169491525423729,0.558282208588957,0.6893939393939394
share_xgb,1,"Palestine, State of",17,0,0,0,17,1.0,1.0,1.0
share_xgb,1,Senegal,0,0,6,193,199,0.0,,0.0
share_xgb,1,Sierra Leone,2,7,9,62,80,0.2,0.2222222222222222,0.18181818181818182
share_xgb,1,Somalia,799,525,409,1129,2862,0.6311216429699842,0.6034743202416919,0.6614238410596026
share_xgb,1,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
share_xgb,1,South Sudan,305,39,27,21,392,0.9023668639053254,0.8866279069767442,0.9186746987951807
share_xgb,1,Sudan,156,29,146,68,399,0.6406570841889117,0.8432432432432433,0.5165562913907285
share_xgb,1,Tajikistan,6,0,1,0,7,0.9230769230769231,1.0,0.8571428571428571
share_xgb,1,"Tanzania, United Republic of",0,8,2,128,138,0.0,0.0,0.0
share_xgb,1,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
share_xgb,1,Togo,4,6,9,161,180,0.34782608695652173,0.4,0.3076923076923077
share_xgb,1,Uganda,97,77,69,129,372,0.5705882352941176,0.5574712643678161,0.5843373493975904
share_xgb,1,Yemen,615,11,41,0,667,0.9594383775351014,0.9824281150159745,0.9375
share_xgb,1,Zambia,91,134,94,111,430,0.44390243902439025,0.40444444444444444,0.4918918918918919
share_xgb,1,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
share_xgb,3,Afghanistan,172,119,13,32,336,0.7226890756302521,0.5910652920962199,0.9297297297297298
share_xgb,3,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
share_xgb,3,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
share_xgb,3,Benin,0,0,1,245,246,0.0,,0.0
share_xgb,3,Burkina Faso,24,16,19,99,158,0.5783132530120482,0.6,0.5581395348837209
share_xgb,3,Burundi,0,0,3,62,65,0.0,,0.0
share_xgb,3,Cabo Verde,0,1,0,37,38,0.0,0.0,
share_xgb,3,Cameroon,25,26,26,181,258,0.49019607843137253,0.49019607843137253,0.49019607843137253
share_xgb,3,Central African Republic,614,167,131,131,1043,0.8047182175622543,0.7861715749039693,0.8241610738255034
share_xgb,3,Chad,16,38,50,241,345,0.26666666666666666,0.2962962962962963,0.24242424242424243
share_xgb,3,"Congo, The Democratic Republic of the",283,151,97,332,863,0.6953316953316954,0.652073732718894,0.7447368421052631
share_xgb,3,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
share_xgb,3,Djibouti,18,18,14,22,72,0.5294117647058824,0.5,0.5625
share_xgb,3,Dominican Republic,4,27,22,34,87,0.14035087719298245,0.12903225806451613,0.15384615384615385
share_xgb,3,El Salvador,3,16,9,29,57,0.1935483870967742,0.15789473684210525,0.25
share_xgb,3,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
share_xgb,3,Ethiopia,34,20,10,10,74,0.6938775510204082,0.6296296296296297,0.7727272727272727
share_xgb,3,Gambia,0,0,0,32,32,,,
share_xgb,3,Ghana,12,22,33,198,265,0.3037974683544304,0.35294117647058826,0.26666666666666666
share_xgb,3,Guatemala,18,44,8,167,237,0.4090909090909091,0.2903225806451613,0.6923076923076923
share_xgb,3,Guinea,0,4,4,103,111,0.0,0.0,0.0
share_xgb,3,Guinea-Bissau,0,0,0,37,37,,,
share_xgb,3,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
share_xgb,3,Honduras,21,77,12,39,149,0.32061068702290074,0.21428571428571427,0.6363636363636364
share_xgb,3,Kenya,32,51,10,157,250,0.512,0.3855421686746988,0.7619047619047619
share_xgb,3,Lebanon,106,34,20,57,217,0.7969924812030075,0.7571428571428571,0.8412698412698413
share_xgb,3,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
share_xgb,3,Liberia,0,0,0,28,28,,,
share_xgb,3,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
share_xgb,3,Malawi,29,12,13,46,100,0.6987951807228916,0.7073170731707317,0.6904761904761905
share_xgb,3,Mali,13,4,8,187,212,0.6842105263157895,0.7647058823529411,0.6190476190476191
share_xgb,3,Mauritania,0,0,2,168,170,0.0,,0.0
share_xgb,3,Mozambique,95,79,132,313,619,0.47381546134663344,0.5459770114942529,0.4185022026431718
share_xgb,3,Namibia,27,7,13,12,59,0.7297297297297297,0.7941176470588235,0.675
share_xgb,3,Niger,14,15,18,185,232,0.45901639344262296,0.4827586206896552,0.4375
share_xgb,3,Nigeria,169,112,177,2217,2675,0.5390749601275917,0.6014234875444839,0.4884393063583815
share_xgb,3,Pakistan,110,88,22,65,285,0.6666666666666666,0.5555555555555556,0.8333333333333334
share_xgb,3,"Palestine, State of",16,0,0,0,16,1.0,1.0,1.0
share_xgb,3,Senegal,0,0,6,193,199,0.0,,0.0
share_xgb,3,Sierra Leone,2,8,9,61,80,0.19047619047619047,0.2,0.18181818181818182
share_xgb,3,Somalia,791,541,388,1093,2813,0.6300278773397053,0.5938438438438438,0.6709075487701441
share_xgb,3,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
share_xgb,3,South Sudan,309,43,23,17,392,0.9035087719298246,0.8778409090909091,0.9307228915662651
share_xgb,3,Sudan,159,43,143,54,399,0.6309523809523809,0.7871287128712872,0.5264900662251656
share_xgb,3,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
share_xgb,3,"Tanzania, United Republic of",1,15,1,121,138,0.1111111111111111,0.0625,0.5
share_xgb,3,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
share_xgb,3,Togo,4,5,9,162,180,0.36363636363636365,0.4444444444444444,0.3076923076923077
share_xgb,3,Uganda,84,61,82,145,372,0.5401929260450161,0.5793103448275863,0.5060240963855421
share_xgb,3,Yemen,614,11,39,0,664,0.9608763693270735,0.9824,0.9402756508422665
share_xgb,3,Zambia,102,136,83,109,430,0.48226950354609927,0.42857142857142855,0.5513513513513514
share_xgb,3,Zimbabwe,14,13,1,0,28,0.6666666666666666,0.5185185185185185,0.9333333333333333
share_xgb,6,Afghanistan,137,128,9,18,292,0.6666666666666666,0.5169811320754717,0.9383561643835616
share_xgb,6,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
share_xgb,6,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
share_xgb,6,Benin,0,0,1,245,246,0.0,,0.0
share_xgb,6,Burkina Faso,21,9,22,106,158,0.5753424657534246,0.7,0.4883720930232558
share_xgb,6,Burundi,0,1,3,53,57,0.0,0.0,0.0
share_xgb,6,Cabo Verde,0,1,0,37,38,0.0,0.0,
share_xgb,6,Cameroon,25,19,26,188,258,0.5263157894736842,0.5681818181818182,0.49019607843137253
share_xgb,6,Central African Republic,568,143,103,111,925,0.8219971056439942,0.7988748241912799,0.8464977645305514
share_xgb,6,Chad,15,25,51,254,345,0.2830188679245283,0.375,0.22727272727272727
share_xgb,6,"Congo, The Democratic Republic of the",271,249,84,221,825,0.6194285714285714,0.5211538461538462,0.7633802816901408
share_xgb,6,Côte d'Ivoire,0,1,1,153,155,0.0,0.0,0.0
share_xgb,6,Djibouti,22,23,10,17,72,0.5714285714285714,0.4888888888888889,0.6875
share_xgb,6,Dominican Republic,5,6,21,55,87,0.2702702702702703,0.45454545454545453,0.19230769230769232
share_xgb,6,El Salvador,1,10,11,35,57,0.08695652173913043,0.09090909090909091,0.08333333333333333
share_xgb,6,Eswatini,9,7,2,14,32,0.6666666666666666,0.5625,0.8181818181818182
share_xgb,6,Ethiopia,35,19,9,11,74,0.7142857142857143,0.6481481481481481,0.7954545454545454
share_xgb,6,Gambia,0,0,0,32,32,,,
share_xgb,6,Ghana,12,23,33,197,265,0.3,0.34285714285714286,0.26666666666666666
share_xgb,6,Guatemala,19,50,7,159,235,0.4,0.2753623188405797,0.7307692307692307
share_xgb,6,Guinea,0,2,4,105,111,0.0,0.0,0.0
share_xgb,6,Guinea-Bissau,0,0,0,37,37,,,
share_xgb,6,Haiti,163,88,10,11,272,0.7688679245283019,0.649402390438247,0.9421965317919075
share_xgb,6,Honduras,22,71,11,44,148,0.3492063492063492,0.23655913978494625,0.6666666666666666
share_xgb,6,Kenya,31,59,11,146,247,0.4696969696969697,0.34444444444444444,0.7380952380952381
share_xgb,6,Lebanon,84,34,14,32,164,0.7777777777777778,0.711864406779661,0.8571428571428571
share_xgb,6,Lesotho,16,8,3,13,40,0.7441860465116279,0.6666666666666666,0.8421052631578947
share_xgb,6,Liberia,0,2,0,26,28,0.0,0.0,
share_xgb,6,Madagascar,20,97,14,101,232,0.26490066225165565,0.17094017094017094,0.5882352941176471
share_xgb,6,Malawi,29,14,13,44,100,0.6823529411764706,0.6744186046511628,0.6904761904761905
share_xgb,6,Mali,12,4,9,187,212,0.6486486486486487,0.75,0.5714285714285714
share_xgb,6,Mauritania,0,2,2,166,170,0.0,0.0,0.0
share_xgb,6,Mozambique,95,79,98,278,550,0.5177111716621253,0.5459770114942529,0.49222797927461137
share_xgb,6,Namibia,16,7,24,12,59,0.5079365079365079,0.6956521739130435,0.4
share_xgb,6,Niger,15,14,17,186,232,0.4918032786885246,0.5172413793103449,0.46875
share_xgb,6,Nigeria,187,102,159,2227,2675,0.5889763779527559,0.6470588235294118,0.5404624277456648
share_xgb,6,Pakistan,106,101,13,32,252,0.6503067484662577,0.5120772946859904,0.8907563025210085
share_xgb,6,"Palestine, State of",13,0,0,0,13,1.0,1.0,1.0
share_xgb,6,Senegal,0,0,6,193,199,0.0,,0.0
share_xgb,6,Sierra Leone,3,10,8,59,80,0.25,0.23076923076923078,0.2727272727272727
share_xgb,6,Somalia,777,589,251,858,2475,0.6491228070175439,0.568814055636896,0.7558365758754864
share_xgb,6,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
share_xgb,6,South Sudan,309,41,23,19,392,0.906158357771261,0.8828571428571429,0.9307228915662651
share_xgb,6,Sudan,133,30,35,17,215,0.8036253776435045,0.8159509202453987,0.7916666666666666
share_xgb,6,Tajikistan,6,0,0,0,6,1.0,1.0,1.0
share_xgb,6,"Tanzania, United Republic of",1,14,1,122,138,0.11764705882352941,0.06666666666666667,0.5
share_xgb,6,Timor-Leste,9,2,1,2,14,0.8571428571428571,0.8181818181818182,0.9
share_xgb,6,Togo,3,7,10,160,180,0.2608695652173913,0.3,0.23076923076923078
share_xgb,6,Uganda,92,73,69,129,363,0.5644171779141104,0.5575757575757576,0.5714285714285714
share_xgb,6,Yemen,645,11,8,0,664,0.985485103132162,0.9832317073170732,0.9877488514548239
share_xgb,6,Zambia,108,185,77,60,430,0.45188284518828453,0.36860068259385664,0.5837837837837838
share_xgb,6,Zimbabwe,15,13,0,0,28,0.6976744186046512,0.5357142857142857,1.0
share_xgb,12,Afghanistan,80,110,2,8,200,0.5882352941176471,0.42105263157894735,0.975609756097561
share_xgb,12,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
share_xgb,12,Bangladesh,16,17,0,4,37,0.6530612244897959,0.48484848484848486,1.0
share_xgb,12,Benin,0,0,1,187,188,0.0,,0.0
share_xgb,12,Burkina Faso,10,9,19,76,114,0.4166666666666667,0.5263157894736842,0.3448275862068966
share_xgb,12,Burundi,1,0,2,46,49,0.5,1.0,0.3333333333333333
share_xgb,12,Cabo Verde,0,0,0,19,19,,,
share_xgb,12,Cameroon,25,18,16,149,208,0.5952380952380952,0.5813953488372093,0.6097560975609756
share_xgb,12,Central African Republic,487,173,4,63,727,0.8462206776715899,0.7378787878787879,0.9918533604887984
share_xgb,12,Chad,16,12,44,205,277,0.36363636363636365,0.5714285714285714,0.26666666666666666
share_xgb,12,"Congo, The Democratic Republic of the",196,133,73,219,621,0.6555183946488294,0.5957446808510638,0.7286245353159851
share_xgb,12,Côte d'Ivoire,0,0,1,123,124,0.0,,0.0
share_xgb,12,Djibouti,32,36,0,4,72,0.64,0.47058823529411764,1.0
share_xgb,12,Dominican Republic,3,6,20,26,55,0.1875,0.3333333333333333,0.13043478260869565
share_xgb,12,El Salvador,1,2,11,43,57,0.13333333333333333,0.3333333333333333,0.08333333333333333
share_xgb,12,Eswatini,9,10,2,11,32,0.6,0.47368421052631576,0.8181818181818182
share_xgb,12,Ethiopia,41,28,2,2,73,0.7321428571428571,0.5942028985507246,0.9534883720930233
share_xgb,12,Gambia,0,0,0,24,24,,,
share_xgb,12,Ghana,5,10,30,154,199,0.2,0.3333333333333333,0.14285714285714285
share_xgb,12,Guatemala,13,64,8,127,212,0.2653061224489796,0.16883116883116883,0.6190476190476191
share_xgb,12,Guinea,0,0,4,101,105,0.0,,0.0
share_xgb,12,Guinea-Bissau,0,0,0,30,30,,,
share_xgb,12,Haiti,122,82,11,11,226,0.7240356083086054,0.5980392156862745,0.9172932330827067
share_xgb,12,Honduras,17,70,11,36,134,0.2956521739130435,0.19540229885057472,0.6071428571428571
share_xgb,12,Kenya,30,73,3,102,208,0.4411764705882353,0.2912621359223301,0.9090909090909091
share_xgb,12,Lebanon,87,22,5,22,136,0.8656716417910447,0.7981651376146789,0.9456521739130435
share_xgb,12,Lesotho,12,10,1,7,30,0.6857142857142857,0.5454545454545454,0.9230769230769231
share_xgb,12,Liberia,0,4,0,24,28,0.0,0.0,
share_xgb,12,Madagascar,25,102,0,56,183,0.32894736842105265,0.1968503937007874,1.0
share_xgb,12,Malawi,17,10,11,30,68,0.6181818181818182,0.6296296296296297,0.6071428571428571
share_xgb,12,Mali,6,2,13,143,164,0.4444444444444444,0.75,0.3157894736842105
share_xgb,12,Mauritania,0,2,2,126,130,0.0,0.0,0.0
share_xgb,12,Mozambique,105,107,88,250,550,0.5185185185185185,0.49528301886792453,0.5440414507772021
share_xgb,12,Namibia,12,6,25,2,45,0.43636363636363634,0.6666666666666666,0.32432432432432434
share_xgb,12,Niger,9,12,15,137,173,0.4,0.42857142857142855,0.375
share_xgb,12,Nigeria,153,86,163,1746,2148,0.5513513513513514,0.6401673640167364,0.48417721518987344
share_xgb,12,Pakistan,91,100,3,13,207,0.6385964912280702,0.47643979057591623,0.9680851063829787
share_xgb,12,"Palestine, State of",9,0,0,0,9,1.0,1.0,1.0
share_xgb,12,Senegal,0,0,6,150,156,0.0,,0.0
share_xgb,12,Sierra Leone,2,8,5,49,64,0.23529411764705882,0.2,0.2857142857142857
share_xgb,12,Somalia,817,748,99,433,2097,0.6586054010479645,0.5220447284345048,0.8919213973799127
share_xgb,12,South Africa,4,4,2,7,17,0.5714285714285714,0.5,0.6666666666666666
share_xgb,12,South Sudan,248,44,12,11,315,0.8985507246376812,0.8493150684931506,0.9538461538461539
share_xgb,12,Sudan,83,36,83,6,208,0.5824561403508772,0.6974789915966386,0.5
share_xgb,12,Tajikistan,3,0,0,0,3,1.0,1.0,1.0
share_xgb,12,"Tanzania, United Republic of",0,27,2,97,126,0.0,0.0,0.0
share_xgb,12,Togo,0,3,13,128,144,0.0,0.0,0.0
share_xgb,12,Uganda,74,62,82,133,351,0.5068493150684932,0.5441176470588235,0.47435897435897434
share_xgb,12,Yemen,650,8,3,0,661,0.9916094584286804,0.9878419452887538,0.9954058192955589
share_xgb,12,Zambia,72,138,76,72,358,0.4022346368715084,0.34285714285714286,0.4864864864864865
share_xgb,12,Zimbabwe,15,13,0,0,28,0.6976744186046512,0.5357142857142857,1.0
